x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
66,36,86,48,100,67,104,42,83,17,23,22,84,31,0 km/h,2025-02-14_01:31,2025-02-14_01:31,1s,30.0,0.0,0.0,0.0
66,36,85,48,98,67,103,41,82,17,23,21,84,31,0 km/h,,,,,,,
66,36,85,48,98,67,103,41,82,17,23,21,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,82,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,82,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,82,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,104,42,84,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,105,41,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,78,45,67,67,105,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,78,45,67,67,105,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,78,45,67,67,105,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,105,41,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,105,41,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,104,43,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,105,41,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,85,48,67,67,105,41,83,17,23,23,84,31,0 km/h,,,,,,,
66,35,85,48,67,67,104,43,83,17,23,23,84,31,0 km/h,,,,,,,
67,23,85,48,67,67,104,43,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,78,45,67,67,105,42,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,85,48,67,67,105,41,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,85,48,67,67,105,41,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,85,48,67,67,105,41,84,17,23,37,84,31,0 km/h,,,,,,,
67,23,85,48,67,67,105,41,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,78,45,67,67,105,42,83,17,23,37,84,31,0 km/h,,,,,,,
67,23,78,45,67,67,105,42,84,17,23,37,84,31,0 km/h,,,,,,,
67,23,78,45,67,67,105,42,84,17,23,37,84,31,0 km/h,,,,,,,
66,36,78,45,67,67,105,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,103,43,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,105,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
66,36,86,48,67,67,104,42,83,17,23,23,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,41,88,17,21,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,83,17,21,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,22,86,48,98,67,104,42,83,17,22,21,84,31,0 km/h,,,,,,,
67,23,86,48,98,67,104,42,83,17,23,21,84,31,0 km/h,,,,,,,
67,23,86,48,98,67,104,42,83,17,23,21,84,31,0 km/h,,,,,,,
67,37,86,48,68,68,104,42,84,16,21,21,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,104,41,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,104,41,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,104,41,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,104,41,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,105,42,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,68,68,104,42,83,17,22,22,84,31,0 km/h,,,,,,,
66,36,85,48,100,67,104,42,83,17,23,22,84,31,0 km/h,,,,,,,
