x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
181,768,206,779,184,753,223,769,202,739,739,202,202,760,0 km/h,2025-02-14_01:38,2025-02-14_01:39,14s,30.0,0.0,0.0,0.0
185,767,203,776,188,752,219,766,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,187,753,219,766,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,187,753,219,766,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,187,753,219,762,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,218,752,219,762,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,218,752,219,762,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,188,752,219,766,201,742,742,201,202,759,0 km/h,,,,,,,
184,767,203,776,219,766,219,755,200,742,742,200,202,759,0 km/h,,,,,,,
185,767,207,775,219,766,219,755,200,742,742,200,202,759,0 km/h,,,,,,,
185,767,207,775,219,766,219,755,200,742,742,200,202,759,0 km/h,,,,,,,
185,767,203,776,219,766,219,755,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,219,766,219,755,201,742,742,201,202,759,0 km/h,,,,,,,
184,766,204,776,190,749,219,755,201,742,742,201,202,759,0 km/h,,,,,,,
185,767,204,776,219,766,219,755,201,742,742,201,202,759,0 km/h,,,,,,,
181,769,206,779,184,751,223,769,201,739,739,201,202,760,0 km/h,,,,,,,
182,772,195,779,183,753,223,769,202,738,738,202,202,760,0 km/h,,,,,,,
185,766,205,776,187,752,219,754,203,741,741,203,202,759,0 km/h,,,,,,,
185,766,205,776,219,768,219,755,203,741,741,203,202,759,0 km/h,,,,,,,
187,753,202,776,188,770,219,768,204,740,740,204,202,759,0 km/h,,,,,,,
181,770,195,779,183,753,223,769,203,738,738,203,202,760,0 km/h,,,,,,,
83,377,113,412,87,407,130,398,116,363,363,116,105,388,0 km/h,,,,,,,
181,769,205,780,186,750,223,767,203,738,738,203,202,760,0 km/h,,,,,,,
