x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
144,701,156,721,169,715,174,701,161,690,690,161,159,705,0 km/h,2025-02-14_01:25,2025-02-14_01:25,16s,30.0,0.0,0.0,0.0
144,701,162,719,150,717,174,702,156,690,690,156,159,704,0 km/h,,,,,,,
527,446,571,461,536,536,584,437,562,412,414,414,552,436,0 km/h,,,,,,,
526,445,571,461,537,537,584,437,560,412,413,413,552,436,0 km/h,,,,,,,
526,445,572,461,536,536,584,437,560,412,414,414,552,436,0 km/h,,,,,,,
526,445,572,460,536,536,584,437,560,412,414,414,552,436,0 km/h,,,,,,,
143,715,161,720,172,712,173,701,156,690,690,156,158,705,0 km/h,,,,,,,
163,142,175,165,195,163,201,161,179,136,142,140,180,151,0 km/h,,,,,,,
163,142,175,165,195,163,201,161,179,136,142,140,180,151,0 km/h,,,,,,,
30,66,54,76,33,51,72,53,51,35,35,49,51,56,0 km/h,,,,,,,
162,155,182,167,164,164,201,161,179,136,140,140,180,151,0 km/h,,,,,,,
30,66,54,76,71,52,72,63,52,35,35,47,51,57,0 km/h,,,,,,,
163,142,175,165,195,163,201,161,179,136,142,140,180,151,0 km/h,,,,,,,
162,155,173,164,164,164,201,161,179,136,140,140,180,151,0 km/h,,,,,,,
30,66,55,76,71,51,72,65,51,35,35,47,51,57,0 km/h,,,,,,,
163,142,175,165,195,163,201,161,179,136,142,140,180,151,0 km/h,,,,,,,
30,66,55,76,71,51,72,65,51,35,35,47,51,57,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,179,136,141,140,180,150,0 km/h,,,,,,,
159,157,168,165,160,160,205,144,183,132,138,138,51,56,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,182,135,141,140,180,150,0 km/h,,,,,,,
159,157,168,165,202,164,205,144,183,132,138,138,51,56,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,179,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,161,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
159,157,171,167,202,165,205,144,183,132,138,138,51,56,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
159,157,171,167,202,165,205,144,183,132,138,138,51,56,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
159,157,171,167,202,165,205,144,183,132,138,138,51,56,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,179,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,179,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,179,136,141,140,180,150,0 km/h,,,,,,,
162,155,173,164,195,163,199,160,180,136,141,140,180,150,0 km/h,,,,,,,
329,233,349,241,363,345,364,231,345,207,207,218,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,364,231,345,207,207,217,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,363,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,364,231,345,207,207,217,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,364,231,345,207,207,217,346,224,0 km/h,,,,,,,
329,232,351,241,333,345,364,232,345,207,207,217,346,224,0 km/h,,,,,,,
134,113,139,130,158,147,162,118,147,100,100,107,148,115,0 km/h,,,,,,,
329,234,351,241,333,345,363,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,234,351,241,333,345,364,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,364,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,233,351,241,333,345,364,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,234,351,241,331,345,364,218,345,207,207,220,346,224,0 km/h,,,,,,,
329,233,351,241,363,345,364,218,345,207,207,232,346,224,0 km/h,,,,,,,
329,233,351,241,332,345,364,218,345,207,207,217,346,224,0 km/h,,,,,,,
329,232,351,241,362,345,364,218,345,207,207,233,346,224,0 km/h,,,,,,,
329,234,351,241,331,345,364,218,345,207,207,219,346,224,0 km/h,,,,,,,
329,234,351,241,333,348,364,226,348,206,206,216,346,224,0 km/h,,,,,,,
324,235,349,245,328,346,367,222,346,204,204,216,346,225,0 km/h,,,,,,,
324,236,349,245,366,346,367,233,346,204,204,215,346,225,0 km/h,,,,,,,
318,233,344,251,372,348,373,232,348,192,192,213,345,225,0 km/h,,,,,,,
325,234,349,245,329,346,367,233,346,203,203,214,346,225,0 km/h,,,,,,,
95,205,110,223,118,197,120,217,103,172,172,103,106,199,0 km/h,,,,,,,
325,234,349,245,366,345,367,233,345,203,203,214,346,225,0 km/h,,,,,,,
325,234,349,245,366,346,367,233,346,203,203,214,346,225,0 km/h,,,,,,,
325,234,349,245,366,346,367,233,346,203,203,214,346,225,0 km/h,,,,,,,
95,205,110,223,118,197,120,217,103,172,172,103,106,199,0 km/h,,,,,,,
95,205,110,223,118,197,120,217,103,172,172,103,106,199,0 km/h,,,,,,,
325,233,350,245,328,347,367,222,347,203,203,217,346,225,0 km/h,,,,,,,
95,205,110,223,118,197,120,217,103,172,172,103,106,199,0 km/h,,,,,,,
325,233,349,245,328,347,367,222,347,203,203,216,346,225,0 km/h,,,,,,,
95,205,110,223,118,197,120,217,103,172,172,103,106,199,0 km/h,,,,,,,
325,233,350,245,328,347,367,222,347,203,203,217,346,225,0 km/h,,,,,,,
95,205,110,223,118,197,120,216,103,172,172,103,106,199,0 km/h,,,,,,,
95,205,110,223,118,197,120,216,103,172,172,103,106,199,0 km/h,,,,,,,
95,205,111,223,118,197,120,216,104,171,171,104,106,199,0 km/h,,,,,,,
95,205,111,223,118,197,120,216,104,171,171,104,106,199,0 km/h,,,,,,,
328,232,349,241,334,346,363,218,346,206,206,214,346,224,0 km/h,,,,,,,
328,232,349,241,333,346,363,218,346,206,206,215,346,224,0 km/h,,,,,,,
328,232,348,241,333,346,363,218,346,206,206,215,346,224,0 km/h,,,,,,,
95,205,111,223,118,197,120,215,104,172,172,104,106,199,0 km/h,,,,,,,
328,232,348,241,333,346,363,218,346,206,206,215,346,224,0 km/h,,,,,,,
328,232,348,241,333,345,363,218,345,206,206,213,346,224,0 km/h,,,,,,,
95,205,110,223,118,197,120,215,103,172,172,103,106,199,0 km/h,,,,,,,
328,232,348,241,332,346,363,218,346,207,207,216,346,224,0 km/h,,,,,,,
328,232,348,241,332,346,363,218,346,207,207,216,346,224,0 km/h,,,,,,,
328,232,348,241,332,346,363,218,346,206,206,216,346,224,0 km/h,,,,,,,
324,234,350,244,367,345,367,234,345,204,204,212,346,225,0 km/h,,,,,,,
324,234,350,244,366,345,367,234,345,204,204,213,346,225,0 km/h,,,,,,,
324,234,349,245,366,345,367,234,345,204,204,212,346,225,0 km/h,,,,,,,
325,235,350,244,366,345,367,234,345,204,204,213,346,225,0 km/h,,,,,,,
325,234,350,244,366,345,367,234,345,204,204,214,346,225,0 km/h,,,,,,,
