x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
196,155,216,167,197,197,234,160,215,135,141,141,214,150,0 km/h,2025-02-14_01:26,2025-02-14_01:26,11s,1.0,0.0,0.0,0.0
197,142,208,164,229,197,235,161,213,136,142,140,214,151,0 km/h,,,,,,,
196,155,215,167,229,197,234,161,213,136,142,140,214,150,0 km/h,,,,,,,
196,155,215,167,197,197,234,160,212,136,141,141,214,150,0 km/h,,,,,,,
194,138,211,169,196,194,236,165,216,132,138,161,85,56,0 km/h,,,,,,,
196,155,216,167,197,197,234,160,212,136,141,141,214,150,0 km/h,,,,,,,
194,138,211,169,196,194,236,165,216,132,138,161,85,56,0 km/h,,,,,,,
196,155,216,167,197,197,234,161,212,136,141,141,214,150,0 km/h,,,,,,,
196,155,216,167,197,197,235,161,213,136,141,141,214,150,0 km/h,,,,,,,
196,155,216,167,197,197,235,161,213,136,141,141,214,150,0 km/h,,,,,,,
196,155,218,166,228,197,235,161,214,135,141,140,214,150,0 km/h,,,,,,,
193,157,206,168,194,194,236,165,217,132,138,138,85,56,0 km/h,,,,,,,
196,155,215,167,228,197,234,162,214,135,141,140,214,150,0 km/h,,,,,,,
193,157,206,168,194,194,235,165,217,132,138,138,85,56,0 km/h,,,,,,,
196,155,218,166,197,197,233,161,214,135,141,141,214,150,0 km/h,,,,,,,
194,159,214,175,195,217,238,146,217,132,132,137,85,56,0 km/h,,,,,,,
