x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
182,139,199,170,184,182,224,166,203,133,139,162,202,151,0 km/h,2025-02-14_01:41,2025-02-14_01:42,21s,30.0,0.0,0.0,0.0
182,139,199,170,184,182,224,166,203,133,139,162,202,151,0 km/h,,,,,,,
182,139,199,170,184,182,224,166,203,133,139,162,202,151,0 km/h,,,,,,,
182,139,199,170,184,182,224,166,203,133,139,162,202,151,0 km/h,,,,,,,
182,139,199,170,184,182,224,166,203,133,139,162,202,152,0 km/h,,,,,,,
182,139,199,170,184,182,224,166,203,133,139,162,202,152,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,162,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,220,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,220,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,219,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,203,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,156,204,168,221,185,223,163,201,137,142,141,202,151,0 km/h,,,,,,,
184,143,204,168,221,184,223,163,201,137,143,141,202,151,0 km/h,,,,,,,
184,143,204,168,221,184,223,163,201,137,143,141,202,151,0 km/h,,,,,,,
184,156,201,167,217,185,224,163,203,136,142,141,202,151,0 km/h,,,,,,,
184,156,201,167,217,185,224,163,203,136,142,141,202,151,0 km/h,,,,,,,
184,156,201,167,217,185,224,163,203,136,142,141,202,151,0 km/h,,,,,,,
