x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
58,69,82,101,65,94,96,91,74,64,69,58,76,81,4.1 km/h,2025:01:28_01:25,2025:01:28_01:25,15s,1.0,0.0,0.0,0.0
59,74,82,97,68,92,93,88,80,69,69,92,76,81,4.1 km/h,,,,,,,
56,69,84,100,65,94,95,92,73,63,69,56,76,81,4.1 km/h,,,,,,,
56,74,82,101,62,92,96,91,73,62,62,92,76,81,4.1 km/h,,,,,,,
61,72,82,97,68,92,92,90,70,68,72,61,76,81,4.1 km/h,,,,,,,
60,73,78,97,65,89,93,88,77,68,73,60,76,82,4.1 km/h,,,,,,,
60,74,79,97,65,89,93,88,77,68,74,60,76,81,4.1 km/h,,,,,,,
60,73,82,97,70,93,93,89,77,68,73,60,76,81,4.1 km/h,,,,,,,
59,74,82,97,68,92,93,88,74,67,67,92,76,81,4.1 km/h,,,,,,,
59,68,83,100,65,94,97,90,72,63,68,59,76,81,4.1 km/h,,,,,,,
