x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
45,69,73,99,55,93,86,90,65,63,69,45,66,80,4.1 km/h,2025:01:28_01:23,2025:01:28_01:24,90s,1.0,0.0,0.0,0.0
49,67,72,100,57,94,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,52,90,87,89,64,62,68,48,66,80,4.1 km/h,,,,,,,
49,67,72,100,54,92,85,91,64,62,67,49,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,85,91,64,62,68,48,66,80,4.1 km/h,,,,,,,
50,73,71,96,60,92,82,88,60,67,73,50,66,80,4.1 km/h,,,,,,,
46,68,72,100,55,93,87,89,64,63,68,46,66,80,4.1 km/h,,,,,,,
46,68,72,100,57,94,87,89,65,63,68,46,66,80,4.1 km/h,,,,,,,
48,68,72,100,54,92,85,91,64,62,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,57,94,85,91,64,62,68,48,66,80,4.1 km/h,,,,,,,
52,70,72,96,58,91,83,87,64,66,70,52,66,80,4.1 km/h,,,,,,,
52,70,72,96,58,91,83,87,64,66,70,52,66,80,4.1 km/h,,,,,,,
49,67,72,100,55,93,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
52,70,72,96,58,91,83,87,70,68,70,52,66,80,4.1 km/h,,,,,,,
48,68,73,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,86,90,64,62,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
49,67,74,99,55,93,85,91,66,63,67,49,66,80,4.1 km/h,,,,,,,
51,70,71,96,58,91,83,87,61,66,70,51,66,80,4.1 km/h,,,,,,,
47,68,73,100,57,94,86,90,65,63,68,47,66,80,4.1 km/h,,,,,,,
51,70,72,96,58,91,83,87,65,66,70,51,66,80,4.1 km/h,,,,,,,
45,70,67,99,52,90,87,89,63,62,70,45,66,80,4.1 km/h,,,,,,,
50,72,71,96,55,88,83,87,65,66,72,50,66,80,4.1 km/h,,,,,,,
50,72,71,96,55,88,83,87,67,67,72,50,66,80,4.1 km/h,,,,,,,
49,67,72,100,55,93,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,72,100,57,94,85,91,65,63,68,48,66,80,4.1 km/h,,,,,,,
49,67,73,100,55,93,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,73,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
50,71,71,96,58,91,82,89,61,66,71,50,66,80,4.1 km/h,,,,,,,
45,69,73,100,55,93,85,91,64,62,69,45,66,80,4.1 km/h,,,,,,,
49,67,73,100,57,94,87,89,63,62,67,49,66,80,4.1 km/h,,,,,,,
49,67,72,100,54,92,87,89,66,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
50,74,72,96,58,91,83,87,61,66,66,91,66,80,4.1 km/h,,,,,,,
49,67,74,99,55,93,86,90,64,63,67,49,66,80,4.1 km/h,,,,,,,
50,72,68,96,55,88,83,87,67,67,72,50,66,80,4.1 km/h,,,,,,,
47,69,72,100,55,93,87,89,62,62,69,47,66,80,4.1 km/h,,,,,,,
49,67,72,100,55,93,86,90,66,63,67,49,66,80,4.1 km/h,,,,,,,
52,70,72,96,58,91,82,88,69,68,70,52,66,80,4.1 km/h,,,,,,,
49,67,72,100,55,93,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,73,100,57,94,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,74,99,57,94,87,89,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,74,99,55,93,87,89,63,62,68,48,66,80,4.1 km/h,,,,,,,
48,68,72,100,57,94,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
49,67,74,99,55,93,86,90,64,63,67,49,66,80,4.1 km/h,,,,,,,
48,68,72,100,55,93,85,91,64,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,74,99,55,93,87,89,65,63,68,48,66,80,4.1 km/h,,,,,,,
47,68,74,99,55,93,85,91,64,63,68,47,66,80,4.1 km/h,,,,,,,
51,70,72,96,58,91,82,88,61,66,70,51,66,80,4.1 km/h,,,,,,,
51,70,71,96,58,91,82,89,64,66,70,51,66,80,4.1 km/h,,,,,,,
46,68,72,100,55,93,86,91,65,63,68,46,66,80,4.1 km/h,,,,,,,
48,68,72,100,54,92,87,89,66,63,68,48,66,80,4.1 km/h,,,,,,,
52,70,71,96,58,91,82,88,65,66,70,52,66,80,4.1 km/h,,,,,,,
49,67,73,100,55,93,86,90,65,63,67,49,66,80,4.1 km/h,,,,,,,
46,69,73,99,56,94,85,91,65,63,69,46,66,80,4.1 km/h,,,,,,,
48,68,72,100,58,95,86,90,65,63,68,48,66,80,4.1 km/h,,,,,,,
46,68,72,100,55,93,86,90,66,63,68,46,66,80,4.1 km/h,,,,,,,
50,72,67,95,55,88,83,87,67,67,72,50,66,80,4.1 km/h,,,,,,,
48,68,73,100,55,93,87,89,65,63,68,48,66,80,4.1 km/h,,,,,,,
48,68,74,99,55,93,87,89,66,63,68,48,66,80,4.1 km/h,,,,,,,
49,67,74,99,55,93,87,89,65,63,67,49,66,80,4.1 km/h,,,,,,,
49,67,72,100,55,93,86,91,65,63,67,49,66,80,4.1 km/h,,,,,,,
50,72,69,96,55,88,83,87,61,66,72,50,66,80,4.1 km/h,,,,,,,
50,72,71,96,55,88,83,87,67,67,72,50,66,80,4.1 km/h,,,,,,,
50,72,68,96,55,89,83,87,61,66,72,50,66,80,4.1 km/h,,,,,,,
49,67,72,100,57,94,86,90,64,62,67,49,66,80,4.1 km/h,,,,,,,
49,67,73,100,54,92,85,91,65,63,67,49,66,80,4.1 km/h,,,,,,,
49,67,72,100,57,94,87,89,65,63,67,49,66,80,4.1 km/h,,,,,,,
50,74,72,96,58,91,83,87,61,66,66,91,66,80,4.1 km/h,,,,,,,
50,73,69,96,55,88,83,87,67,67,73,50,66,80,4.1 km/h,,,,,,,
52,70,72,96,58,91,83,87,70,68,70,52,66,80,4.1 km/h,,,,,,,
50,67,72,100,55,93,86,90,65,63,67,50,66,80,4.1 km/h,,,,,,,
45,69,70,100,53,91,87,89,64,62,69,45,66,80,4.1 km/h,,,,,,,
52,70,71,97,58,91,83,87,62,66,70,52,66,80,4.1 km/h,,,,,,,
50,72,72,96,55,88,83,87,67,67,72,50,66,80,4.1 km/h,,,,,,,
48,68,72,100,57,94,86,90,62,62,68,48,66,80,4.1 km/h,,,,,,,
48,68,74,99,55,93,85,91,64,62,68,48,66,80,4.1 km/h,,,,,,,
50,72,72,96,60,92,83,87,61,66,72,50,66,80,4.1 km/h,,,,,,,
