x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed
75,74,102,106,85,99,116,96,94,68,74,75,96,86,4.1 km/h
21,58,46,85,26,77,59,74,35,48,48,35,39,67,4.1 km/h
76,74,101,106,84,99,116,95,94,68,74,76,96,86,4.1 km/h
20,61,46,85,29,79,59,74,35,49,49,35,39,67,4.1 km/h
79,73,102,106,111,99,116,96,94,68,73,77,96,86,4.1 km/h
77,74,102,106,85,99,115,97,94,68,74,77,96,86,4.1 km/h
76,74,102,106,85,99,116,96,96,69,74,76,96,86,4.1 km/h
20,59,47,85,28,78,59,74,35,49,49,35,39,67,4.1 km/h
76,74,102,106,85,99,116,95,95,66,74,76,96,86,4.1 km/h
77,74,103,105,85,99,115,97,94,68,74,77,96,86,4.1 km/h
79,79,98,102,101,79,113,93,89,73,79,75,96,86,4.1 km/h
75,75,103,105,85,99,116,96,94,68,75,75,96,86,4.1 km/h
21,58,46,85,29,79,59,74,35,49,49,35,39,67,4.1 km/h
81,77,101,102,88,97,112,93,90,72,77,81,96,86,4.1 km/h
17,62,46,89,27,81,62,76,35,45,45,35,40,66,4.1 km/h
79,79,101,102,89,98,112,93,94,72,72,77,96,86,4.1 km/h
79,73,104,105,114,99,115,97,94,68,73,78,96,86,4.1 km/h
17,60,46,89,24,80,63,75,35,44,44,35,39,66,4.1 km/h
80,79,99,102,85,94,113,93,96,73,79,80,96,86,4.1 km/h
82,76,102,102,91,99,113,92,82,76,76,82,95,87,4.1 km/h
82,76,102,102,91,99,112,94,82,76,76,82,95,87,4.1 km/h
76,79,104,105,115,99,116,95,92,65,65,77,96,86,4.1 km/h
76,74,102,106,85,99,115,97,93,68,74,76,96,86,4.1 km/h
16,59,45,89,23,79,62,76,34,45,45,34,40,66,4.1 km/h
80,79,101,102,90,98,112,94,89,73,79,76,95,86,4.1 km/h
20,61,46,85,28,78,59,74,35,49,49,35,39,67,4.1 km/h
76,74,103,105,86,100,117,95,94,68,74,76,96,86,4.1 km/h
20,61,46,85,28,78,59,74,35,49,49,35,39,67,4.1 km/h
82,76,101,102,88,97,112,93,91,72,76,75,95,86,4.1 km/h
79,73,105,105,116,100,116,97,95,68,73,78,96,86,4.1 km/h
17,61,46,89,25,81,61,77,34,44,44,34,39,66,4.1 km/h
82,76,102,102,88,97,111,95,91,72,76,77,95,87,4.1 km/h
77,74,104,105,85,99,115,97,94,68,74,77,96,86,4.1 km/h
80,78,101,102,84,93,112,94,90,73,78,76,96,86,4.1 km/h
76,78,103,105,87,100,116,96,94,68,78,76,40,66,4.1 km/h
77,74,102,106,112,98,116,96,92,68,74,76,96,86,4.1 km/h
79,79,102,102,88,97,112,94,93,73,73,78,96,86,4.1 km/h
80,79,101,102,88,97,112,94,98,74,79,80,96,86,4.1 km/h
76,75,104,105,87,100,117,94,94,68,75,76,96,86,4.1 km/h
22,56,46,85,25,75,59,73,35,49,56,22,39,67,4.1 km/h
77,74,103,106,81,94,116,95,94,68,74,77,96,86,4.1 km/h
80,78,101,102,88,97,111,95,90,73,78,80,96,86,4.1 km/h
80,79,99,102,85,94,113,93,89,73,79,75,96,87,4.1 km/h
