x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
41,65,63,95,48,86,83,84,60,59,65,41,62,76,4.1 km/h,2025:01:28_02:11,2025:01:28_02:12,30s,1.0,0.0,0.0,0.0
43,64,69,95,53,90,82,85,58,58,64,43,62,76,4.1 km/h,,,,,,,
43,64,70,95,53,90,83,85,61,59,64,43,62,76,4.1 km/h,,,,,,,
43,64,70,95,51,89,83,85,62,59,64,43,62,76,4.1 km/h,,,,,,,
44,64,68,96,51,89,81,87,62,59,64,44,62,76,4.1 km/h,,,,,,,
43,64,68,96,51,89,81,87,61,59,64,43,62,76,4.1 km/h,,,,,,,
45,63,69,96,51,89,82,86,60,59,63,45,62,76,4.1 km/h,,,,,,,
44,64,70,95,51,89,82,86,60,59,64,44,62,76,4.1 km/h,,,,,,,
41,66,70,95,79,68,82,86,59,58,66,41,62,76,4.1 km/h,,,,,,,
40,65,68,96,51,89,82,86,60,59,65,40,62,76,4.1 km/h,,,,,,,
43,64,68,95,51,89,82,86,62,59,64,43,62,76,4.1 km/h,,,,,,,
48,66,68,92,49,81,79,83,64,63,66,48,62,76,4.1 km/h,,,,,,,
42,65,68,96,51,89,82,85,60,58,65,42,62,76,4.1 km/h,,,,,,,
43,64,70,95,51,89,82,85,59,58,64,43,62,76,4.1 km/h,,,,,,,
45,63,69,95,52,90,82,86,60,59,63,45,62,76,4.1 km/h,,,,,,,
