x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
37,44,49,40,62,46,68,63,57,71,43,65,52,55,9.7 km/h,2025:01:26_15:01,2025:01:26_15:01,2s,1.0,0.0,0.0,0.0
33,43,40,67,56,74,72,63,67,47,54,39,51,55,9.7 km/h,,,,,,,
33,43,40,67,58,74,71,65,65,45,47,37,52,55,9.7 km/h,,,,,,,
