x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
30,58,43,54,54,59,62,76,50,85,36,79,45,69,9.5 km/h,2025:01:26_15:17,2025:01:26_15:36,1097s,30.0,0.0,0.0,81.0
28,56,34,81,52,88,65,78,59,59,45,52,45,69,9.5 km/h,,,,,,,
28,56,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
28,56,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
28,56,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
28,56,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,52,88,65,78,59,59,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,52,88,65,78,59,59,45,52,45,69,9.5 km/h,,,,,,,
43,54,54,59,62,76,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,54,59,62,76,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,54,59,62,76,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,54,59,62,76,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,57,61,61,77,50,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,59,59,45,52,45,69,9.5 km/h,,,,,,,
43,54,57,61,61,77,50,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,57,61,61,77,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
43,54,57,61,61,77,51,85,36,79,28,61,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,60,60,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,60,60,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,60,60,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,60,60,45,52,45,69,9.5 km/h,,,,,,,
26,57,34,81,51,88,64,79,60,60,45,52,45,69,9.5 km/h,,,,,,,
