"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(47, 29)","(60, 34)","(68, 51)","(57, 60)","(42, 54)","(34, 36)","(51, 44)",2025:01:26_14:17,2025:01:26_14:17,7s,1.0,0.0,0.0,0.0
"(34, 36)","(51, 30)","(65, 39)","(68, 51)","(54, 60)","(39, 51)","(51, 44)",,,,,,,
"(34, 31)","(40, 56)","(57, 63)","(70, 54)","(66, 35)","(51, 27)","(51, 44)",,,,,,,
"(47, 29)","(61, 35)","(68, 51)","(56, 60)","(42, 54)","(34, 37)","(51, 44)",,,,,,,
"(47, 29)","(61, 35)","(68, 51)","(56, 60)","(42, 54)","(34, 37)","(51, 44)",,,,,,,
"(47, 29)","(59, 34)","(68, 51)","(57, 60)","(42, 54)","(34, 37)","(51, 44)",,,,,,,
"(46, 29)","(59, 34)","(68, 51)","(56, 60)","(42, 54)","(34, 37)","(51, 44)",,,,,,,
