"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(55, 23)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(19, 19)","(21, 42)","(33, 49)","(59, 45)","(58, 20)","(40, 12)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(57, 26)","(57, 40)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 40)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 24)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(57, 26)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(19, 19)","(20, 42)","(34, 49)","(59, 45)","(57, 20)","(42, 13)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(40, 15)","(57, 27)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(57, 26)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(57, 27)","(56, 42)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(47, 18)","(56, 25)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(55, 23)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(47, 18)","(56, 24)","(57, 41)","(38, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(55, 23)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(57, 26)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(57, 26)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(55, 23)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(18, 19)","(20, 42)","(34, 49)","(60, 44)","(57, 20)","(39, 12)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(53, 21)","(57, 40)","(30, 44)","(20, 36)","(38, 30)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 40)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 25)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(43, 16)","(54, 22)","(56, 42)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(44, 17)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 22)","(43, 16)","(56, 25)","(57, 40)","(32, 45)","(21, 38)","(38, 30)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(55, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(56, 25)","(57, 41)","(30, 44)","(20, 36)","(38, 30)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(57, 26)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(43, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(57, 26)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(52, 21)","(57, 40)","(38, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(42, 16)","(54, 22)","(56, 42)","(37, 47)","(23, 40)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(51, 20)","(57, 41)","(38, 47)","(20, 36)","(38, 30)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 40)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 40)","(36, 47)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(57, 41)","(39, 47)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(18, 19)","(20, 42)","(34, 49)","(59, 44)","(57, 20)","(42, 13)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(56, 25)","(57, 41)","(39, 47)","(24, 41)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 40)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 40)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 40)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(18, 19)","(20, 42)","(34, 49)","(58, 46)","(57, 20)","(41, 13)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 24)","(57, 41)","(34, 46)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(18, 19)","(22, 43)","(34, 49)","(58, 46)","(56, 20)","(41, 12)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(36, 47)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(35, 16)","(57, 26)","(56, 42)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(43, 16)","(54, 22)","(56, 42)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 25)","(57, 41)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 24)","(57, 41)","(41, 46)","(24, 41)","(38, 31)",6.9 km/h,,,,,,,
"(19, 19)","(21, 42)","(34, 49)","(58, 46)","(56, 19)","(42, 13)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 25)","(57, 40)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(38, 15)","(56, 24)","(57, 40)","(30, 44)","(20, 36)","(38, 30)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(56, 42)","(39, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(55, 23)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(32, 45)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(36, 16)","(52, 21)","(57, 41)","(31, 45)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(18, 19)","(21, 42)","(34, 49)","(59, 45)","(57, 19)","(40, 12)","(38, 31)",6.9 km/h,,,,,,,
"(21, 21)","(45, 17)","(56, 25)","(57, 41)","(37, 47)","(20, 36)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 40)","(34, 46)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 25)","(57, 40)","(32, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(43, 16)","(56, 24)","(57, 40)","(34, 46)","(21, 38)","(38, 31)",6.9 km/h,,,,,,,
"(20, 23)","(42, 16)","(56, 25)","(57, 41)","(31, 45)","(20, 37)","(38, 31)",6.9 km/h,,,,,,,
