"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(42, 34)","(49, 59)","(67, 66)","(79, 57)","(75, 38)","(58, 29)","(60, 47)",8.1 km/h,,,,,,,
"(43, 34)","(49, 59)","(66, 66)","(79, 57)","(72, 36)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(43, 34)","(49, 59)","(64, 66)","(80, 55)","(75, 38)","(58, 29)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(49, 59)","(68, 65)","(79, 56)","(73, 37)","(59, 30)","(59, 47)",8.1 km/h,,,,,,,
"(43, 34)","(49, 59)","(67, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(49, 59)","(67, 65)","(80, 55)","(76, 40)","(66, 33)","(59, 47)",8.1 km/h,,,,,,,
"(45, 36)","(55, 32)","(67, 36)","(77, 54)","(65, 63)","(51, 57)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(49, 59)","(66, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(45, 36)","(55, 32)","(67, 36)","(77, 54)","(65, 63)","(51, 57)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(67, 36)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(55, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(43, 34)","(49, 59)","(67, 66)","(79, 57)","(75, 38)","(60, 30)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(70, 38)","(76, 55)","(65, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(55, 32)","(68, 37)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(43, 34)","(49, 59)","(66, 66)","(80, 55)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(68, 37)","(77, 54)","(65, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(67, 36)","(77, 54)","(65, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(45, 36)","(58, 32)","(68, 37)","(77, 54)","(65, 63)","(51, 57)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(68, 37)","(77, 54)","(66, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(50, 60)","(66, 66)","(79, 57)","(75, 38)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(50, 60)","(67, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(43, 39)","(60, 33)","(74, 42)","(77, 54)","(63, 63)","(48, 54)","(60, 47)",8.1 km/h,,,,,,,
"(55, 32)","(70, 38)","(77, 54)","(66, 63)","(54, 59)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(54, 59)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(43, 39)","(60, 33)","(74, 42)","(77, 54)","(63, 63)","(48, 54)","(60, 47)",8.1 km/h,,,,,,,
"(57, 32)","(68, 37)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(66, 63)","(51, 57)","(43, 39)","(60, 47)",8.1 km/h,,,,,,,
"(43, 39)","(60, 33)","(74, 42)","(77, 53)","(63, 63)","(49, 55)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(66, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(68, 37)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(80, 55)","(76, 40)","(62, 31)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(50, 60)","(66, 66)","(80, 55)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(42, 34)","(50, 60)","(67, 66)","(79, 57)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(80, 55)","(73, 37)","(59, 30)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(50, 60)","(66, 66)","(80, 55)","(75, 39)","(62, 31)","(60, 47)",8.1 km/h,,,,,,,
"(41, 35)","(47, 58)","(66, 66)","(79, 57)","(73, 37)","(60, 30)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(66, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
"(56, 32)","(70, 38)","(77, 54)","(65, 63)","(51, 57)","(43, 40)","(60, 47)",8.1 km/h,,,,,,,
