"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(50, 82)","(61, 87)","(68, 105)","(59, 112)","(43, 107)","(35, 89)","(52, 96)",9.4 km/h,,,,,,,
"(49, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(33, 90)","(53, 83)","(66, 92)","(69, 103)","(53, 112)","(41, 105)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(67, 88)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(72, 105)","(67, 89)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(72, 105)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(60, 115)","(72, 105)","(67, 89)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(56, 116)","(72, 105)","(65, 87)","(49, 79)","(51, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(67, 88)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 103)","(58, 112)","(43, 107)","(51, 96)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(66, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(71, 106)","(65, 87)","(49, 79)","(52, 96)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(72, 105)","(67, 89)","(56, 82)","(51, 96)",9.4 km/h,,,,,,,
"(50, 82)","(61, 87)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(61, 87)","(68, 105)","(57, 113)","(45, 108)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(67, 88)","(50, 79)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(46, 82)","(59, 86)","(69, 103)","(57, 113)","(43, 107)","(52, 96)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(59, 115)","(72, 105)","(64, 86)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(68, 106)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(72, 105)","(66, 87)","(50, 79)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(72, 106)","(66, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(49, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(59, 86)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(33, 84)","(41, 109)","(58, 115)","(71, 106)","(65, 87)","(49, 79)","(51, 96)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 115)","(72, 104)","(67, 89)","(56, 82)","(51, 96)",9.4 km/h,,,,,,,
"(34, 85)","(41, 109)","(59, 116)","(72, 106)","(68, 90)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(66, 92)","(68, 104)","(57, 113)","(43, 107)","(51, 96)",9.4 km/h,,,,,,,
"(35, 89)","(52, 83)","(66, 92)","(69, 105)","(55, 113)","(41, 105)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(71, 105)","(65, 87)","(49, 79)","(51, 96)",9.4 km/h,,,,,,,
"(36, 88)","(47, 83)","(62, 88)","(69, 105)","(58, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(33, 84)","(41, 109)","(58, 115)","(71, 106)","(66, 87)","(50, 79)","(51, 96)",9.4 km/h,,,,,,,
"(34, 85)","(41, 109)","(59, 116)","(71, 107)","(64, 86)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(33, 84)","(41, 109)","(58, 115)","(71, 106)","(65, 87)","(50, 79)","(51, 96)",9.4 km/h,,,,,,,
"(34, 90)","(52, 83)","(66, 92)","(69, 104)","(55, 113)","(40, 103)","(52, 97)",9.4 km/h,,,,,,,
"(33, 84)","(42, 110)","(58, 115)","(71, 106)","(64, 86)","(49, 79)","(51, 96)",9.4 km/h,,,,,,,
"(35, 89)","(52, 83)","(65, 90)","(70, 104)","(58, 113)","(40, 103)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(39, 108)","(58, 115)","(71, 106)","(64, 86)","(50, 79)","(51, 96)",9.4 km/h,,,,,,,
"(49, 82)","(66, 92)","(69, 105)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(60, 115)","(71, 106)","(65, 87)","(49, 79)","(51, 96)",9.4 km/h,,,,,,,
"(47, 82)","(61, 87)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(71, 106)","(65, 87)","(52, 80)","(51, 97)",9.4 km/h,,,,,,,
"(37, 86)","(52, 83)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(66, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 103)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(58, 116)","(72, 105)","(67, 89)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(72, 105)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(32, 86)","(42, 110)","(58, 116)","(71, 107)","(67, 89)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(35, 89)","(52, 83)","(66, 92)","(69, 103)","(55, 113)","(40, 104)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(55, 84)","(66, 92)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(50, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(47, 82)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(72, 105)","(66, 87)","(51, 80)","(51, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(64, 86)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(61, 87)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(33, 90)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(67, 88)","(50, 79)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(64, 86)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(64, 86)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(59, 116)","(72, 105)","(69, 91)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(50, 82)","(61, 87)","(68, 105)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(50, 82)","(61, 87)","(68, 105)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(59, 115)","(72, 105)","(66, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(59, 115)","(72, 105)","(66, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(61, 87)","(68, 105)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(61, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(61, 87)","(68, 105)","(57, 113)","(43, 107)","(33, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(32, 86)","(41, 109)","(59, 115)","(71, 107)","(68, 90)","(56, 82)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(58, 116)","(72, 105)","(69, 92)","(58, 83)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(68, 105)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(59, 86)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(61, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(47, 82)","(61, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(35, 84)","(41, 109)","(59, 116)","(71, 107)","(67, 88)","(52, 80)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(58, 113)","(43, 107)","(35, 89)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(34, 91)","(52, 97)",9.4 km/h,,,,,,,
"(47, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(66, 92)","(68, 105)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(47, 82)","(59, 86)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(48, 82)","(60, 87)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(60, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(33, 85)","(41, 109)","(58, 116)","(71, 107)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(72, 105)","(67, 89)","(58, 83)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(39, 108)","(58, 116)","(72, 105)","(67, 89)","(58, 83)","(52, 97)",9.4 km/h,,,,,,,
"(48, 82)","(60, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(60, 87)","(69, 104)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(49, 82)","(63, 89)","(68, 105)","(57, 113)","(43, 107)","(35, 90)","(52, 97)",9.4 km/h,,,,,,,
"(37, 86)","(50, 82)","(62, 88)","(69, 104)","(57, 113)","(43, 107)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(40, 109)","(58, 116)","(72, 105)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(72, 105)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
"(34, 84)","(41, 109)","(58, 116)","(72, 105)","(65, 87)","(51, 80)","(52, 97)",9.4 km/h,,,,,,,
