"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(15, 39)","(22, 64)","(37, 71)","(52, 61)","(47, 42)","(31, 34)","(32, 51)",2025:01:26_14:45,2025:01:26_14:46,31s,1.0,0.0,0.0,0.0
"(16, 39)","(22, 64)","(39, 71)","(53, 60)","(46, 42)","(33, 35)","(33, 52)",,,,,,,
"(15, 39)","(23, 65)","(40, 70)","(53, 60)","(48, 44)","(37, 37)","(32, 52)",,,,,,,
"(15, 39)","(23, 65)","(40, 71)","(52, 62)","(48, 43)","(31, 34)","(33, 52)",,,,,,,
"(30, 37)","(43, 43)","(49, 60)","(38, 68)","(24, 62)","(16, 44)","(33, 52)",,,,,,,
