"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(38, 56)","(45, 82)","(62, 88)","(74, 79)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(44, 81)","(61, 88)","(73, 79)","(69, 60)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(73, 78)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(42, 80)","(61, 87)","(73, 78)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(42, 80)","(61, 87)","(74, 77)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(50, 54)","(69, 64)","(71, 77)","(60, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(55, 55)","(69, 64)","(72, 76)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(38, 57)","(45, 82)","(63, 88)","(74, 80)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 57)","(45, 82)","(63, 88)","(74, 80)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(36, 62)","(55, 55)","(70, 65)","(72, 76)","(58, 85)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(74, 78)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(52, 54)","(63, 59)","(71, 75)","(59, 85)","(47, 80)","(37, 61)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(53, 54)","(63, 59)","(71, 75)","(60, 84)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(53, 54)","(69, 65)","(70, 77)","(61, 84)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(44, 81)","(61, 88)","(74, 79)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(36, 57)","(44, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(40, 59)","(55, 55)","(65, 60)","(72, 77)","(63, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(38, 61)","(56, 55)","(69, 64)","(73, 76)","(56, 84)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(45, 82)","(61, 88)","(75, 77)","(68, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 77)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(73, 78)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(74, 77)","(67, 58)","(53, 51)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(59, 88)","(75, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(50, 55)","(62, 58)","(73, 76)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(39, 61)","(55, 55)","(69, 64)","(73, 76)","(61, 85)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 59)","(48, 55)","(63, 58)","(71, 77)","(60, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(64, 59)","(71, 76)","(59, 85)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(53, 54)","(65, 60)","(72, 75)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(53, 54)","(65, 60)","(71, 77)","(61, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(50, 55)","(64, 59)","(72, 77)","(61, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(50, 55)","(65, 60)","(71, 78)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(50, 55)","(65, 60)","(72, 77)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(38, 61)","(55, 55)","(69, 64)","(72, 76)","(58, 85)","(43, 76)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(74, 78)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(63, 59)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(73, 78)","(68, 59)","(53, 51)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(53, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(63, 87)","(74, 79)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 61)","(57, 56)","(69, 64)","(72, 77)","(61, 85)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(38, 57)","(44, 81)","(63, 88)","(74, 80)","(69, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(55, 52)","(54, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(50, 54)","(62, 58)","(71, 77)","(60, 85)","(46, 79)","(54, 69)",9.7 km/h,,,,,,,
"(35, 58)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(49, 55)","(63, 59)","(72, 77)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(41, 78)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(74, 78)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(63, 59)","(71, 76)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(59, 88)","(74, 79)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(71, 62)","(57, 53)","(55, 69)",9.7 km/h,,,,,,,
"(39, 61)","(55, 55)","(69, 64)","(72, 76)","(56, 84)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(74, 79)","(66, 58)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(50, 54)","(65, 60)","(72, 76)","(60, 85)","(46, 79)","(54, 69)",9.7 km/h,,,,,,,
"(38, 62)","(55, 55)","(69, 64)","(72, 77)","(58, 85)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(38, 62)","(55, 55)","(69, 64)","(72, 77)","(58, 85)","(43, 76)","(55, 69)",9.7 km/h,,,,,,,
"(38, 62)","(55, 55)","(69, 64)","(72, 77)","(58, 85)","(44, 77)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(61, 88)","(74, 79)","(69, 60)","(53, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 87)","(75, 77)","(71, 62)","(57, 53)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(69, 65)","(70, 77)","(60, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(69, 65)","(70, 77)","(58, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(69, 65)","(70, 77)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 57)","(42, 80)","(61, 88)","(75, 77)","(68, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(36, 57)","(44, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(68, 59)","(53, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(44, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(42, 80)","(62, 87)","(75, 76)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(37, 61)","(54, 68)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(71, 76)","(61, 84)","(46, 79)","(37, 61)","(54, 68)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(70, 77)","(59, 85)","(46, 79)","(37, 61)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(53, 54)","(65, 60)","(71, 77)","(60, 85)","(46, 79)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(74, 79)","(69, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(75, 78)","(71, 62)","(50, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(44, 81)","(62, 88)","(74, 79)","(69, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(70, 61)","(62, 56)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(40, 58)","(52, 54)","(65, 60)","(72, 76)","(60, 85)","(46, 79)","(54, 69)",9.7 km/h,,,,,,,
"(36, 57)","(44, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(44, 81)","(62, 88)","(76, 77)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(72, 76)","(60, 85)","(47, 80)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(44, 81)","(61, 87)","(74, 77)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(49, 54)","(62, 58)","(71, 75)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(44, 81)","(61, 87)","(73, 79)","(67, 58)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(38, 61)","(55, 55)","(68, 63)","(72, 76)","(58, 85)","(43, 76)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(74, 80)","(68, 59)","(55, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(49, 55)","(65, 60)","(71, 78)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(40, 59)","(55, 55)","(65, 60)","(72, 76)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(51, 54)","(66, 61)","(71, 77)","(60, 85)","(47, 80)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(44, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(59, 85)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 57)","(43, 81)","(61, 88)","(74, 79)","(68, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(39, 60)","(49, 55)","(65, 60)","(72, 77)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(40, 59)","(55, 55)","(65, 60)","(72, 77)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(40, 59)","(55, 55)","(65, 60)","(73, 76)","(61, 85)","(47, 80)","(55, 69)",9.7 km/h,,,,,,,
"(38, 61)","(55, 55)","(69, 64)","(72, 76)","(60, 85)","(51, 82)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(64, 59)","(71, 75)","(59, 85)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(59, 85)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(59, 85)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(74, 79)","(69, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(39, 60)","(55, 55)","(69, 64)","(72, 76)","(60, 85)","(43, 76)","(55, 69)",9.7 km/h,,,,,,,
"(52, 54)","(63, 59)","(71, 76)","(60, 85)","(47, 80)","(37, 61)","(54, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(47, 80)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(42, 80)","(61, 87)","(74, 77)","(70, 61)","(59, 54)","(54, 68)",9.7 km/h,,,,,,,
"(35, 57)","(42, 80)","(62, 87)","(73, 79)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(53, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(47, 83)","(62, 88)","(74, 79)","(68, 59)","(53, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(53, 52)","(54, 69)",9.7 km/h,,,,,,,
"(37, 56)","(45, 82)","(61, 87)","(74, 78)","(66, 58)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(62, 87)","(74, 78)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(72, 76)","(61, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(64, 57)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(40, 58)","(52, 54)","(65, 60)","(72, 76)","(60, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 78)","(64, 57)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(49, 54)","(63, 58)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(49, 54)","(63, 58)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(53, 54)","(63, 58)","(71, 76)","(60, 85)","(46, 79)","(37, 61)","(54, 68)",9.7 km/h,,,,,,,
"(36, 57)","(43, 81)","(61, 88)","(74, 79)","(67, 58)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 79)","(69, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(40, 59)","(50, 55)","(64, 59)","(72, 76)","(61, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(45, 82)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(40, 58)","(52, 54)","(65, 60)","(72, 75)","(60, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 87)","(74, 78)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(63, 59)","(71, 75)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(62, 87)","(74, 78)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(52, 54)","(65, 60)","(72, 76)","(60, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(36, 57)","(45, 82)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(45, 82)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(45, 82)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(36, 57)","(45, 82)","(62, 87)","(75, 77)","(70, 61)","(57, 53)","(55, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 78)","(66, 58)","(55, 52)","(54, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 87)","(74, 78)","(68, 59)","(55, 52)","(54, 69)",9.7 km/h,,,,,,,
"(39, 58)","(52, 54)","(65, 60)","(71, 76)","(61, 84)","(46, 79)","(54, 68)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(51, 54)","(65, 60)","(72, 76)","(61, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(55, 52)","(55, 69)",9.7 km/h,,,,,,,
"(51, 54)","(65, 60)","(71, 77)","(60, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(61, 88)","(74, 78)","(64, 57)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(60, 88)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(59, 88)","(74, 77)","(68, 59)","(52, 51)","(54, 68)",9.7 km/h,,,,,,,
"(36, 56)","(43, 81)","(59, 88)","(75, 77)","(70, 61)","(57, 53)","(54, 69)",9.7 km/h,,,,,,,
"(36, 57)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 57)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 88)","(75, 77)","(68, 59)","(54, 52)","(54, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(60, 88)","(74, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(60, 88)","(73, 79)","(67, 58)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(61, 87)","(75, 77)","(67, 58)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(52, 54)","(64, 59)","(72, 76)","(60, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(51, 54)","(65, 60)","(72, 76)","(61, 85)","(46, 79)","(38, 61)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(75, 78)","(70, 60)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(75, 78)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(40, 58)","(62, 58)","(70, 66)","(71, 77)","(60, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(59, 88)","(75, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(40, 58)","(53, 54)","(69, 64)","(71, 77)","(60, 85)","(46, 79)","(54, 69)",9.7 km/h,,,,,,,
"(37, 56)","(43, 81)","(59, 88)","(75, 77)","(68, 59)","(52, 51)","(54, 69)",9.7 km/h,,,,,,,
"(40, 58)","(53, 54)","(63, 59)","(72, 76)","(60, 85)","(46, 79)","(55, 69)",9.7 km/h,,,,,,,
"(51, 54)","(65, 60)","(72, 76)","(60, 85)","(46, 79)","(38, 62)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
"(38, 56)","(43, 81)","(62, 88)","(74, 79)","(68, 59)","(54, 52)","(55, 69)",9.7 km/h,,,,,,,
