"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(196, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 89)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 89)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 89)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 89)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(125, 107)","(120, 89)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(126, 108)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(126, 108)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(156, 91)","(159, 104)","(146, 116)","(126, 108)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(216, 125)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(216, 125)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(216, 125)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
