"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(24, 27)","(45, 20)","(60, 29)","(60, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(60, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(60, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(60, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(60, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(35, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(35, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 29)","(60, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(60, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(60, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(47, 21)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(60, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 44)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(22, 23)","(24, 46)","(39, 54)","(64, 48)","(60, 24)","(44, 17)","(42, 35)",,,,,,,
"(25, 26)","(41, 20)","(60, 30)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 44)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 44)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(25, 26)","(41, 20)","(55, 25)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(25, 26)","(41, 20)","(55, 25)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(25, 26)","(41, 20)","(55, 25)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(25, 26)","(41, 20)","(55, 25)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(34, 49)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 42)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 44)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 44)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 44)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(39, 51)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(48, 21)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(39, 51)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 42)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 42)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 29)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(60, 30)","(61, 45)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(45, 20)","(59, 28)","(61, 44)","(36, 50)","(25, 43)","(42, 35)",,,,,,,
"(24, 27)","(46, 20)","(59, 28)","(61, 45)","(36, 50)","(24, 41)","(42, 35)",,,,,,,
