"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(58, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(66, 103)","(52, 98)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(49, 95)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(76, 95)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(69, 77)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(60, 73)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(66, 106)","(80, 95)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(65, 106)","(79, 96)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(80, 96)","(74, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(58, 72)","(70, 78)","(76, 95)","(65, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(69, 77)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(69, 77)","(76, 95)","(65, 103)","(52, 98)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(44, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(49, 95)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 96)","(73, 77)","(57, 69)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(80, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 73)","(48, 99)","(66, 105)","(79, 96)","(73, 77)","(58, 69)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(80, 96)","(75, 78)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(49, 99)","(66, 105)","(78, 97)","(73, 77)","(57, 69)","(59, 86)",9.4 km/h,,,,,,,
"(43, 75)","(49, 99)","(67, 106)","(81, 96)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(44, 76)","(58, 72)","(70, 78)","(75, 95)","(64, 103)","(52, 98)","(59, 86)",9.4 km/h,,,,,,,
"(45, 77)","(55, 73)","(69, 77)","(77, 95)","(66, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(43, 78)","(61, 73)","(74, 82)","(76, 94)","(61, 102)","(48, 94)","(59, 86)",9.4 km/h,,,,,,,
"(45, 76)","(55, 72)","(74, 82)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(81, 95)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(49, 99)","(66, 105)","(79, 96)","(73, 77)","(57, 69)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(80, 96)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(44, 76)","(58, 72)","(69, 77)","(76, 94)","(66, 102)","(51, 97)","(59, 86)",9.4 km/h,,,,,,,
"(44, 78)","(54, 73)","(69, 77)","(77, 95)","(66, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(44, 76)","(58, 72)","(70, 78)","(75, 95)","(66, 102)","(51, 97)","(59, 86)",9.4 km/h,,,,,,,
"(44, 79)","(60, 73)","(74, 82)","(78, 94)","(63, 103)","(49, 95)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 105)","(79, 96)","(69, 75)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(45, 77)","(55, 73)","(69, 77)","(76, 96)","(66, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(44, 76)","(58, 72)","(70, 78)","(76, 94)","(64, 103)","(52, 98)","(59, 86)",9.4 km/h,,,,,,,
"(44, 78)","(55, 73)","(70, 78)","(76, 96)","(66, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(41, 74)","(48, 99)","(66, 105)","(80, 94)","(75, 79)","(62, 71)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(79, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 105)","(80, 95)","(75, 78)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(80, 96)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(44, 79)","(62, 74)","(74, 82)","(77, 95)","(63, 103)","(49, 95)","(60, 87)",9.4 km/h,,,,,,,
"(41, 74)","(48, 99)","(66, 105)","(79, 96)","(75, 79)","(62, 71)","(59, 86)",9.4 km/h,,,,,,,
"(57, 72)","(69, 77)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(81, 95)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 97)","(72, 76)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(80, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 74)","(49, 99)","(66, 105)","(79, 95)","(73, 77)","(57, 69)","(59, 86)",9.4 km/h,,,,,,,
"(44, 76)","(56, 72)","(70, 78)","(76, 94)","(66, 102)","(51, 97)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(80, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(44, 76)","(54, 72)","(67, 76)","(76, 93)","(66, 102)","(51, 97)","(59, 86)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(80, 96)","(73, 77)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(46, 75)","(57, 72)","(68, 77)","(76, 94)","(65, 103)","(47, 92)","(59, 86)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(64, 106)","(80, 95)","(75, 79)","(64, 72)","(59, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(67, 76)","(77, 94)","(66, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(55, 72)","(74, 82)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(60, 73)","(69, 77)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 93)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(47, 98)","(66, 106)","(80, 95)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(40, 76)","(46, 97)","(64, 106)","(80, 95)","(75, 79)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(40, 75)","(48, 99)","(64, 106)","(80, 95)","(75, 78)","(62, 71)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(48, 99)","(67, 106)","(80, 96)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(65, 106)","(80, 95)","(75, 79)","(62, 71)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(40, 75)","(48, 99)","(66, 105)","(78, 97)","(73, 77)","(57, 69)","(59, 86)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 105)","(79, 96)","(73, 77)","(56, 69)","(59, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(56, 72)","(75, 84)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 93)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(50, 100)","(66, 106)","(80, 95)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 96)","(73, 77)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(57, 72)","(70, 78)","(76, 95)","(65, 103)","(52, 98)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(70, 78)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(66, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(66, 106)","(80, 95)","(75, 79)","(62, 71)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(66, 106)","(80, 95)","(75, 79)","(64, 72)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(79, 97)","(75, 78)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(68, 77)","(77, 94)","(66, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(80, 95)","(76, 80)","(64, 72)","(59, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(67, 106)","(79, 97)","(74, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(57, 72)","(69, 77)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(80, 96)","(75, 78)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(78, 97)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(64, 106)","(80, 95)","(73, 77)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(43, 74)","(49, 99)","(67, 106)","(80, 95)","(73, 77)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(55, 72)","(67, 76)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(69, 77)","(77, 94)","(65, 103)","(52, 98)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(67, 105)","(80, 95)","(75, 79)","(64, 72)","(59, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(49, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(49, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(60, 73)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(56, 72)","(70, 78)","(77, 94)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(60, 73)","(69, 77)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(42, 75)","(48, 99)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(40, 75)","(48, 99)","(66, 106)","(79, 96)","(75, 79)","(62, 71)","(59, 87)",9.4 km/h,,,,,,,
"(49, 74)","(70, 78)","(77, 94)","(66, 103)","(51, 97)","(43, 81)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(48, 99)","(66, 106)","(80, 95)","(73, 77)","(57, 69)","(59, 87)",9.4 km/h,,,,,,,
"(43, 79)","(60, 73)","(74, 82)","(77, 94)","(63, 103)","(48, 94)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(57, 72)","(70, 78)","(76, 95)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(42, 75)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(66, 106)","(80, 95)","(75, 79)","(62, 71)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(48, 99)","(66, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(50, 100)","(66, 106)","(80, 95)","(73, 77)","(59, 70)","(59, 87)",9.4 km/h,,,,,,,
"(41, 75)","(50, 100)","(67, 106)","(79, 97)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(50, 100)","(66, 106)","(80, 95)","(73, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
