"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(38, 18)","(56, 13)","(69, 19)","(74, 37)","(56, 44)","(39, 38)"
"(38, 19)","(55, 13)","(73, 24)","(74, 37)","(55, 44)","(37, 33)"
"(38, 19)","(55, 13)","(73, 24)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(55, 13)","(73, 24)","(74, 37)","(55, 44)","(37, 33)"
"(38, 19)","(55, 13)","(73, 24)","(74, 37)","(55, 44)","(37, 33)"
"(38, 19)","(55, 13)","(73, 24)","(74, 37)","(55, 44)","(37, 33)"
"(38, 19)","(54, 13)","(68, 18)","(74, 37)","(54, 44)","(37, 33)"
"(38, 19)","(55, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(55, 13)","(73, 23)","(74, 37)","(55, 44)","(37, 35)"
"(38, 19)","(55, 13)","(73, 23)","(74, 37)","(55, 44)","(37, 33)"
"(37, 21)","(48, 14)","(68, 18)","(74, 37)","(55, 44)","(37, 35)"
"(38, 19)","(55, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 35)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(37, 36)","(37, 21)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(38, 19)","(57, 14)","(71, 20)","(73, 39)","(55, 44)","(37, 33)"
"(38, 19)","(55, 13)","(69, 19)","(73, 39)","(55, 44)","(40, 38)"
"(38, 19)","(56, 13)","(69, 19)","(73, 39)","(55, 44)","(40, 38)"
"(57, 13)","(72, 22)","(74, 37)","(54, 44)","(38, 35)","(37, 21)"
"(38, 19)","(56, 13)","(69, 19)","(73, 39)","(55, 44)","(40, 38)"
"(38, 19)","(56, 13)","(69, 19)","(73, 39)","(55, 44)","(40, 38)"
"(38, 19)","(57, 13)","(71, 20)","(73, 39)","(55, 44)","(42, 39)"
"(38, 19)","(57, 13)","(71, 20)","(73, 39)","(55, 44)","(42, 39)"
"(38, 19)","(55, 13)","(69, 19)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(35, 16)","(33, 38)","(53, 46)","(77, 41)","(74, 16)","(59, 10)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(54, 13)","(69, 19)","(73, 39)","(54, 44)","(37, 33)"
"(35, 16)","(33, 38)","(53, 46)","(77, 41)","(74, 16)","(59, 10)"
"(35, 16)","(33, 38)","(53, 46)","(77, 41)","(74, 16)","(59, 10)"
"(35, 16)","(33, 38)","(53, 46)","(77, 41)","(74, 16)","(59, 10)"
"(35, 16)","(33, 38)","(53, 46)","(77, 41)","(74, 16)","(59, 10)"
"(38, 19)","(54, 13)","(68, 18)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(54, 13)","(68, 18)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(56, 13)","(68, 18)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(56, 13)","(68, 18)","(73, 39)","(54, 44)","(37, 33)"
"(38, 19)","(55, 13)","(74, 26)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(74, 26)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(74, 26)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(74, 26)","(73, 39)","(55, 44)","(42, 39)"
"(35, 15)","(34, 38)","(51, 47)","(77, 41)","(74, 16)","(59, 10)"
"(35, 15)","(34, 38)","(51, 47)","(76, 43)","(75, 17)","(58, 10)"
"(38, 19)","(56, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(56, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(35, 16)","(33, 38)","(57, 47)","(76, 43)","(74, 16)","(58, 10)"
"(35, 16)","(33, 38)","(57, 47)","(76, 43)","(75, 17)","(58, 10)"
"(38, 19)","(55, 13)","(69, 19)","(73, 39)","(54, 44)","(38, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(52, 43)","(40, 38)"
"(38, 19)","(56, 13)","(73, 24)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(56, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(56, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(56, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(55, 13)","(73, 24)","(73, 39)","(54, 44)","(37, 37)"
"(38, 19)","(57, 13)","(73, 23)","(74, 37)","(50, 43)","(37, 35)"
"(38, 19)","(57, 13)","(73, 23)","(74, 37)","(50, 43)","(37, 35)"
"(38, 19)","(56, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(56, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(56, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(56, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(55, 13)","(68, 18)","(74, 37)","(56, 44)","(37, 33)"
"(38, 19)","(55, 13)","(68, 18)","(74, 37)","(55, 44)","(37, 33)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
"(38, 19)","(55, 13)","(68, 18)","(73, 39)","(54, 44)","(40, 38)"
