"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 51)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 51)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 51)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 51)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 51)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 54)"
"(69, 36)","(47, 42)","(38, 60)","(53, 79)","(75, 73)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(75, 73)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(37, 62)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(69, 36)","(49, 41)","(38, 60)","(53, 79)","(76, 72)","(85, 54)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(39, 59)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(39, 59)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(70, 40)","(81, 51)","(73, 70)","(54, 76)","(41, 62)","(51, 44)"
"(71, 37)","(52, 39)","(38, 63)","(53, 79)","(77, 72)","(85, 51)"
"(71, 37)","(52, 39)","(38, 63)","(53, 79)","(77, 72)","(85, 51)"
"(71, 37)","(52, 39)","(38, 63)","(53, 79)","(77, 72)","(85, 51)"
"(71, 37)","(52, 39)","(38, 63)","(53, 79)","(77, 72)","(85, 51)"
