x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
45,62,69,95,53,89,83,84,59,57,62,45,62,75,3.1 km/h,2025:01:27_20:55,2025:01:27_20:56,57s,1.0,0.0,0.0,0.0
45,62,69,95,51,88,83,84,59,57,62,45,62,75,3.1 km/h,,,,,,,
45,62,70,94,53,89,82,85,59,57,62,45,62,75,3.1 km/h,,,,,,,
42,63,69,95,55,90,83,84,63,58,63,42,62,75,3.1 km/h,,,,,,,
43,63,69,95,55,90,83,84,64,59,63,43,62,75,3.1 km/h,,,,,,,
46,68,65,91,51,83,79,82,63,62,68,46,62,75,3.1 km/h,,,,,,,
45,62,68,95,51,88,81,86,62,58,62,45,62,75,3.1 km/h,,,,,,,
46,68,65,91,51,83,79,82,56,62,68,46,62,75,3.1 km/h,,,,,,,
46,68,65,91,50,81,79,82,56,62,68,46,62,75,3.1 km/h,,,,,,,
45,62,69,95,51,88,81,86,60,57,62,45,62,75,3.1 km/h,,,,,,,
45,62,69,95,51,88,81,86,60,57,62,45,62,75,3.1 km/h,,,,,,,
42,63,68,95,55,90,81,85,61,58,63,42,62,75,3.1 km/h,,,,,,,
42,64,69,95,51,88,82,84,61,58,64,42,62,75,3.1 km/h,,,,,,,
43,63,69,95,51,88,82,85,58,57,63,43,62,75,3.1 km/h,,,,,,,
40,64,69,95,53,89,82,85,60,57,64,40,62,75,3.1 km/h,,,,,,,
40,65,63,94,48,85,83,83,62,58,65,40,62,75,3.1 km/h,,,,,,,
46,68,68,91,51,83,79,82,62,62,68,46,62,76,3.1 km/h,,,,,,,
44,63,68,95,51,88,82,85,59,57,63,44,62,75,3.1 km/h,,,,,,,
43,63,69,95,51,88,81,86,62,58,63,43,62,75,3.1 km/h,,,,,,,
44,63,69,95,51,88,81,86,60,56,63,44,62,75,3.1 km/h,,,,,,,
44,63,68,95,53,89,82,84,59,57,63,44,62,75,3.1 km/h,,,,,,,
44,63,68,95,48,85,82,84,60,57,63,44,62,75,3.1 km/h,,,,,,,
48,65,68,91,56,87,79,82,58,61,65,48,62,75,3.1 km/h,,,,,,,
42,63,69,95,51,88,82,85,60,57,63,42,62,75,3.1 km/h,,,,,,,
40,64,65,95,48,85,82,84,62,58,64,40,62,75,3.1 km/h,,,,,,,
41,63,64,95,48,85,82,84,64,59,63,41,62,75,3.1 km/h,,,,,,,
42,63,69,95,76,65,82,85,60,57,63,42,62,75,3.1 km/h,,,,,,,
42,63,69,95,50,87,81,86,60,57,63,42,62,75,3.1 km/h,,,,,,,
43,63,70,95,51,88,81,86,61,58,63,43,62,75,3.1 km/h,,,,,,,
42,64,69,95,51,88,81,86,61,58,64,42,62,75,3.1 km/h,,,,,,,
41,63,69,95,51,88,81,86,61,58,63,41,62,75,3.1 km/h,,,,,,,
47,66,68,91,54,86,78,84,62,62,66,47,62,75,3.1 km/h,,,,,,,
42,63,69,95,51,88,82,85,60,57,63,42,62,75,3.1 km/h,,,,,,,
46,69,68,91,54,86,78,84,61,61,61,86,62,75,3.1 km/h,,,,,,,
43,63,69,95,51,88,83,84,58,57,63,43,62,75,3.1 km/h,,,,,,,
41,64,65,95,48,85,83,83,64,59,64,41,62,75,3.1 km/h,,,,,,,
43,63,69,95,51,88,82,85,61,58,63,43,62,75,3.1 km/h,,,,,,,
41,64,63,94,48,85,83,83,64,59,64,41,62,75,3.1 km/h,,,,,,,
46,69,68,91,54,86,78,83,59,61,61,86,62,75,3.1 km/h,,,,,,,
46,69,68,91,54,86,79,82,57,61,61,86,62,75,3.1 km/h,,,,,,,
48,65,68,91,55,86,79,82,48,65,65,48,62,75,3.1 km/h,,,,,,,
45,62,69,95,52,89,81,86,60,57,62,45,62,75,3.1 km/h,,,,,,,
43,63,69,95,52,89,82,85,60,57,63,43,62,75,3.1 km/h,,,,,,,
44,63,69,95,50,87,81,86,61,57,63,44,62,75,3.1 km/h,,,,,,,
47,66,67,91,54,86,78,83,56,62,66,47,62,75,3.1 km/h,,,,,,,
43,63,70,94,53,89,82,85,61,58,63,43,62,75,3.1 km/h,,,,,,,
43,63,68,95,53,89,81,86,62,58,63,43,62,75,3.1 km/h,,,,,,,
