x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
52,61,71,92,57,83,91,82,70,56,61,52,71,73,0 km/h,2025-02-15_21:48,2025-02-15_21:48,3s,30.0,0.0,0.0,0.0
51,62,71,92,57,83,91,82,69,56,62,51,71,74,0 km/h,,,,,,,
51,62,71,92,57,83,91,82,69,56,62,51,71,74,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,68,59,59,68,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,66,59,59,66,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,67,59,59,67,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,66,59,59,66,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,66,59,59,66,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,66,59,59,66,71,73,0 km/h,,,,,,,
54,67,78,89,61,83,87,81,66,59,59,64,71,73,0 km/h,,,,,,,
52,61,79,92,60,86,90,84,69,56,61,52,71,73,0 km/h,,,,,,,
52,61,79,92,60,86,90,84,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,90,84,69,56,61,52,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,77,93,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
51,62,79,92,60,86,90,84,69,56,62,51,71,73,0 km/h,,,,,,,
52,61,79,92,60,86,90,84,69,56,61,52,71,73,0 km/h,,,,,,,
52,61,79,92,60,86,90,84,69,56,61,52,71,73,0 km/h,,,,,,,
53,61,77,93,60,86,91,83,69,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,59,86,91,83,69,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,59,86,92,82,67,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,60,86,92,82,67,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,60,86,92,82,67,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,60,86,92,82,67,56,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,60,86,92,82,74,58,61,53,71,74,0 km/h,,,,,,,
53,61,77,93,59,86,92,82,74,58,61,53,71,74,0 km/h,,,,,,,
52,61,77,93,59,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,59,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,74,58,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,59,86,92,82,74,58,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,74,58,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,74,58,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,74,58,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
52,61,77,93,60,86,92,82,69,56,61,52,71,74,0 km/h,,,,,,,
51,61,77,93,59,86,92,82,69,56,61,51,71,74,0 km/h,,,,,,,
