x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,2025-02-15_21:56,2025-02-15_21:57,1s,30.0,0.0,0.0,0.0
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,48,69,31,64,61,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
23,38,49,69,31,64,62,60,39,33,38,23,41,51,4.6 km/h,,,,,,,
