x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
22,53,43,79,27,73,53,71,34,49,53,22,37,63,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,35,46,51,19,37,64,0 km/h
19,51,43,83,26,76,57,72,35,46,51,19,37,64,0 km/h
22,53,42,79,28,74,53,71,34,49,53,22,36,63,0 km/h
22,53,42,79,28,74,53,71,34,49,53,22,36,63,0 km/h
22,53,44,79,28,74,53,71,34,49,53,22,36,64,0 km/h
19,51,43,83,26,76,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,26,76,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,22,71,57,72,39,47,51,19,37,63,0 km/h
19,51,43,83,22,71,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,22,71,56,74,36,46,51,19,37,64,0 km/h
19,51,43,83,29,78,57,72,35,46,51,19,37,63,0 km/h
19,51,43,83,22,71,57,72,35,46,51,19,37,63,0 km/h
19,51,43,83,22,71,57,72,35,46,51,19,37,63,0 km/h
19,51,43,83,22,71,57,72,35,46,51,19,37,63,0 km/h
19,51,44,83,22,71,57,72,35,46,51,19,37,63,0 km/h
19,51,44,83,26,76,57,72,35,46,51,19,37,63,0 km/h
19,51,44,83,26,76,57,72,35,46,51,19,37,63,0 km/h
19,51,44,83,26,76,57,72,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
22,53,42,80,29,74,53,71,34,49,53,22,37,63,0 km/h
22,53,42,80,24,69,53,71,34,49,53,22,37,63,0 km/h
22,53,42,80,24,69,53,71,34,49,53,22,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,36,46,51,19,37,63,0 km/h
20,56,42,80,24,69,53,71,34,49,49,34,37,63,0 km/h
20,56,42,80,24,69,53,71,34,49,49,34,37,63,0 km/h
19,51,44,82,26,76,56,74,35,46,51,19,37,64,0 km/h
20,56,42,80,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,42,80,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,42,80,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,42,80,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,43,79,27,73,53,72,34,49,49,34,37,63,0 km/h
18,51,44,82,26,76,56,74,36,46,51,18,37,63,0 km/h
19,51,44,82,26,76,56,74,36,46,51,19,37,63,0 km/h
20,56,42,79,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,42,79,29,74,53,71,34,49,49,34,37,63,0 km/h
20,56,43,79,29,74,53,71,34,49,49,34,37,63,0 km/h
19,51,44,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,44,82,26,76,56,74,36,46,51,19,37,63,0 km/h
16,53,38,82,23,73,57,72,36,46,53,16,37,63,0 km/h
19,51,44,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,45,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,45,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,45,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,45,82,26,76,56,74,36,46,51,19,37,63,0 km/h
19,51,45,82,26,76,56,74,36,46,51,19,37,63,0 km/h
