x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Moved Warning,Not detected Warning,Wind Warning
650,611,670,635,682,650,688,629,668,604,611,609,668,619,13.0 km/h,2025-02-12_14:30,2025-02-12_14:31,69s,30.0,0.0,0.0,0.0
521,533,540,541,525,537,555,519,537,508,508,518,538,525,13.0 km/h,,,,,,,
650,611,661,633,682,650,688,630,667,604,611,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,525,537,555,519,537,508,508,518,538,525,13.0 km/h,,,,,,,
521,533,540,541,525,537,555,519,537,508,508,518,538,525,13.0 km/h,,,,,,,
650,611,661,633,682,650,688,630,668,604,611,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,525,537,555,519,537,508,508,518,538,525,13.0 km/h,,,,,,,
650,611,661,633,682,650,688,630,668,604,611,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,525,537,555,519,537,508,508,518,538,525,13.0 km/h,,,,,,,
650,611,661,633,682,650,688,630,667,604,611,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,525,538,555,519,538,508,508,518,538,525,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,665,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,508,538,555,519,538,508,508,538,538,525,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,665,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,508,538,555,519,538,508,508,538,538,525,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,665,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,523,538,555,519,538,508,508,520,538,525,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,666,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,523,538,555,519,538,508,508,520,538,525,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,666,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,508,538,555,519,538,508,508,538,538,525,13.0 km/h,,,,,,,
516,535,541,545,558,537,559,534,537,504,504,516,923,372,13.0 km/h,,,,,,,
650,610,670,635,682,650,688,629,666,604,610,609,668,619,13.0 km/h,,,,,,,
521,533,540,541,523,538,555,519,538,508,508,520,538,525,13.0 km/h,,,,,,,
650,624,670,635,651,651,688,629,666,604,609,609,668,619,13.0 km/h,,,,,,,
