"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(31, 23)","(33, 46)","(48, 54)","(74, 48)","(76, 28)","(56, 17)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 44)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(46, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(56, 20)","(69, 29)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(57, 21)","(69, 29)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(66, 26)","(70, 45)","(54, 51)","(33, 40)","(51, 35)",,,,,,,
"(32, 22)","(33, 46)","(48, 54)","(72, 49)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(69, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(69, 46)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 44)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(45, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(69, 46)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(69, 46)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(47, 50)","(34, 41)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(49, 20)","(66, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(66, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(66, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(57, 21)","(69, 29)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(66, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 28)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(32, 20)","(32, 45)","(48, 54)","(73, 48)","(69, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 25)","(55, 20)","(67, 26)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 25)","(49, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(52, 19)","(70, 31)","(70, 44)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 29)","(70, 44)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 21)","(32, 45)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(44, 49)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(57, 21)","(69, 29)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(57, 21)","(69, 29)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(32, 22)","(33, 46)","(48, 54)","(73, 48)","(71, 25)","(56, 17)","(51, 35)",,,,,,,
"(31, 23)","(30, 43)","(42, 51)","(73, 47)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(46, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(31, 23)","(31, 43)","(48, 54)","(72, 49)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 26)","(56, 20)","(69, 29)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(69, 29)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(32, 22)","(34, 46)","(48, 54)","(72, 49)","(69, 24)","(55, 17)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 44)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 44)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(52, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(65, 24)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(65, 24)","(70, 44)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(65, 24)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 27)","(55, 20)","(70, 30)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 28)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(69, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(69, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(32, 21)","(32, 45)","(48, 54)","(72, 49)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(69, 46)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(34, 41)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(57, 21)","(69, 28)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(69, 46)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(31, 24)","(35, 47)","(48, 54)","(72, 49)","(70, 24)","(53, 16)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 29)","(70, 45)","(45, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 29)","(70, 44)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(31, 23)","(33, 46)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(31, 23)","(31, 45)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(66, 25)","(70, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 44)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(45, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(45, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(69, 46)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(32, 21)","(33, 46)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(70, 30)","(69, 46)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(68, 27)","(70, 45)","(44, 49)","(34, 41)","(51, 35)",,,,,,,
"(32, 22)","(31, 43)","(43, 52)","(73, 47)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(49, 51)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(50, 20)","(64, 24)","(70, 44)","(47, 50)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(49, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(68, 27)","(70, 45)","(47, 50)","(34, 41)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(49, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(47, 50)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(49, 20)","(65, 25)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 39)","(51, 35)",,,,,,,
"(33, 19)","(34, 46)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(66, 25)","(69, 46)","(43, 48)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 44)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 44)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 29)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 29)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 28)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(53, 19)","(69, 28)","(70, 45)","(47, 50)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(68, 27)","(70, 44)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 29)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(33, 27)","(56, 20)","(68, 27)","(70, 45)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 17)","(33, 46)","(49, 54)","(73, 48)","(71, 25)","(55, 16)","(51, 35)",,,,,,,
"(35, 25)","(52, 19)","(65, 25)","(69, 46)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(35, 25)","(58, 21)","(69, 29)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 44)","(44, 49)","(34, 42)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(67, 26)","(70, 45)","(44, 49)","(33, 40)","(51, 35)",,,,,,,
"(34, 26)","(50, 20)","(65, 25)","(70, 45)","(53, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(70, 30)","(70, 45)","(49, 51)","(33, 40)","(51, 35)",,,,,,,
"(33, 27)","(55, 20)","(69, 28)","(70, 45)","(49, 51)","(34, 42)","(51, 35)",,,,,,,
"(32, 22)","(33, 46)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
"(32, 22)","(33, 46)","(48, 54)","(73, 48)","(70, 24)","(55, 17)","(51, 35)",,,,,,,
