"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(201, 146)","(219, 139)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",2025:01:23_21:48,2025:01:23_21:48,27s,1.0,0.0,0.0,0.0
"(198, 143)","(199, 165)","(214, 173)","(239, 168)","(237, 144)","(222, 137)",,,,,,,
"(201, 146)","(219, 139)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(237, 144)","(222, 137)",,,,,,,
"(201, 146)","(219, 139)","(237, 149)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(235, 143)","(223, 137)",,,,,,,
"(90, 42)","(106, 49)","(108, 67)","(88, 77)","(71, 67)","(74, 54)",,,,,,,
"(87, 40)","(70, 51)","(67, 72)","(93, 80)","(110, 70)","(109, 51)",,,,,,,
"(201, 146)","(215, 140)","(237, 149)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(235, 143)","(223, 137)",,,,,,,
"(87, 40)","(71, 51)","(67, 71)","(93, 80)","(110, 70)","(109, 51)",,,,,,,
"(200, 147)","(220, 139)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(86, 34)","(116, 48)","(115, 73)","(90, 88)","(61, 77)","(63, 49)",,,,,,,
"(200, 147)","(220, 139)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(219, 139)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(236, 144)","(222, 137)",,,,,,,
"(201, 146)","(219, 139)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(236, 144)","(222, 137)",,,,,,,
"(201, 146)","(219, 139)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(216, 140)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(87, 40)","(71, 53)","(67, 72)","(93, 81)","(110, 70)","(108, 50)",,,,,,,
"(201, 146)","(216, 140)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(87, 40)","(71, 53)","(67, 73)","(93, 81)","(110, 63)","(108, 50)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(240, 167)","(236, 144)","(222, 137)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(240, 167)","(236, 144)","(222, 137)",,,,,,,
"(88, 44)","(106, 54)","(107, 68)","(93, 77)","(71, 68)","(75, 54)",,,,,,,
"(87, 41)","(72, 52)","(67, 73)","(94, 80)","(111, 64)","(107, 49)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(218, 171)","(200, 161)",,,,,,,
"(198, 143)","(197, 162)","(211, 172)","(240, 167)","(238, 145)","(222, 137)",,,,,,,
"(106, 54)","(106, 69)","(95, 76)","(70, 69)","(77, 50)","(89, 43)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(218, 171)","(200, 161)",,,,,,,
"(198, 143)","(197, 162)","(211, 172)","(240, 167)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(218, 171)","(200, 161)",,,,,,,
"(198, 143)","(197, 162)","(211, 172)","(240, 167)","(238, 145)","(222, 137)",,,,,,,
"(88, 44)","(106, 54)","(106, 69)","(93, 77)","(71, 69)","(75, 52)",,,,,,,
"(88, 40)","(70, 52)","(67, 72)","(93, 81)","(110, 70)","(109, 51)",,,,,,,
"(87, 34)","(116, 48)","(116, 73)","(90, 88)","(60, 76)","(63, 51)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(215, 140)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(216, 140)","(234, 146)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(236, 144)","(222, 137)",,,,,,,
"(89, 43)","(105, 52)","(108, 68)","(92, 77)","(71, 67)","(74, 53)",,,,,,,
"(92, 40)","(71, 52)","(67, 72)","(90, 81)","(111, 69)","(108, 50)",,,,,,,
"(86, 34)","(116, 48)","(116, 73)","(90, 88)","(60, 76)","(66, 46)",,,,,,,
"(201, 146)","(225, 141)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(236, 144)","(222, 137)",,,,,,,
"(88, 40)","(71, 52)","(67, 74)","(94, 80)","(111, 68)","(108, 50)",,,,,,,
"(201, 146)","(225, 141)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(239, 168)","(236, 144)","(222, 137)",,,,,,,
"(86, 34)","(116, 48)","(116, 73)","(90, 88)","(61, 77)","(65, 49)",,,,,,,
"(61, 48)","(58, 81)","(87, 90)","(119, 82)","(115, 43)","(87, 31)",,,,,,,
"(201, 146)","(219, 139)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 143)","(201, 166)","(214, 173)","(238, 170)","(238, 145)","(222, 137)",,,,,,,
"(87, 40)","(71, 53)","(66, 72)","(94, 80)","(110, 70)","(109, 51)",,,,,,,
"(200, 147)","(220, 139)","(236, 148)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 142)","(199, 165)","(214, 173)","(238, 170)","(238, 145)","(222, 137)",,,,,,,
"(201, 146)","(215, 140)","(233, 145)","(237, 165)","(212, 169)","(200, 161)",,,,,,,
"(198, 143)","(199, 165)","(214, 173)","(239, 168)","(237, 144)","(222, 137)",,,,,,,
"(86, 34)","(116, 49)","(115, 73)","(90, 88)","(60, 76)","(63, 47)",,,,,,,
