"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(27, 27)","(27, 54)","(41, 61)","(66, 57)","(64, 33)","(46, 24)",2025:01:23_22:27,2025:01:23_22:30,177s,1.0,0.0,0.0,3.0
"(26, 29)","(27, 54)","(41, 61)","(66, 57)","(71, 36)","(46, 24)",,,,,,,
"(28, 34)","(50, 28)","(63, 36)","(64, 52)","(39, 57)","(28, 49)",,,,,,,
"(26, 29)","(27, 54)","(45, 62)","(68, 56)","(65, 33)","(46, 24)",,,,,,,
"(28, 34)","(50, 28)","(63, 36)","(64, 52)","(42, 58)","(27, 48)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(66, 57)","(64, 32)","(48, 24)",,,,,,,
"(28, 34)","(47, 27)","(63, 36)","(64, 52)","(42, 58)","(27, 48)",,,,,,,
"(25, 30)","(27, 54)","(41, 61)","(67, 55)","(62, 31)","(48, 24)",,,,,,,
"(28, 34)","(47, 27)","(64, 39)","(63, 54)","(39, 57)","(27, 48)",,,,,,,
"(25, 31)","(28, 54)","(42, 62)","(66, 57)","(64, 32)","(47, 24)",,,,,,,
"(26, 29)","(28, 54)","(42, 62)","(68, 55)","(61, 31)","(47, 24)",,,,,,,
"(28, 34)","(47, 27)","(64, 39)","(63, 54)","(39, 57)","(27, 48)",,,,,,,
"(26, 29)","(28, 54)","(42, 62)","(68, 55)","(61, 31)","(47, 24)",,,,,,,
"(28, 34)","(49, 28)","(64, 38)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(25, 31)","(29, 55)","(41, 61)","(68, 55)","(66, 34)","(46, 24)",,,,,,,
"(28, 34)","(49, 28)","(64, 38)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(25, 31)","(25, 51)","(37, 60)","(68, 56)","(60, 30)","(46, 24)",,,,,,,
"(27, 36)","(48, 27)","(64, 38)","(64, 52)","(42, 58)","(28, 49)",,,,,,,
"(28, 34)","(48, 27)","(64, 38)","(64, 52)","(42, 58)","(28, 49)",,,,,,,
"(26, 28)","(26, 53)","(41, 61)","(65, 58)","(64, 32)","(48, 24)",,,,,,,
"(47, 27)","(63, 36)","(64, 52)","(45, 59)","(28, 49)","(27, 35)",,,,,,,
"(26, 30)","(25, 51)","(48, 61)","(68, 54)","(65, 33)","(47, 24)",,,,,,,
"(47, 27)","(63, 36)","(64, 52)","(45, 59)","(28, 49)","(27, 35)",,,,,,,
"(26, 29)","(25, 51)","(37, 60)","(68, 54)","(65, 33)","(48, 24)",,,,,,,
"(25, 30)","(26, 53)","(37, 60)","(68, 54)","(63, 31)","(46, 24)",,,,,,,
"(25, 30)","(29, 55)","(41, 61)","(67, 55)","(64, 32)","(48, 24)",,,,,,,
"(27, 27)","(26, 53)","(41, 61)","(65, 58)","(64, 32)","(48, 24)",,,,,,,
"(28, 34)","(47, 27)","(61, 34)","(63, 54)","(39, 57)","(27, 47)",,,,,,,
"(27, 27)","(26, 53)","(41, 61)","(65, 58)","(64, 32)","(48, 24)",,,,,,,
"(27, 26)","(27, 54)","(45, 62)","(66, 57)","(64, 32)","(45, 24)",,,,,,,
"(26, 30)","(27, 54)","(45, 62)","(66, 57)","(64, 32)","(45, 24)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(67, 57)","(65, 33)","(46, 24)",,,,,,,
"(28, 34)","(47, 27)","(59, 33)","(63, 54)","(39, 57)","(28, 49)",,,,,,,
"(26, 28)","(28, 54)","(42, 62)","(67, 57)","(64, 33)","(48, 24)",,,,,,,
"(28, 34)","(47, 27)","(59, 33)","(63, 54)","(39, 57)","(28, 49)",,,,,,,
"(28, 34)","(45, 27)","(61, 34)","(63, 54)","(45, 59)","(28, 49)",,,,,,,
"(26, 30)","(27, 54)","(41, 61)","(66, 57)","(65, 32)","(49, 24)",,,,,,,
"(28, 34)","(52, 29)","(64, 38)","(63, 54)","(41, 58)","(28, 49)",,,,,,,
"(26, 29)","(27, 54)","(41, 61)","(66, 57)","(64, 32)","(48, 24)",,,,,,,
"(28, 34)","(52, 29)","(64, 38)","(64, 54)","(45, 59)","(28, 49)",,,,,,,
"(28, 34)","(47, 27)","(60, 33)","(63, 54)","(45, 59)","(27, 47)",,,,,,,
"(27, 27)","(28, 54)","(41, 61)","(68, 56)","(64, 32)","(48, 24)",,,,,,,
"(28, 34)","(45, 27)","(64, 38)","(63, 54)","(45, 59)","(27, 47)",,,,,,,
"(27, 27)","(24, 51)","(41, 61)","(66, 57)","(62, 31)","(49, 24)",,,,,,,
"(28, 34)","(47, 27)","(63, 36)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(25, 30)","(24, 51)","(37, 60)","(67, 57)","(64, 32)","(47, 24)",,,,,,,
"(28, 34)","(47, 27)","(63, 36)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(27, 26)","(24, 51)","(41, 61)","(67, 57)","(64, 32)","(47, 24)",,,,,,,
"(26, 29)","(28, 54)","(41, 61)","(68, 55)","(64, 32)","(48, 24)",,,,,,,
"(26, 28)","(28, 54)","(41, 61)","(65, 58)","(64, 32)","(49, 24)",,,,,,,
"(47, 27)","(64, 38)","(64, 52)","(45, 59)","(28, 49)","(27, 36)",,,,,,,
"(26, 28)","(28, 54)","(41, 61)","(66, 57)","(64, 32)","(46, 24)",,,,,,,
"(28, 34)","(50, 28)","(64, 38)","(64, 52)","(39, 57)","(28, 49)",,,,,,,
"(26, 28)","(26, 53)","(40, 61)","(67, 57)","(63, 31)","(46, 24)",,,,,,,
"(28, 34)","(50, 28)","(64, 38)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(68, 56)","(63, 31)","(46, 24)",,,,,,,
"(27, 27)","(27, 54)","(41, 61)","(68, 56)","(62, 31)","(46, 24)",,,,,,,
"(28, 34)","(47, 27)","(64, 38)","(63, 54)","(39, 57)","(27, 48)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(67, 57)","(64, 32)","(47, 24)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(68, 55)","(64, 32)","(47, 24)",,,,,,,
"(28, 34)","(48, 27)","(63, 36)","(64, 52)","(39, 57)","(28, 48)",,,,,,,
"(28, 34)","(48, 27)","(63, 36)","(64, 52)","(39, 57)","(28, 48)",,,,,,,
"(27, 25)","(27, 54)","(41, 61)","(67, 57)","(71, 37)","(48, 24)",,,,,,,
"(28, 34)","(48, 27)","(63, 36)","(64, 52)","(39, 57)","(27, 47)",,,,,,,
"(27, 26)","(27, 54)","(41, 61)","(68, 55)","(71, 37)","(48, 24)",,,,,,,
"(28, 34)","(47, 27)","(64, 38)","(63, 54)","(39, 57)","(27, 47)",,,,,,,
"(26, 28)","(27, 54)","(41, 61)","(67, 57)","(63, 32)","(48, 24)",,,,,,,
