"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Duration
"(41, 28)","(41, 54)","(59, 62)","(80, 57)","(79, 33)","(62, 24)",7s
"(39, 31)","(41, 54)","(59, 62)","(80, 57)","(78, 32)","(62, 24)",
"(40, 29)","(41, 54)","(55, 61)","(80, 57)","(78, 32)","(62, 24)",
