"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(177, 144)","(199, 137)","(214, 147)","(214, 161)","(192, 167)","(177, 157)",2025:01:23_22:11,2025:01:23_22:12,42s,1.0,0.0,0.0,1.0
"(176, 139)","(178, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(208, 100)","(201, 119)","(181, 125)","(168, 111)","(178, 93)",,,,,,,
"(65, 41)","(83, 52)","(82, 66)","(69, 74)","(49, 65)","(52, 51)",,,,,,,
"(66, 37)","(50, 48)","(45, 68)","(69, 78)","(88, 64)","(85, 48)",,,,,,,
"(65, 31)","(93, 48)","(92, 70)","(67, 85)","(38, 72)","(41, 47)",,,,,,,
"(177, 144)","(199, 137)","(214, 147)","(214, 161)","(192, 167)","(177, 157)",,,,,,,
"(176, 139)","(178, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(198, 89)","(208, 100)","(201, 119)","(179, 124)","(168, 111)","(180, 92)",,,,,,,
"(199, 86)","(177, 89)","(162, 109)","(180, 128)","(205, 122)","(212, 99)",,,,,,,
"(65, 41)","(83, 52)","(83, 64)","(69, 74)","(48, 65)","(54, 48)",,,,,,,
"(68, 37)","(51, 47)","(44, 67)","(63, 77)","(87, 65)","(85, 48)",,,,,,,
"(65, 31)","(93, 47)","(92, 70)","(67, 85)","(38, 72)","(42, 45)",,,,,,,
"(178, 143)","(199, 137)","(213, 146)","(214, 161)","(192, 167)","(177, 157)",,,,,,,
"(176, 139)","(178, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(209, 101)","(199, 120)","(181, 125)","(168, 112)","(178, 93)",,,,,,,
"(201, 87)","(177, 89)","(165, 113)","(180, 128)","(205, 120)","(212, 99)",,,,,,,
"(67, 40)","(81, 48)","(84, 62)","(68, 74)","(48, 64)","(52, 51)",,,,,,,
"(65, 37)","(49, 49)","(43, 68)","(70, 78)","(86, 68)","(87, 55)",,,,,,,
"(64, 31)","(93, 46)","(92, 70)","(67, 85)","(38, 72)","(41, 47)",,,,,,,
"(178, 143)","(193, 137)","(210, 142)","(214, 161)","(192, 167)","(177, 157)",,,,,,,
"(176, 139)","(178, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(209, 101)","(201, 119)","(181, 125)","(168, 112)","(178, 93)",,,,,,,
"(201, 87)","(177, 89)","(164, 110)","(180, 128)","(205, 120)","(212, 99)",,,,,,,
"(67, 40)","(81, 48)","(84, 62)","(68, 74)","(48, 64)","(53, 50)",,,,,,,
"(65, 37)","(49, 49)","(43, 68)","(70, 77)","(86, 68)","(87, 55)",,,,,,,
"(64, 31)","(93, 46)","(93, 69)","(67, 85)","(38, 72)","(40, 48)",,,,,,,
"(178, 143)","(193, 137)","(210, 142)","(214, 161)","(192, 167)","(177, 157)",,,,,,,
"(176, 139)","(178, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(209, 101)","(201, 119)","(181, 125)","(168, 112)","(178, 93)",,,,,,,
"(201, 87)","(177, 89)","(165, 107)","(180, 128)","(205, 120)","(212, 99)",,,,,,,
"(67, 40)","(81, 48)","(84, 61)","(69, 74)","(48, 64)","(53, 50)",,,,,,,
"(65, 37)","(50, 48)","(43, 68)","(70, 77)","(87, 67)","(87, 55)",,,,,,,
"(65, 31)","(93, 46)","(92, 70)","(67, 85)","(38, 72)","(40, 48)",,,,,,,
"(178, 143)","(197, 136)","(213, 146)","(214, 161)","(192, 167)","(178, 158)",,,,,,,
"(176, 139)","(177, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(208, 100)","(206, 112)","(181, 125)","(168, 112)","(178, 93)",,,,,,,
"(198, 86)","(177, 89)","(163, 110)","(180, 128)","(202, 123)","(212, 99)",,,,,,,
"(66, 37)","(47, 51)","(45, 67)","(70, 78)","(87, 62)","(85, 48)",,,,,,,
"(64, 31)","(93, 47)","(92, 71)","(67, 85)","(38, 73)","(41, 47)",,,,,,,
"(178, 143)","(197, 136)","(213, 146)","(214, 161)","(192, 167)","(178, 158)",,,,,,,
"(176, 139)","(177, 163)","(191, 170)","(216, 166)","(214, 141)","(198, 133)",,,,,,,
"(197, 89)","(208, 100)","(206, 112)","(181, 125)","(168, 112)","(178, 93)",,,,,,,
"(198, 86)","(177, 89)","(163, 110)","(180, 128)","(202, 123)","(212, 99)",,,,,,,
"(67, 37)","(47, 50)","(45, 67)","(69, 78)","(87, 62)","(85, 48)",,,,,,,
"(65, 31)","(93, 47)","(93, 69)","(67, 85)","(38, 73)","(41, 47)",,,,,,,
"(177, 144)","(199, 137)","(214, 147)","(214, 161)","(192, 167)","(177, 157)",,,,,,,
"(175, 140)","(174, 159)","(188, 169)","(217, 164)","(214, 141)","(197, 133)",,,,,,,
