"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(203, 136)","(187, 124)",2025:01:23_21:47,2025:01:23_21:47,14s,1.0,0.0,0.0,0.0
"(186, 107)","(187, 131)","(200, 138)","(226, 133)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(204, 137)","(188, 126)",,,,,,,
"(186, 107)","(187, 131)","(200, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(204, 137)","(188, 126)",,,,,,,
"(186, 107)","(184, 127)","(196, 136)","(228, 130)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(211, 106)","(223, 114)","(224, 129)","(203, 136)","(188, 126)",,,,,,,
"(186, 107)","(187, 131)","(199, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(210, 55)","(220, 65)","(218, 82)","(190, 92)","(178, 80)","(190, 60)",,,,,,,
"(211, 55)","(183, 61)","(175, 76)","(183, 93)","(215, 88)","(222, 69)",,,,,,,
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(203, 136)","(188, 126)",,,,,,,
"(186, 107)","(187, 131)","(200, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(203, 136)","(187, 125)",,,,,,,
"(186, 107)","(187, 131)","(201, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(204, 105)","(219, 110)","(224, 129)","(208, 136)","(187, 125)",,,,,,,
"(186, 107)","(187, 131)","(201, 138)","(228, 132)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(211, 106)","(223, 114)","(224, 129)","(203, 136)","(187, 124)",,,,,,,
"(186, 107)","(187, 131)","(201, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(188, 111)","(211, 106)","(223, 114)","(223, 131)","(203, 136)","(187, 124)",,,,,,,
"(186, 107)","(187, 131)","(201, 138)","(226, 134)","(224, 109)","(208, 101)",,,,,,,
"(189, 110)","(208, 105)","(220, 111)","(223, 131)","(203, 136)","(191, 129)",,,,,,,
"(186, 107)","(187, 131)","(199, 138)","(226, 134)","(223, 109)","(208, 101)",,,,,,,
"(189, 110)","(208, 105)","(220, 111)","(223, 131)","(203, 136)","(191, 129)",,,,,,,
"(186, 107)","(187, 131)","(199, 138)","(226, 134)","(223, 109)","(208, 101)",,,,,,,
