"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(34, 21)","(55, 15)","(69, 23)","(70, 39)","(48, 45)","(33, 35)",2025:01:23_17:55,2025:01:23_17:56,28s,1.0,0.0,0.0,1.0
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(51, 11)",,,,,,,
"(33, 14)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(54, 11)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(69, 18)","(54, 11)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(54, 11)",,,,,,,
"(31, 18)","(33, 41)","(47, 48)","(73, 42)","(70, 19)","(51, 11)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(54, 11)",,,,,,,
"(31, 18)","(33, 41)","(47, 48)","(72, 44)","(71, 20)","(52, 11)",,,,,,,
"(54, 14)","(69, 23)","(70, 39)","(51, 46)","(35, 38)","(33, 23)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(71, 20)","(52, 11)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(71, 45)","(71, 20)","(52, 11)",,,,,,,
"(34, 20)","(49, 15)","(65, 20)","(70, 39)","(51, 46)","(33, 35)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(55, 11)",,,,,,,
"(32, 16)","(33, 41)","(47, 48)","(72, 44)","(70, 19)","(52, 11)",,,,,,,
"(31, 18)","(33, 41)","(47, 48)","(73, 42)","(68, 18)","(53, 11)",,,,,,,
"(33, 15)","(33, 41)","(47, 48)","(73, 42)","(70, 19)","(54, 11)",,,,,,,
"(54, 11)","(33, 16)","(31, 39)","(51, 49)","(73, 42)","(72, 21)",,,,,,,
"(54, 11)","(31, 18)","(31, 39)","(47, 48)","(73, 42)","(72, 21)",,,,,,,
