"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(34, 24)","(50, 18)","(66, 24)","(69, 44)","(51, 49)","(33, 39)"
"(31, 21)","(30, 41)","(53, 52)","(73, 46)","(70, 22)","(54, 15)"
"(31, 22)","(27, 45)","(49, 53)","(72, 47)","(70, 23)","(56, 16)"
