"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(86, 36)","(67, 50)","(65, 68)","(90, 77)","(107, 60)","(105, 47)",,,,,,,
"(85, 30)","(113, 46)","(112, 70)","(87, 84)","(58, 71)","(61, 46)",,,,,,,
"(198, 142)","(213, 136)","(229, 141)","(233, 162)","(214, 167)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(210, 169)","(236, 165)","(234, 140)","(217, 132)",,,,,,,
"(85, 40)","(103, 51)","(103, 64)","(90, 73)","(69, 64)","(72, 51)",,,,,,,
"(85, 36)","(69, 48)","(64, 68)","(89, 77)","(106, 66)","(103, 45)",,,,,,,
"(84, 30)","(110, 42)","(112, 69)","(87, 84)","(58, 71)","(62, 45)",,,,,,,
"(198, 142)","(213, 136)","(230, 142)","(233, 162)","(214, 167)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(210, 169)","(236, 165)","(234, 140)","(219, 133)",,,,,,,
"(85, 40)","(103, 51)","(103, 64)","(89, 73)","(69, 65)","(73, 49)",,,,,,,
"(85, 36)","(67, 49)","(64, 67)","(89, 77)","(107, 65)","(106, 47)",,,,,,,
"(199, 141)","(213, 136)","(234, 146)","(234, 160)","(219, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(211, 169)","(236, 165)","(234, 140)","(218, 132)",,,,,,,
"(218, 88)","(229, 101)","(218, 120)","(201, 124)","(188, 111)","(200, 91)",,,,,,,
"(196, 89)","(184, 108)","(192, 121)","(227, 127)","(232, 98)","(218, 85)",,,,,,,
"(86, 40)","(102, 48)","(104, 63)","(88, 73)","(68, 63)","(73, 49)",,,,,,,
"(85, 36)","(68, 49)","(64, 68)","(90, 76)","(106, 66)","(103, 45)",,,,,,,
"(199, 141)","(213, 136)","(234, 146)","(234, 160)","(219, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(211, 169)","(236, 165)","(234, 140)","(218, 132)",,,,,,,
"(86, 40)","(103, 50)","(102, 66)","(89, 73)","(69, 64)","(73, 49)",,,,,,,
"(85, 36)","(68, 48)","(65, 67)","(90, 76)","(107, 65)","(103, 45)",,,,,,,
"(84, 30)","(108, 41)","(112, 70)","(87, 84)","(58, 72)","(62, 45)",,,,,,,
"(199, 141)","(213, 136)","(229, 141)","(234, 160)","(218, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(211, 169)","(236, 165)","(234, 140)","(218, 132)",,,,,,,
"(86, 40)","(103, 52)","(103, 63)","(88, 73)","(69, 64)","(73, 49)",,,,,,,
"(85, 36)","(69, 47)","(64, 66)","(89, 77)","(107, 66)","(103, 45)",,,,,,,
"(88, 30)","(112, 44)","(113, 67)","(84, 84)","(58, 68)","(61, 46)",,,,,,,
"(199, 141)","(221, 137)","(233, 145)","(234, 160)","(219, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(211, 169)","(236, 165)","(234, 140)","(219, 133)",,,,,,,
"(218, 88)","(228, 99)","(226, 111)","(201, 124)","(188, 111)","(198, 92)",,,,,,,
"(85, 40)","(103, 52)","(102, 65)","(89, 73)","(69, 64)","(72, 51)",,,,,,,
"(85, 36)","(69, 47)","(65, 68)","(89, 77)","(107, 66)","(103, 45)",,,,,,,
"(83, 31)","(113, 46)","(113, 68)","(88, 84)","(58, 71)","(61, 46)",,,,,,,
"(199, 141)","(214, 136)","(233, 145)","(234, 160)","(218, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(211, 169)","(236, 165)","(234, 140)","(219, 133)",,,,,,,
"(218, 88)","(228, 99)","(224, 115)","(199, 123)","(188, 111)","(198, 92)",,,,,,,
"(85, 40)","(102, 49)","(104, 61)","(89, 73)","(69, 64)","(72, 51)",,,,,,,
"(85, 36)","(69, 47)","(65, 68)","(91, 76)","(107, 66)","(107, 54)",,,,,,,
"(85, 30)","(113, 46)","(113, 68)","(88, 84)","(58, 71)","(61, 46)",,,,,,,
"(199, 141)","(213, 136)","(229, 141)","(234, 160)","(218, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(212, 170)","(236, 165)","(232, 139)","(218, 132)",,,,,,,
"(85, 36)","(67, 50)","(64, 67)","(90, 76)","(106, 67)","(103, 45)",,,,,,,
"(84, 30)","(113, 46)","(112, 69)","(88, 84)","(58, 71)","(62, 45)",,,,,,,
"(199, 141)","(213, 136)","(229, 141)","(234, 160)","(218, 166)","(197, 156)",,,,,,,
"(196, 138)","(198, 162)","(212, 170)","(236, 165)","(234, 140)","(218, 132)",,,,,,,
"(85, 36)","(68, 49)","(64, 67)","(89, 77)","(106, 67)","(105, 47)",,,,,,,
"(85, 30)","(113, 46)","(113, 68)","(88, 84)","(58, 71)","(61, 47)",,,,,,,
