"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(206, 149)","(220, 143)","(238, 148)","(242, 168)","(222, 174)","(208, 167)",2025:01:23_21:28,2025:01:23_21:28,20s,1.0,0.0,0.0,0.0
"(204, 145)","(206, 169)","(219, 176)","(245, 170)","(241, 147)","(226, 140)",,,,,,,
"(93, 43)","(77, 56)","(73, 73)","(97, 84)","(115, 73)","(115, 54)",,,,,,,
"(206, 149)","(220, 143)","(238, 148)","(241, 169)","(222, 174)","(208, 167)",,,,,,,
"(204, 145)","(206, 169)","(219, 176)","(245, 170)","(241, 147)","(226, 140)",,,,,,,
"(93, 43)","(76, 57)","(73, 75)","(98, 84)","(116, 68)","(112, 53)",,,,,,,
"(93, 37)","(121, 52)","(120, 77)","(95, 91)","(66, 79)","(69, 52)",,,,,,,
"(204, 145)","(206, 169)","(219, 176)","(244, 172)","(241, 147)","(226, 140)",,,,,,,
"(92, 47)","(111, 56)","(112, 72)","(97, 80)","(77, 71)","(80, 57)",,,,,,,
"(204, 145)","(206, 169)","(219, 176)","(244, 172)","(241, 147)","(226, 140)",,,,,,,
"(226, 92)","(206, 95)","(192, 113)","(208, 134)","(229, 129)","(240, 105)",,,,,,,
"(92, 47)","(108, 52)","(114, 67)","(97, 80)","(76, 71)","(77, 56)",,,,,,,
"(93, 43)","(77, 55)","(73, 75)","(97, 84)","(115, 67)","(113, 54)",,,,,,,
"(204, 145)","(206, 169)","(219, 176)","(245, 170)","(241, 147)","(226, 140)",,,,,,,
"(93, 37)","(121, 51)","(120, 77)","(96, 91)","(66, 80)","(66, 53)",,,,,,,
"(93, 34)","(67, 50)","(64, 81)","(97, 93)","(124, 79)","(124, 52)",,,,,,,
"(204, 145)","(206, 169)","(219, 176)","(245, 170)","(241, 147)","(226, 140)",,,,,,,
"(93, 37)","(121, 51)","(120, 77)","(96, 91)","(66, 80)","(69, 52)",,,,,,,
"(206, 149)","(221, 143)","(237, 148)","(242, 168)","(222, 174)","(208, 167)",,,,,,,
"(203, 147)","(206, 169)","(219, 176)","(245, 170)","(241, 147)","(226, 140)",,,,,,,
"(224, 94)","(238, 116)","(227, 127)","(209, 131)","(197, 113)","(206, 99)",,,,,,,
"(225, 92)","(204, 96)","(192, 115)","(208, 134)","(229, 129)","(239, 105)",,,,,,,
"(79, 54)","(93, 44)","(113, 57)","(114, 72)","(96, 80)","(80, 75)",,,,,,,
"(93, 43)","(77, 55)","(72, 76)","(97, 84)","(116, 70)","(113, 54)",,,,,,,
"(91, 37)","(121, 52)","(120, 77)","(95, 91)","(64, 74)","(69, 52)",,,,,,,
"(224, 94)","(238, 116)","(227, 127)","(209, 131)","(196, 115)","(206, 99)",,,,,,,
"(225, 92)","(204, 96)","(192, 115)","(208, 134)","(229, 129)","(239, 105)",,,,,,,
"(94, 46)","(110, 54)","(114, 67)","(96, 80)","(77, 71)","(82, 54)",,,,,,,
"(92, 47)","(111, 59)","(109, 74)","(96, 81)","(76, 72)","(80, 57)",,,,,,,
"(206, 149)","(220, 143)","(238, 148)","(242, 168)","(222, 174)","(205, 163)",,,,,,,
"(93, 43)","(77, 56)","(73, 75)","(98, 83)","(114, 74)","(111, 52)",,,,,,,
"(94, 46)","(110, 55)","(114, 68)","(96, 80)","(77, 72)","(79, 57)",,,,,,,
"(93, 44)","(109, 52)","(114, 67)","(96, 80)","(77, 71)","(80, 54)",,,,,,,
"(93, 37)","(121, 52)","(120, 77)","(96, 91)","(66, 79)","(68, 53)",,,,,,,
"(94, 37)","(121, 52)","(121, 75)","(96, 91)","(66, 79)","(66, 51)",,,,,,,
