"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",2025:01:23_22:54,2025:01:23_22:54,37s,30.0,0.0,0.0,0.0
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(78, 10)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(78, 10)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(75, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(97, 45)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(58, 40)","(75, 48)","(97, 45)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(58, 40)","(75, 48)","(100, 46)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(69, 43)","(57, 34)",,,,,,,
"(56, 15)","(54, 36)","(67, 46)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(69, 43)","(57, 34)",,,,,,,
"(56, 15)","(54, 36)","(67, 46)","(98, 41)","(94, 18)","(77, 10)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(69, 43)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(71, 47)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(69, 43)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(71, 47)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(69, 43)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(71, 47)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(77, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(73, 14)","(94, 24)","(93, 40)","(76, 45)","(57, 34)",,,,,,,
"(56, 15)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
"(58, 20)","(80, 14)","(93, 22)","(94, 38)","(70, 43)","(57, 34)",,,,,,,
"(56, 16)","(57, 40)","(75, 48)","(98, 41)","(94, 18)","(80, 11)",,,,,,,
