"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(178, 139)","(193, 134)","(209, 139)","(214, 159)","(187, 162)","(177, 154)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(198, 131)",,,,,,,
"(178, 139)","(193, 134)","(214, 144)","(213, 160)","(191, 164)","(180, 158)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(198, 131)",,,,,,,
"(65, 34)","(48, 48)","(45, 66)","(70, 75)","(88, 63)","(87, 52)",,,,,,,
"(178, 140)","(193, 134)","(211, 140)","(213, 160)","(191, 164)","(180, 158)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(217, 161)","(213, 138)","(198, 131)",,,,,,,
"(178, 140)","(193, 134)","(211, 140)","(213, 160)","(194, 165)","(180, 158)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(217, 161)","(213, 138)","(198, 131)",,,,,,,
"(64, 38)","(83, 47)","(82, 64)","(69, 71)","(48, 62)","(49, 48)",,,,,,,
"(66, 34)","(48, 48)","(45, 63)","(69, 75)","(87, 57)","(85, 45)",,,,,,,
"(64, 28)","(93, 43)","(92, 68)","(68, 82)","(38, 69)","(41, 43)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(217, 161)","(213, 138)","(198, 131)",,,,,,,
"(65, 38)","(83, 47)","(84, 61)","(69, 71)","(48, 62)","(51, 47)",,,,,,,
"(66, 34)","(48, 48)","(45, 64)","(69, 75)","(87, 57)","(85, 45)",,,,,,,
"(178, 140)","(195, 133)","(210, 139)","(214, 159)","(194, 165)","(180, 158)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(199, 131)",,,,,,,
"(63, 28)","(93, 44)","(92, 68)","(67, 82)","(36, 71)","(40, 42)",,,,,,,
"(178, 140)","(196, 133)","(210, 139)","(213, 160)","(194, 165)","(180, 158)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(199, 131)",,,,,,,
"(198, 83)","(176, 87)","(162, 105)","(180, 125)","(203, 121)","(212, 97)",,,,,,,
"(64, 28)","(93, 44)","(92, 68)","(67, 82)","(36, 66)","(40, 41)",,,,,,,
"(178, 140)","(193, 134)","(214, 143)","(214, 159)","(187, 162)","(177, 154)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(198, 131)",,,,,,,
"(176, 136)","(178, 160)","(191, 167)","(216, 163)","(213, 138)","(198, 131)",,,,,,,
"(69, 35)","(85, 49)","(83, 63)","(65, 71)","(48, 61)","(51, 46)",,,,,,,
"(66, 34)","(49, 46)","(45, 65)","(70, 75)","(86, 65)","(87, 54)",,,,,,,
