"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(54, 28)","(71, 22)","(86, 28)","(90, 48)","(65, 52)","(53, 43)",2025:01:23_21:34,2025:01:23_21:35,59s,1.0,0.0,0.0,0.0
"(52, 23)","(53, 48)","(67, 56)","(92, 52)","(89, 27)","(74, 20)",,,,,,,
"(54, 28)","(73, 22)","(86, 28)","(89, 49)","(69, 54)","(56, 47)",,,,,,,
"(54, 28)","(73, 22)","(86, 28)","(89, 49)","(69, 54)","(56, 47)",,,,,,,
"(54, 28)","(73, 22)","(87, 29)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(52, 23)","(54, 49)","(67, 56)","(93, 51)","(91, 28)","(74, 20)",,,,,,,
"(54, 28)","(73, 22)","(87, 29)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(52, 24)","(54, 49)","(67, 56)","(93, 51)","(91, 28)","(74, 20)",,,,,,,
"(54, 28)","(73, 22)","(86, 28)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(71, 22)","(90, 32)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(73, 22)","(87, 29)","(89, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(71, 22)","(86, 28)","(89, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(71, 22)","(86, 28)","(89, 49)","(70, 54)","(56, 47)",,,,,,,
"(51, 26)","(54, 49)","(67, 56)","(93, 51)","(91, 28)","(75, 20)",,,,,,,
"(54, 28)","(69, 23)","(86, 28)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(52, 22)","(54, 49)","(67, 56)","(93, 51)","(91, 28)","(74, 20)",,,,,,,
"(54, 28)","(71, 22)","(90, 32)","(90, 47)","(67, 53)","(54, 45)",,,,,,,
"(51, 25)","(54, 49)","(67, 56)","(93, 50)","(91, 28)","(75, 20)",,,,,,,
"(54, 28)","(71, 22)","(90, 32)","(90, 48)","(70, 54)","(56, 47)",,,,,,,
"(51, 25)","(54, 49)","(67, 56)","(93, 50)","(91, 28)","(75, 20)",,,,,,,
"(54, 28)","(71, 22)","(86, 28)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(71, 22)","(86, 28)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 28)","(74, 22)","(87, 29)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(54, 29)","(71, 22)","(87, 29)","(90, 49)","(70, 54)","(56, 47)",,,,,,,
"(51, 23)","(54, 49)","(67, 56)","(93, 49)","(91, 28)","(74, 20)",,,,,,,
"(216, 156)","(230, 151)","(248, 156)","(252, 176)","(229, 181)","(218, 175)",,,,,,,
"(214, 153)","(216, 177)","(229, 184)","(255, 178)","(251, 155)","(236, 148)",,,,,,,
"(216, 156)","(230, 151)","(248, 156)","(252, 176)","(229, 181)","(218, 175)",,,,,,,
"(214, 153)","(216, 177)","(229, 184)","(255, 178)","(251, 155)","(236, 148)",,,,,,,
"(104, 51)","(87, 64)","(83, 82)","(107, 92)","(125, 76)","(123, 62)",,,,,,,
"(214, 153)","(216, 177)","(229, 184)","(255, 178)","(251, 155)","(236, 148)",,,,,,,
"(103, 51)","(89, 61)","(83, 81)","(109, 91)","(124, 81)","(124, 63)",,,,,,,
"(214, 153)","(216, 177)","(229, 184)","(255, 178)","(253, 156)","(236, 148)",,,,,,,
"(105, 54)","(118, 61)","(123, 80)","(108, 88)","(86, 79)","(91, 63)",,,,,,,
"(103, 51)","(89, 61)","(83, 83)","(108, 91)","(125, 80)","(124, 63)",,,,,,,
"(103, 45)","(131, 60)","(131, 84)","(106, 99)","(76, 87)","(77, 58)",,,,,,,
"(214, 153)","(216, 177)","(229, 184)","(255, 178)","(251, 155)","(236, 148)",,,,,,,
