"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(33, 26)","(55, 20)","(68, 29)","(68, 46)","(50, 51)","(35, 44)",,,,,,,
"(31, 21)","(32, 46)","(47, 54)","(72, 47)","(70, 25)","(53, 16)",,,,,,,
"(33, 26)","(55, 20)","(68, 29)","(68, 46)","(50, 51)","(35, 44)",,,,,,,
"(31, 21)","(32, 46)","(47, 54)","(72, 47)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(72, 47)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(71, 49)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(72, 47)","(70, 25)","(53, 16)",,,,,,,
"(30, 23)","(32, 46)","(46, 53)","(72, 47)","(70, 25)","(53, 16)",,,,,,,
