"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(164, 136)","(179, 131)","(195, 136)","(200, 155)","(174, 159)","(163, 151)",2025:01:23_22:10,2025:01:23_22:10,24s,1.0,0.0,0.0,0.0
"(161, 134)","(163, 157)","(177, 164)","(202, 160)","(200, 135)","(182, 127)",,,,,,,
"(185, 84)","(195, 96)","(191, 108)","(166, 119)","(154, 106)","(166, 86)",,,,,,,
"(51, 31)","(34, 44)","(30, 61)","(55, 72)","(72, 62)","(72, 43)",,,,,,,
"(51, 25)","(79, 44)","(78, 64)","(53, 79)","(24, 67)","(26, 42)",,,,,,,
"(163, 138)","(185, 131)","(200, 141)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(164, 157)","(177, 164)","(202, 160)","(200, 135)","(185, 128)",,,,,,,
"(183, 83)","(195, 96)","(187, 113)","(167, 119)","(154, 106)","(163, 88)",,,,,,,
"(51, 35)","(69, 47)","(69, 60)","(56, 68)","(35, 59)","(39, 44)",,,,,,,
"(52, 31)","(35, 43)","(30, 63)","(56, 72)","(73, 62)","(68, 39)",,,,,,,
"(51, 25)","(79, 40)","(79, 63)","(53, 79)","(24, 66)","(29, 39)",,,,,,,
"(163, 138)","(185, 131)","(200, 141)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(164, 157)","(177, 164)","(202, 160)","(200, 135)","(185, 128)",,,,,,,
"(162, 84)","(146, 105)","(165, 122)","(195, 121)","(198, 93)","(184, 80)",,,,,,,
"(52, 35)","(69, 45)","(69, 59)","(56, 68)","(35, 60)","(40, 43)",,,,,,,
"(52, 31)","(35, 43)","(30, 62)","(56, 72)","(73, 61)","(71, 41)",,,,,,,
"(163, 138)","(185, 131)","(200, 141)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(161, 134)","(162, 156)","(177, 164)","(203, 158)","(200, 135)","(185, 128)",,,,,,,
"(185, 84)","(195, 96)","(191, 108)","(166, 119)","(154, 106)","(165, 86)",,,,,,,
"(184, 80)","(163, 83)","(148, 104)","(166, 122)","(189, 116)","(198, 93)",,,,,,,
"(50, 25)","(79, 41)","(78, 64)","(53, 79)","(24, 67)","(27, 41)",,,,,,,
"(163, 138)","(185, 131)","(200, 141)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(162, 156)","(176, 164)","(203, 158)","(200, 135)","(185, 128)",,,,,,,
"(183, 83)","(195, 96)","(185, 114)","(167, 119)","(154, 106)","(165, 86)",,,,,,,
"(52, 31)","(35, 44)","(31, 61)","(54, 72)","(70, 64)","(71, 42)",,,,,,,
"(51, 25)","(79, 41)","(79, 63)","(53, 79)","(24, 66)","(27, 41)",,,,,,,
"(163, 138)","(185, 131)","(199, 140)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(163, 157)","(177, 164)","(202, 160)","(200, 135)","(185, 128)",,,,,,,
"(52, 35)","(69, 45)","(70, 59)","(55, 68)","(35, 59)","(39, 44)",,,,,,,
"(51, 31)","(34, 45)","(31, 63)","(55, 73)","(72, 62)","(73, 48)",,,,,,,
"(51, 25)","(79, 41)","(78, 65)","(53, 79)","(24, 67)","(27, 41)",,,,,,,
"(163, 138)","(185, 131)","(199, 140)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(163, 157)","(177, 164)","(202, 160)","(200, 135)","(185, 128)",,,,,,,
"(52, 35)","(68, 43)","(70, 55)","(54, 68)","(35, 60)","(39, 44)",,,,,,,
"(51, 31)","(34, 45)","(31, 63)","(57, 71)","(72, 62)","(72, 43)",,,,,,,
"(50, 25)","(79, 40)","(78, 65)","(53, 79)","(24, 67)","(27, 41)",,,,,,,
"(164, 137)","(185, 131)","(199, 139)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(163, 157)","(177, 164)","(203, 158)","(200, 135)","(182, 127)",,,,,,,
"(52, 35)","(69, 45)","(69, 59)","(55, 68)","(35, 59)","(38, 45)",,,,,,,
"(50, 32)","(35, 42)","(31, 64)","(55, 72)","(73, 54)","(69, 40)",,,,,,,
"(51, 25)","(75, 37)","(78, 64)","(53, 79)","(24, 66)","(27, 41)",,,,,,,
"(164, 137)","(185, 131)","(199, 139)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(163, 157)","(177, 164)","(203, 158)","(200, 135)","(183, 127)",,,,,,,
"(51, 35)","(69, 45)","(69, 59)","(55, 68)","(34, 59)","(39, 44)",,,,,,,
"(53, 31)","(33, 44)","(31, 62)","(55, 72)","(73, 54)","(71, 42)",,,,,,,
"(51, 25)","(75, 37)","(78, 64)","(53, 79)","(24, 66)","(27, 40)",,,,,,,
"(164, 137)","(185, 131)","(199, 139)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(163, 157)","(177, 164)","(203, 158)","(200, 135)","(183, 127)",,,,,,,
"(51, 35)","(69, 45)","(68, 60)","(54, 68)","(35, 60)","(37, 47)",,,,,,,
"(50, 32)","(33, 44)","(31, 62)","(55, 72)","(73, 54)","(69, 40)",,,,,,,
"(51, 25)","(75, 37)","(78, 64)","(53, 79)","(24, 66)","(27, 40)",,,,,,,
"(163, 138)","(185, 131)","(200, 141)","(200, 155)","(178, 161)","(163, 151)",,,,,,,
"(162, 133)","(162, 156)","(177, 164)","(202, 160)","(200, 135)","(184, 127)",,,,,,,
"(185, 84)","(194, 94)","(191, 108)","(166, 119)","(154, 106)","(166, 86)",,,,,,,
"(57, 35)","(68, 43)","(69, 59)","(54, 68)","(37, 62)","(38, 47)",,,,,,,
"(52, 31)","(31, 47)","(30, 62)","(56, 71)","(73, 56)","(71, 42)",,,,,,,
