"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(32, 38)","(46, 45)","(72, 39)","(69, 16)","(54, 8)",,,,,,,
"(31, 14)","(32, 38)","(46, 45)","(72, 39)","(69, 16)","(54, 8)",,,,,,,
"(33, 18)","(55, 12)","(68, 20)","(69, 36)","(47, 42)","(32, 32)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(33, 18)","(55, 12)","(68, 20)","(69, 36)","(47, 42)","(32, 32)",,,,,,,
"(31, 14)","(30, 36)","(46, 45)","(71, 41)","(69, 16)","(54, 8)",,,,,,,
"(33, 18)","(55, 12)","(68, 20)","(69, 36)","(47, 42)","(32, 32)",,,,,,,
"(31, 14)","(32, 38)","(46, 45)","(72, 39)","(69, 16)","(54, 8)",,,,,,,
"(33, 18)","(55, 12)","(68, 20)","(69, 36)","(47, 42)","(32, 32)",,,,,,,
"(31, 14)","(32, 38)","(46, 45)","(72, 39)","(69, 16)","(54, 8)",,,,,,,
"(33, 18)","(55, 12)","(68, 20)","(69, 36)","(47, 42)","(32, 32)",,,,,,,
"(31, 14)","(32, 38)","(46, 45)","(72, 39)","(69, 16)","(54, 8)",,,,,,,
,,,,,,2025:01:23_17:41,2025:01:23_17:41,3s,30.0,0.0,0.0,0.0
