"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(964, 867)","(978, 862)","(994, 867)","(998, 888)","(978, 892)","(962, 882)",2025:01:23_21:52,2025:01:23_21:53,29s,1.0,0.0,0.0,0.0
"(961, 864)","(959, 884)","(976, 895)","(1001, 890)","(999, 866)","(982, 858)",,,,,,,
"(850, 756)","(874, 768)","(877, 796)","(852, 810)","(823, 798)","(827, 771)",,,,,,,
"(849, 754)","(824, 769)","(820, 795)","(853, 813)","(881, 798)","(880, 768)",,,,,,,
"(982, 858)","(960, 866)","(959, 884)","(975, 895)","(1002, 888)","(1000, 867)",,,,,,,
"(850, 756)","(875, 768)","(878, 794)","(852, 810)","(823, 798)","(825, 773)",,,,,,,
"(849, 754)","(822, 770)","(820, 800)","(853, 813)","(881, 798)","(880, 768)",,,,,,,
"(963, 869)","(984, 862)","(997, 870)","(999, 886)","(977, 892)","(962, 882)",,,,,,,
"(961, 864)","(962, 888)","(975, 895)","(1002, 889)","(999, 866)","(984, 859)",,,,,,,
"(849, 766)","(868, 776)","(869, 792)","(854, 799)","(834, 791)","(839, 771)",,,,,,,
"(852, 762)","(833, 776)","(830, 790)","(852, 803)","(872, 789)","(870, 773)",,,,,,,
"(961, 864)","(961, 887)","(975, 895)","(1002, 889)","(999, 866)","(982, 858)",,,,,,,
"(850, 766)","(867, 774)","(870, 791)","(854, 799)","(834, 791)","(836, 774)",,,,,,,
"(848, 763)","(835, 773)","(830, 793)","(852, 803)","(871, 792)","(871, 778)",,,,,,,
"(849, 757)","(878, 772)","(877, 796)","(853, 810)","(823, 798)","(825, 768)",,,,,,,
"(964, 867)","(978, 862)","(994, 867)","(999, 886)","(983, 892)","(962, 882)",,,,,,,
"(961, 864)","(959, 884)","(975, 895)","(1001, 890)","(999, 866)","(984, 859)",,,,,,,
"(850, 762)","(835, 773)","(830, 792)","(855, 802)","(872, 791)","(871, 779)",,,,,,,
"(964, 867)","(978, 862)","(994, 867)","(999, 887)","(984, 892)","(962, 882)",,,,,,,
"(961, 864)","(962, 888)","(976, 895)","(1002, 889)","(999, 866)","(984, 859)",,,,,,,
"(964, 867)","(978, 862)","(994, 867)","(998, 888)","(978, 892)","(964, 885)",,,,,,,
"(961, 864)","(962, 888)","(976, 895)","(1002, 889)","(999, 866)","(984, 859)",,,,,,,
"(848, 764)","(868, 776)","(868, 791)","(854, 799)","(833, 790)","(840, 770)",,,,,,,
"(166, 143)","(187, 136)","(201, 145)","(202, 160)","(182, 167)","(165, 156)",,,,,,,
"(164, 138)","(166, 162)","(182, 170)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(166, 143)","(187, 136)","(201, 145)","(202, 160)","(182, 167)","(165, 156)",,,,,,,
"(186, 132)","(163, 140)","(163, 160)","(178, 169)","(205, 163)","(203, 141)",,,,,,,
"(166, 143)","(187, 136)","(200, 144)","(202, 160)","(182, 167)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(166, 143)","(187, 136)","(202, 146)","(202, 160)","(180, 166)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(166, 143)","(189, 137)","(201, 145)","(202, 160)","(180, 166)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(204, 165)","(203, 141)","(187, 133)",,,,,,,
"(167, 141)","(181, 136)","(202, 146)","(201, 162)","(180, 166)","(169, 160)",,,,,,,
"(163, 139)","(167, 163)","(178, 169)","(205, 164)","(203, 141)","(186, 132)",,,,,,,
"(166, 143)","(182, 136)","(202, 146)","(201, 162)","(176, 164)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(205, 164)","(203, 141)","(186, 132)",,,,,,,
"(166, 143)","(187, 136)","(202, 146)","(202, 160)","(180, 166)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(187, 89)","(197, 101)","(192, 115)","(167, 124)","(155, 110)","(169, 91)",,,,,,,
"(166, 143)","(187, 136)","(202, 146)","(202, 160)","(177, 165)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(179, 169)","(204, 165)","(202, 140)","(187, 133)",,,,,,,
"(166, 143)","(187, 136)","(202, 146)","(202, 160)","(180, 166)","(165, 156)",,,,,,,
"(164, 138)","(165, 162)","(178, 169)","(205, 163)","(202, 140)","(186, 132)",,,,,,,
"(185, 88)","(197, 100)","(189, 118)","(169, 124)","(156, 111)","(167, 92)",,,,,,,
"(186, 85)","(164, 89)","(152, 108)","(168, 127)","(190, 122)","(200, 98)",,,,,,,
"(186, 132)","(164, 138)","(162, 158)","(178, 169)","(205, 163)","(202, 140)",,,,,,,
"(186, 85)","(164, 89)","(154, 112)","(168, 127)","(194, 118)","(200, 99)",,,,,,,
"(186, 132)","(164, 138)","(162, 158)","(178, 169)","(205, 163)","(204, 142)",,,,,,,
