"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(75, 24)",2025:01:23_17:56,2025:01:23_18:06,585s,1.0,0.0,0.0,0.0
"(52, 31)","(51, 50)","(75, 61)","(94, 54)","(91, 32)","(75, 24)",,,,,,,
"(55, 34)","(76, 28)","(90, 36)","(91, 52)","(69, 58)","(54, 48)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(94, 55)","(91, 32)","(75, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(94, 55)","(91, 32)","(75, 24)",,,,,,,
"(52, 32)","(54, 54)","(68, 61)","(93, 57)","(90, 31)","(73, 24)",,,,,,,
"(52, 32)","(54, 54)","(68, 61)","(93, 57)","(90, 31)","(73, 24)",,,,,,,
"(52, 32)","(54, 54)","(68, 61)","(93, 57)","(92, 33)","(75, 24)",,,,,,,
"(53, 29)","(54, 54)","(68, 61)","(94, 55)","(91, 32)","(76, 24)",,,,,,,
"(53, 29)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(76, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(75, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(75, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(76, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(76, 24)",,,,,,,
"(53, 30)","(54, 54)","(68, 61)","(93, 57)","(90, 31)","(75, 24)",,,,,,,
"(53, 30)","(54, 54)","(68, 61)","(93, 57)","(90, 31)","(75, 24)",,,,,,,
"(53, 30)","(54, 54)","(68, 61)","(93, 57)","(90, 31)","(75, 24)",,,,,,,
"(53, 29)","(52, 52)","(68, 61)","(93, 57)","(91, 32)","(75, 24)",,,,,,,
"(53, 29)","(52, 52)","(68, 61)","(93, 57)","(91, 32)","(75, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(94, 55)","(91, 32)","(75, 24)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(94, 55)","(91, 32)","(75, 24)",,,,,,,
"(55, 33)","(71, 28)","(91, 38)","(90, 54)","(72, 59)","(54, 48)",,,,,,,
"(52, 31)","(54, 54)","(68, 61)","(93, 57)","(91, 32)","(76, 24)",,,,,,,
"(55, 33)","(71, 28)","(91, 38)","(90, 54)","(72, 59)","(54, 48)",,,,,,,
