"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(200, 68)","(177, 72)","(164, 92)","(181, 110)","(203, 105)","(213, 82)",,,,,,,
"(66, 19)","(50, 31)","(46, 51)","(71, 60)","(87, 50)","(82, 26)",,,,,,,
"(67, 13)","(94, 31)","(92, 53)","(70, 66)","(39, 55)","(42, 29)",,,,,,,
"(180, 124)","(195, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(210, 84)","(207, 94)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(67, 23)","(83, 32)","(85, 44)","(70, 56)","(49, 47)","(55, 31)",,,,,,,
"(69, 19)","(48, 34)","(46, 51)","(59, 59)","(87, 50)","(86, 30)",,,,,,,
"(65, 13)","(90, 25)","(94, 51)","(68, 67)","(39, 55)","(42, 30)",,,,,,,
"(180, 124)","(200, 119)","(212, 125)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(198, 115)",,,,,,,
"(198, 71)","(210, 84)","(207, 94)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(199, 68)","(178, 71)","(165, 90)","(181, 110)","(203, 105)","(213, 88)",,,,,,,
"(66, 23)","(84, 34)","(84, 47)","(70, 56)","(49, 47)","(55, 31)",,,,,,,
"(65, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 55)","(41, 31)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(67, 19)","(50, 31)","(45, 49)","(71, 59)","(88, 42)","(86, 30)",,,,,,,
"(66, 13)","(94, 28)","(94, 51)","(68, 67)","(40, 55)","(43, 28)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(65, 20)","(51, 30)","(45, 49)","(71, 59)","(88, 42)","(82, 26)",,,,,,,
"(66, 13)","(94, 28)","(94, 51)","(68, 67)","(40, 55)","(42, 30)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(65, 23)","(84, 34)","(85, 46)","(70, 56)","(50, 47)","(54, 32)",,,,,,,
"(67, 19)","(49, 32)","(45, 49)","(70, 60)","(87, 49)","(86, 30)",,,,,,,
"(66, 13)","(94, 28)","(94, 51)","(68, 67)","(39, 54)","(42, 29)",,,,,,,
"(180, 124)","(200, 119)","(212, 125)","(215, 143)","(189, 147)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(199, 71)","(209, 82)","(207, 95)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(199, 68)","(178, 71)","(163, 93)","(181, 110)","(205, 104)","(213, 88)",,,,,,,
"(66, 19)","(49, 32)","(45, 48)","(70, 60)","(88, 49)","(84, 28)",,,,,,,
"(65, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 54)","(43, 28)",,,,,,,
"(180, 124)","(194, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(199, 71)","(209, 82)","(208, 94)","(182, 107)","(169, 94)","(181, 74)",,,,,,,
"(203, 70)","(175, 74)","(163, 92)","(174, 106)","(206, 103)","(213, 81)",,,,,,,
"(66, 19)","(50, 31)","(45, 49)","(70, 60)","(88, 48)","(84, 28)",,,,,,,
"(66, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 54)","(42, 30)",,,,,,,
"(180, 124)","(195, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(218, 147)","(215, 123)","(196, 115)",,,,,,,
"(66, 23)","(84, 32)","(84, 48)","(70, 56)","(49, 46)","(56, 30)",,,,,,,
"(67, 19)","(50, 30)","(46, 50)","(70, 60)","(87, 50)","(83, 27)",,,,,,,
"(65, 14)","(94, 30)","(93, 53)","(70, 66)","(39, 55)","(42, 29)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(218, 147)","(215, 123)","(198, 115)",,,,,,,
"(67, 23)","(84, 33)","(84, 47)","(71, 56)","(49, 47)","(56, 30)",,,,,,,
"(68, 19)","(48, 33)","(46, 51)","(71, 60)","(88, 49)","(83, 27)",,,,,,,
"(66, 13)","(94, 30)","(94, 51)","(70, 66)","(39, 54)","(42, 29)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(193, 153)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(199, 68)","(177, 72)","(164, 92)","(181, 110)","(203, 105)","(213, 81)",,,,,,,
"(68, 23)","(84, 33)","(83, 48)","(69, 56)","(49, 46)","(57, 30)",,,,,,,
"(67, 19)","(48, 33)","(46, 49)","(72, 59)","(87, 50)","(87, 31)",,,,,,,
"(65, 13)","(90, 24)","(94, 51)","(68, 67)","(39, 55)","(44, 27)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(193, 153)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(209, 82)","(207, 94)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(67, 23)","(84, 33)","(84, 47)","(69, 56)","(50, 47)","(52, 37)",,,,,,,
"(67, 19)","(48, 33)","(46, 50)","(72, 59)","(87, 49)","(87, 35)",,,,,,,
"(66, 13)","(90, 24)","(94, 51)","(68, 67)","(39, 55)","(43, 29)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(194, 153)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(200, 68)","(176, 73)","(163, 92)","(181, 110)","(203, 105)","(213, 82)",,,,,,,
"(66, 19)","(50, 31)","(46, 51)","(71, 59)","(88, 49)","(88, 36)",,,,,,,
"(65, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 56)","(42, 29)",,,,,,,
"(179, 125)","(200, 119)","(213, 126)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(194, 153)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(200, 68)","(176, 73)","(163, 92)","(181, 110)","(203, 105)","(213, 83)",,,,,,,
"(66, 23)","(84, 32)","(84, 47)","(69, 56)","(50, 48)","(54, 32)",,,,,,,
"(66, 19)","(49, 32)","(45, 49)","(71, 59)","(88, 49)","(88, 36)",,,,,,,
"(64, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 54)","(44, 27)",,,,,,,
"(180, 124)","(200, 119)","(212, 125)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(199, 68)","(178, 71)","(164, 92)","(181, 110)","(203, 105)","(213, 81)",,,,,,,
"(66, 23)","(84, 33)","(84, 47)","(71, 56)","(50, 48)","(53, 33)",,,,,,,
"(67, 19)","(49, 31)","(45, 49)","(71, 60)","(87, 49)","(83, 27)",,,,,,,
"(70, 13)","(92, 26)","(94, 51)","(66, 67)","(40, 57)","(44, 27)",,,,,,,
"(179, 125)","(200, 119)","(213, 126)","(215, 143)","(191, 148)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(192, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(203, 70)","(178, 71)","(165, 90)","(180, 110)","(206, 103)","(213, 81)",,,,,,,
"(67, 22)","(84, 33)","(84, 47)","(70, 56)","(49, 47)","(52, 35)",,,,,,,
"(67, 19)","(49, 31)","(46, 50)","(71, 60)","(87, 49)","(84, 28)",,,,,,,
"(67, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 54)","(43, 28)",,,,,,,
"(178, 126)","(200, 119)","(214, 128)","(215, 143)","(191, 148)","(178, 139)",,,,,,,
"(177, 121)","(179, 145)","(192, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(203, 70)","(178, 71)","(165, 90)","(180, 110)","(206, 103)","(213, 83)",,,,,,,
"(67, 23)","(84, 33)","(84, 47)","(69, 56)","(50, 47)","(54, 32)",,,,,,,
"(67, 19)","(49, 32)","(46, 50)","(71, 59)","(88, 42)","(85, 29)",,,,,,,
"(67, 13)","(94, 29)","(93, 52)","(68, 67)","(39, 54)","(44, 27)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(191, 148)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(200, 72)","(209, 82)","(206, 96)","(181, 107)","(169, 94)","(181, 74)",,,,,,,
"(200, 68)","(178, 71)","(164, 93)","(181, 110)","(202, 105)","(213, 82)",,,,,,,
"(67, 23)","(83, 31)","(85, 47)","(69, 56)","(49, 47)","(54, 32)",,,,,,,
"(68, 19)","(50, 30)","(45, 49)","(61, 59)","(88, 48)","(86, 30)",,,,,,,
"(66, 13)","(94, 29)","(93, 52)","(68, 67)","(38, 54)","(42, 29)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(191, 148)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(209, 82)","(207, 94)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(200, 68)","(178, 71)","(164, 91)","(181, 110)","(202, 105)","(213, 82)",,,,,,,
"(67, 19)","(50, 30)","(46, 51)","(70, 60)","(87, 50)","(86, 30)",,,,,,,
"(65, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 55)","(42, 29)",,,,,,,
"(177, 121)","(179, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(65, 23)","(84, 32)","(84, 47)","(70, 56)","(50, 48)","(54, 32)",,,,,,,
"(67, 19)","(50, 31)","(45, 49)","(70, 60)","(88, 49)","(87, 31)",,,,,,,
"(66, 13)","(94, 29)","(92, 53)","(68, 67)","(39, 55)","(43, 28)",,,,,,,
"(180, 124)","(194, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(209, 82)","(207, 95)","(182, 107)","(169, 91)","(179, 75)",,,,,,,
"(65, 23)","(84, 32)","(84, 47)","(70, 56)","(50, 47)","(55, 31)",,,,,,,
"(67, 19)","(49, 32)","(46, 49)","(70, 60)","(88, 49)","(83, 27)",,,,,,,
"(66, 13)","(94, 30)","(93, 52)","(68, 67)","(39, 55)","(43, 28)",,,,,,,
"(179, 125)","(200, 119)","(214, 128)","(215, 143)","(193, 149)","(179, 141)",,,,,,,
"(177, 121)","(178, 145)","(193, 153)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(210, 84)","(207, 95)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(70, 23)","(83, 31)","(85, 46)","(66, 56)","(49, 47)","(55, 31)",,,,,,,
"(65, 20)","(49, 33)","(46, 51)","(70, 60)","(87, 50)","(83, 27)",,,,,,,
"(65, 14)","(94, 29)","(94, 51)","(69, 67)","(39, 56)","(41, 31)",,,,,,,
"(179, 125)","(200, 119)","(213, 127)","(215, 143)","(193, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(193, 153)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(210, 84)","(207, 95)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(199, 68)","(177, 72)","(163, 92)","(181, 110)","(203, 105)","(213, 83)",,,,,,,
"(65, 20)","(49, 32)","(46, 50)","(70, 60)","(87, 50)","(84, 27)",,,,,,,
"(65, 14)","(93, 27)","(93, 52)","(69, 67)","(39, 56)","(42, 30)",,,,,,,
"(66, 10)","(37, 28)","(36, 61)","(69, 71)","(97, 57)","(97, 26)",,,,,,,
"(180, 124)","(194, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(67, 23)","(84, 32)","(84, 47)","(69, 56)","(50, 47)","(55, 31)",,,,,,,
"(67, 19)","(50, 31)","(45, 49)","(71, 60)","(88, 42)","(86, 30)",,,,,,,
"(66, 13)","(94, 31)","(93, 53)","(69, 67)","(39, 51)","(42, 30)",,,,,,,
"(180, 124)","(194, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(218, 147)","(215, 123)","(199, 115)",,,,,,,
"(66, 20)","(50, 31)","(45, 49)","(70, 60)","(88, 42)","(86, 30)",,,,,,,
"(180, 124)","(195, 119)","(210, 124)","(215, 143)","(198, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(209, 82)","(207, 95)","(182, 107)","(169, 94)","(181, 74)",,,,,,,
"(66, 20)","(49, 32)","(45, 49)","(70, 60)","(87, 49)","(83, 27)",,,,,,,
"(66, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 55)","(42, 29)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(210, 84)","(201, 102)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(68, 23)","(83, 31)","(85, 44)","(70, 56)","(50, 47)","(55, 31)",,,,,,,
"(66, 19)","(50, 32)","(46, 50)","(71, 60)","(88, 49)","(83, 27)",,,,,,,
"(65, 13)","(94, 28)","(94, 51)","(68, 67)","(39, 54)","(42, 29)",,,,,,,
"(180, 124)","(194, 119)","(214, 128)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(177, 121)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(199, 115)",,,,,,,
"(198, 71)","(209, 90)","(201, 102)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(67, 23)","(84, 33)","(85, 46)","(70, 56)","(49, 47)","(55, 30)",,,,,,,
"(66, 19)","(50, 32)","(46, 51)","(70, 60)","(89, 47)","(87, 31)",,,,,,,
"(66, 13)","(94, 28)","(94, 51)","(68, 67)","(39, 54)","(42, 29)",,,,,,,
"(180, 124)","(194, 119)","(210, 124)","(215, 143)","(199, 149)","(178, 139)",,,,,,,
"(176, 123)","(178, 145)","(191, 152)","(217, 148)","(215, 123)","(198, 115)",,,,,,,
"(198, 71)","(209, 82)","(207, 96)","(182, 107)","(169, 94)","(179, 75)",,,,,,,
"(199, 68)","(177, 72)","(165, 92)","(181, 110)","(206, 103)","(213, 88)",,,,,,,
"(67, 19)","(49, 32)","(46, 51)","(71, 59)","(87, 50)","(86, 30)",,,,,,,
"(65, 13)","(94, 29)","(94, 51)","(68, 67)","(39, 54)","(42, 30)",,,,,,,
