"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(247, 124)","(260, 144)","(250, 156)","(230, 161)","(218, 148)","(229, 128)",2025:01:23_21:32,2025:01:23_21:33,32s,1.0,0.0,0.0,0.0
"(228, 179)","(250, 173)","(264, 182)","(264, 197)","(241, 203)","(228, 195)",,,,,,,
"(247, 124)","(260, 144)","(248, 157)","(231, 161)","(218, 148)","(229, 128)",,,,,,,
"(115, 73)","(100, 85)","(94, 103)","(119, 113)","(137, 100)","(135, 84)",,,,,,,
"(228, 178)","(242, 173)","(260, 178)","(264, 198)","(242, 203)","(230, 197)",,,,,,,
"(115, 76)","(133, 87)","(133, 103)","(119, 110)","(98, 101)","(103, 86)",,,,,,,
"(247, 122)","(226, 126)","(215, 143)","(230, 164)","(251, 159)","(262, 140)",,,,,,,
"(114, 67)","(143, 82)","(142, 107)","(117, 121)","(89, 110)","(88, 81)",,,,,,,
"(117, 64)","(85, 81)","(85, 111)","(115, 123)","(146, 111)","(146, 80)",,,,,,,
"(228, 179)","(243, 173)","(259, 178)","(264, 198)","(241, 203)","(228, 195)",,,,,,,
"(248, 125)","(259, 144)","(249, 157)","(230, 161)","(218, 148)","(229, 128)",,,,,,,
"(248, 122)","(227, 126)","(212, 144)","(230, 164)","(251, 159)","(262, 140)",,,,,,,
"(116, 76)","(133, 86)","(132, 105)","(118, 110)","(98, 101)","(102, 87)",,,,,,,
"(116, 73)","(98, 87)","(93, 105)","(119, 114)","(137, 99)","(135, 84)",,,,,,,
"(228, 179)","(250, 173)","(264, 182)","(264, 197)","(242, 203)","(228, 195)",,,,,,,
"(116, 73)","(99, 86)","(95, 105)","(120, 113)","(137, 99)","(135, 84)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(263, 177)","(248, 170)",,,,,,,
"(228, 179)","(245, 172)","(260, 178)","(264, 198)","(242, 203)","(230, 197)",,,,,,,
"(226, 175)","(224, 195)","(242, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(113, 75)","(133, 87)","(133, 102)","(117, 111)","(98, 100)","(102, 85)",,,,,,,
"(116, 73)","(96, 87)","(94, 103)","(119, 114)","(137, 100)","(135, 84)",,,,,,,
"(115, 67)","(143, 82)","(143, 105)","(117, 121)","(88, 108)","(91, 83)",,,,,,,
"(228, 178)","(243, 173)","(259, 178)","(264, 198)","(246, 204)","(227, 193)",,,,,,,
"(117, 73)","(98, 86)","(95, 103)","(118, 114)","(137, 102)","(135, 84)",,,,,,,
"(228, 179)","(248, 172)","(264, 182)","(264, 197)","(242, 203)","(228, 195)",,,,,,,
"(117, 73)","(101, 83)","(94, 104)","(118, 114)","(137, 99)","(135, 84)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(266, 201)","(264, 177)","(248, 170)",,,,,,,
"(248, 122)","(226, 126)","(209, 144)","(230, 164)","(252, 159)","(262, 137)",,,,,,,
"(115, 76)","(131, 82)","(136, 99)","(119, 110)","(98, 101)","(103, 83)",,,,,,,
"(115, 73)","(98, 86)","(95, 104)","(119, 114)","(137, 102)","(133, 82)",,,,,,,
"(228, 178)","(245, 172)","(260, 178)","(264, 197)","(239, 202)","(227, 193)",,,,,,,
"(248, 125)","(259, 145)","(250, 156)","(231, 161)","(219, 143)","(229, 128)",,,,,,,
"(228, 179)","(248, 172)","(264, 182)","(264, 197)","(244, 204)","(228, 195)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(248, 125)","(259, 145)","(251, 155)","(231, 161)","(219, 143)","(229, 128)",,,,,,,
"(248, 122)","(226, 126)","(215, 145)","(230, 164)","(251, 159)","(262, 137)",,,,,,,
"(248, 125)","(259, 145)","(246, 159)","(228, 160)","(218, 148)","(226, 130)",,,,,,,
"(228, 178)","(245, 172)","(260, 178)","(264, 197)","(249, 203)","(227, 193)",,,,,,,
"(226, 175)","(227, 198)","(241, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(246, 124)","(260, 143)","(246, 159)","(230, 161)","(218, 148)","(227, 129)",,,,,,,
"(248, 122)","(228, 125)","(215, 146)","(230, 164)","(253, 160)","(261, 143)",,,,,,,
"(228, 178)","(243, 173)","(259, 178)","(264, 198)","(245, 204)","(227, 193)",,,,,,,
"(228, 179)","(248, 172)","(264, 182)","(264, 197)","(242, 203)","(228, 195)",,,,,,,
"(226, 175)","(224, 195)","(241, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(101, 89)","(112, 76)","(132, 85)","(136, 103)","(119, 110)","(99, 101)",,,,,,,
"(115, 73)","(97, 84)","(95, 103)","(120, 113)","(138, 98)","(135, 84)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(266, 202)","(263, 177)","(248, 170)",,,,,,,
"(248, 122)","(226, 126)","(215, 146)","(230, 164)","(251, 159)","(261, 143)",,,,,,,
"(115, 73)","(98, 84)","(94, 104)","(120, 113)","(136, 104)","(134, 83)",,,,,,,
"(226, 179)","(250, 173)","(264, 182)","(264, 198)","(242, 203)","(228, 195)",,,,,,,
"(225, 176)","(227, 198)","(242, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(263, 177)","(248, 170)",,,,,,,
"(228, 179)","(248, 172)","(264, 182)","(264, 197)","(242, 203)","(228, 195)",,,,,,,
"(226, 175)","(228, 199)","(242, 206)","(267, 200)","(264, 177)","(249, 170)",,,,,,,
"(116, 76)","(132, 85)","(135, 102)","(119, 110)","(96, 104)","(103, 85)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(266, 202)","(263, 177)","(248, 170)",,,,,,,
"(248, 122)","(226, 126)","(214, 144)","(230, 164)","(253, 159)","(261, 135)",,,,,,,
"(97, 91)","(117, 76)","(132, 85)","(134, 104)","(119, 110)","(103, 106)",,,,,,,
"(116, 67)","(145, 83)","(142, 107)","(117, 121)","(85, 107)","(91, 79)",,,,,,,
"(144, 78)","(116, 64)","(94, 75)","(85, 112)","(115, 123)","(146, 115)",,,,,,,
"(228, 179)","(242, 173)","(259, 178)","(264, 198)","(245, 204)","(227, 193)",,,,,,,
