"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(263, 177)","(248, 170)",,,,,,,
"(115, 76)","(133, 85)","(133, 103)","(119, 110)","(98, 102)","(98, 88)",,,,,,,
"(228, 179)","(243, 173)","(259, 178)","(264, 198)","(244, 204)","(227, 193)",,,,,,,
"(248, 122)","(226, 126)","(215, 149)","(230, 164)","(252, 159)","(262, 137)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(263, 177)","(248, 170)",,,,,,,
"(228, 179)","(243, 173)","(260, 178)","(264, 198)","(244, 204)","(227, 193)",,,,,,,
"(117, 76)","(132, 85)","(134, 97)","(119, 110)","(98, 101)","(102, 86)",,,,,,,
"(116, 73)","(100, 84)","(95, 103)","(119, 114)","(136, 104)","(135, 84)",,,,,,,
"(228, 178)","(249, 173)","(261, 179)","(264, 198)","(245, 204)","(227, 193)",,,,,,,
"(226, 175)","(228, 199)","(241, 206)","(267, 200)","(263, 177)","(248, 170)",,,,,,,
