"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(165, 133)","(187, 126)","(201, 134)","(202, 150)","(180, 156)","(165, 146)",2025:01:23_22:11,2025:01:23_22:11,21s,1.0,0.0,0.0,0.0
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(185, 122)",,,,,,,
"(186, 75)","(164, 79)","(150, 99)","(168, 117)","(190, 112)","(200, 88)",,,,,,,
"(54, 29)","(71, 39)","(70, 55)","(57, 63)","(36, 53)","(41, 39)",,,,,,,
"(54, 26)","(37, 37)","(32, 56)","(58, 67)","(75, 55)","(71, 35)",,,,,,,
"(53, 20)","(81, 36)","(81, 58)","(56, 74)","(26, 61)","(29, 36)",,,,,,,
"(167, 131)","(182, 126)","(197, 131)","(202, 150)","(176, 154)","(165, 146)",,,,,,,
"(186, 122)","(163, 130)","(162, 148)","(179, 159)","(205, 153)","(204, 132)",,,,,,,
"(53, 26)","(37, 38)","(32, 57)","(59, 66)","(74, 56)","(71, 35)",,,,,,,
"(52, 20)","(81, 35)","(80, 59)","(56, 74)","(26, 61)","(30, 36)",,,,,,,
"(167, 131)","(181, 126)","(197, 131)","(202, 150)","(176, 154)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(186, 122)",,,,,,,
"(186, 78)","(197, 90)","(189, 108)","(167, 113)","(156, 101)","(166, 82)",,,,,,,
"(53, 30)","(71, 40)","(71, 55)","(57, 63)","(37, 55)","(39, 41)",,,,,,,
"(54, 26)","(37, 37)","(33, 58)","(57, 67)","(75, 55)","(71, 35)",,,,,,,
"(167, 131)","(181, 126)","(197, 131)","(202, 150)","(186, 156)","(165, 146)",,,,,,,
"(164, 128)","(165, 152)","(179, 159)","(204, 155)","(202, 130)","(187, 123)",,,,,,,
"(186, 78)","(196, 97)","(189, 108)","(169, 114)","(156, 99)","(166, 82)",,,,,,,
"(53, 26)","(38, 38)","(33, 57)","(58, 67)","(74, 56)","(73, 37)",,,,,,,
"(53, 20)","(81, 35)","(80, 60)","(55, 74)","(26, 61)","(29, 36)",,,,,,,
"(164, 128)","(165, 152)","(179, 159)","(204, 155)","(202, 130)","(187, 123)",,,,,,,
"(53, 30)","(71, 40)","(71, 55)","(57, 63)","(37, 55)","(39, 42)",,,,,,,
"(53, 26)","(37, 38)","(33, 57)","(58, 67)","(75, 49)","(73, 37)",,,,,,,
"(53, 20)","(81, 35)","(81, 58)","(55, 74)","(26, 61)","(28, 38)",,,,,,,
"(166, 132)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(186, 122)",,,,,,,
"(186, 78)","(197, 90)","(189, 108)","(168, 114)","(156, 99)","(166, 82)",,,,,,,
"(54, 29)","(71, 42)","(71, 54)","(57, 63)","(37, 54)","(40, 40)",,,,,,,
"(53, 26)","(37, 39)","(33, 56)","(57, 67)","(75, 55)","(71, 35)",,,,,,,
"(53, 20)","(81, 37)","(79, 60)","(55, 74)","(26, 62)","(30, 35)",,,,,,,
"(166, 132)","(187, 126)","(201, 134)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(205, 153)","(202, 130)","(184, 122)",,,,,,,
"(53, 26)","(36, 39)","(33, 56)","(57, 67)","(74, 57)","(71, 35)",,,,,,,
"(166, 132)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(187, 123)",,,,,,,
"(186, 78)","(196, 89)","(192, 105)","(167, 113)","(156, 101)","(170, 80)",,,,,,,
"(53, 30)","(71, 41)","(71, 54)","(57, 63)","(37, 54)","(41, 39)",,,,,,,
"(53, 26)","(36, 39)","(33, 57)","(57, 67)","(74, 57)","(75, 43)",,,,,,,
"(53, 20)","(81, 37)","(80, 60)","(55, 74)","(26, 62)","(30, 35)",,,,,,,
"(166, 132)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(205, 153)","(202, 130)","(186, 122)",,,,,,,
"(53, 29)","(71, 41)","(71, 54)","(57, 63)","(37, 54)","(41, 38)",,,,,,,
"(54, 26)","(36, 39)","(32, 56)","(57, 67)","(75, 50)","(73, 37)",,,,,,,
"(52, 20)","(81, 35)","(80, 60)","(55, 74)","(26, 62)","(29, 36)",,,,,,,
"(166, 132)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(185, 122)",,,,,,,
"(186, 78)","(196, 89)","(192, 104)","(167, 113)","(156, 101)","(168, 81)",,,,,,,
"(54, 26)","(34, 42)","(33, 58)","(58, 67)","(75, 50)","(73, 37)",,,,,,,
"(52, 20)","(81, 35)","(80, 59)","(55, 74)","(26, 61)","(29, 36)",,,,,,,
"(165, 133)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(186, 122)",,,,,,,
"(187, 79)","(196, 89)","(193, 103)","(168, 114)","(156, 101)","(170, 80)",,,,,,,
"(54, 29)","(69, 38)","(72, 51)","(57, 63)","(37, 55)","(40, 41)",,,,,,,
"(54, 26)","(37, 39)","(32, 56)","(57, 67)","(75, 56)","(75, 44)",,,,,,,
"(54, 20)","(80, 34)","(81, 57)","(51, 74)","(26, 60)","(29, 36)",,,,,,,
"(165, 133)","(187, 126)","(202, 136)","(202, 150)","(180, 156)","(165, 146)",,,,,,,
"(164, 128)","(166, 152)","(179, 159)","(204, 155)","(202, 130)","(187, 123)",,,,,,,
"(187, 79)","(196, 89)","(193, 103)","(168, 114)","(156, 101)","(168, 81)",,,,,,,
