"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(165, 141)","(186, 136)","(201, 143)","(202, 164)","(180, 168)","(164, 158)",2025:01:23_21:27,2025:01:23_21:27,15s,1.0,0.0,0.0,0.0
"(165, 141)","(186, 136)","(201, 143)","(202, 164)","(180, 168)","(164, 158)",,,,,,,
"(165, 141)","(186, 136)","(201, 143)","(203, 164)","(182, 169)","(167, 161)",,,,,,,
"(165, 141)","(186, 136)","(201, 143)","(203, 164)","(180, 168)","(167, 161)",,,,,,,
"(165, 141)","(187, 136)","(201, 143)","(203, 163)","(180, 168)","(167, 161)",,,,,,,
"(163, 139)","(165, 162)","(181, 170)","(204, 168)","(203, 143)","(186, 134)",,,,,,,
"(165, 141)","(187, 136)","(201, 143)","(203, 163)","(180, 168)","(167, 161)",,,,,,,
"(163, 139)","(165, 162)","(181, 170)","(204, 168)","(202, 142)","(186, 134)",,,,,,,
"(165, 141)","(186, 136)","(201, 143)","(203, 163)","(180, 168)","(168, 162)",,,,,,,
"(162, 139)","(165, 162)","(178, 169)","(204, 165)","(203, 143)","(185, 133)",,,,,,,
"(162, 139)","(165, 162)","(178, 169)","(204, 165)","(203, 143)","(185, 134)",,,,,,,
"(165, 141)","(181, 136)","(197, 141)","(203, 163)","(180, 168)","(168, 162)",,,,,,,
"(165, 141)","(187, 136)","(201, 143)","(203, 164)","(180, 168)","(164, 158)",,,,,,,
"(164, 139)","(165, 162)","(181, 170)","(205, 169)","(203, 143)","(185, 133)",,,,,,,
"(164, 139)","(165, 162)","(181, 170)","(205, 169)","(203, 143)","(185, 133)",,,,,,,
