"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(45, 23)","(67, 18)","(80, 26)","(81, 42)","(62, 49)","(44, 37)",2025:01:23_18:06,2025:01:23_18:49,2599s,1,0,0,82
"(45, 23)","(62, 17)","(76, 23)","(81, 42)","(62, 49)","(44, 37)",,,,,,,
"(44, 15)","(43, 43)","(58, 51)","(82, 48)","(82, 23)","(65, 14)",,,,,,,
"(45, 23)","(62, 17)","(76, 23)","(81, 42)","(62, 49)","(44, 37)",,,,,,,
"(43, 18)","(43, 43)","(58, 51)","(85, 45)","(81, 22)","(65, 14)",,,,,,,
"(45, 24)","(60, 18)","(78, 24)","(81, 43)","(57, 47)","(45, 39)",,,,,,,
"(45, 24)","(60, 18)","(77, 23)","(81, 43)","(65, 48)","(45, 39)",,,,,,,
"(42, 20)","(43, 43)","(58, 51)","(83, 47)","(80, 21)","(65, 14)",,,,,,,
"(42, 21)","(45, 44)","(58, 51)","(83, 47)","(82, 22)","(65, 14)",,,,,,,
"(42, 20)","(45, 44)","(58, 51)","(83, 47)","(82, 22)","(65, 14)",,,,,,,
"(64, 17)","(80, 26)","(81, 42)","(62, 49)","(45, 39)","(45, 24)",,,,,,,
"(42, 21)","(45, 44)","(58, 51)","(85, 46)","(84, 26)","(62, 14)",,,,,,,
"(45, 24)","(64, 17)","(80, 26)","(81, 42)","(57, 47)","(44, 38)",,,,,,,
"(64, 17)","(80, 26)","(81, 42)","(62, 49)","(44, 38)","(47, 22)",,,,,,,
"(43, 18)","(41, 41)","(58, 51)","(82, 48)","(80, 21)","(65, 14)",,,,,,,
"(45, 24)","(65, 17)","(81, 28)","(80, 43)","(62, 49)","(44, 37)",,,,,,,
"(43, 18)","(45, 44)","(60, 52)","(83, 47)","(82, 22)","(66, 14)",,,,,,,
"(64, 17)","(80, 26)","(81, 42)","(62, 49)","(45, 39)","(44, 25)",,,,,,,
"(42, 20)","(45, 44)","(58, 51)","(83, 47)","(82, 23)","(66, 14)",,,,,,,
"(45, 23)","(62, 17)","(77, 23)","(81, 42)","(62, 49)","(44, 38)",,,,,,,
"(64, 17)","(80, 26)","(81, 42)","(62, 49)","(45, 39)","(44, 26)",,,,,,,
"(64, 17)","(80, 26)","(81, 42)","(62, 49)","(45, 39)","(44, 26)",,,,,,,
"(43, 19)","(45, 44)","(58, 51)","(83, 47)","(81, 22)","(65, 14)",,,,,,,
"(64, 17)","(80, 26)","(81, 41)","(62, 49)","(45, 39)","(44, 26)",,,,,,,
"(64, 17)","(80, 26)","(81, 41)","(62, 49)","(45, 39)","(45, 24)",,,,,,,
"(42, 21)","(42, 41)","(62, 52)","(85, 45)","(80, 21)","(65, 14)",,,,,,,
"(45, 23)","(65, 17)","(80, 26)","(81, 42)","(62, 49)","(44, 37)",,,,,,,
"(43, 19)","(44, 44)","(58, 51)","(82, 48)","(80, 21)","(65, 14)",,,,,,,
"(45, 23)","(65, 17)","(80, 26)","(81, 42)","(62, 49)","(44, 37)",,,,,,,
"(43, 19)","(44, 44)","(58, 51)","(82, 48)","(80, 21)","(65, 14)",,,,,,,
"(46, 22)","(64, 17)","(81, 28)","(80, 43)","(60, 48)","(48, 42)",,,,,,,
