"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(30, 20)","(45, 14)","(66, 24)","(65, 40)","(47, 45)","(29, 34)",2025:01:23_22:13,2025:01:23_22:27,850s,1.0,0.0,0.0,7.0
"(27, 17)","(28, 39)","(43, 47)","(68, 43)","(67, 19)","(49, 10)",,,,,,,
"(30, 20)","(45, 14)","(66, 24)","(65, 40)","(41, 43)","(29, 34)",,,,,,,
"(27, 17)","(28, 39)","(43, 47)","(68, 43)","(67, 19)","(48, 10)",,,,,,,
"(30, 20)","(54, 15)","(66, 24)","(65, 40)","(47, 45)","(29, 34)",,,,,,,
"(28, 16)","(28, 39)","(43, 47)","(69, 44)","(67, 19)","(49, 10)",,,,,,,
"(30, 20)","(50, 13)","(65, 23)","(66, 38)","(41, 43)","(30, 34)",,,,,,,
"(30, 20)","(50, 13)","(65, 22)","(66, 38)","(41, 43)","(30, 35)",,,,,,,
"(30, 20)","(51, 14)","(65, 23)","(66, 38)","(41, 43)","(30, 35)",,,,,,,
"(28, 15)","(28, 39)","(43, 47)","(69, 43)","(66, 18)","(51, 10)",,,,,,,
"(30, 20)","(50, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(28, 15)","(28, 39)","(43, 47)","(69, 43)","(66, 18)","(50, 10)",,,,,,,
"(30, 20)","(50, 13)","(66, 24)","(66, 38)","(44, 44)","(30, 35)",,,,,,,
"(28, 15)","(26, 37)","(37, 45)","(70, 41)","(66, 18)","(51, 10)",,,,,,,
"(30, 20)","(50, 13)","(66, 24)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(28, 15)","(28, 39)","(43, 47)","(69, 43)","(66, 18)","(51, 10)",,,,,,,
"(30, 20)","(50, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(28, 15)","(28, 39)","(43, 47)","(69, 43)","(67, 19)","(51, 10)",,,,,,,
"(30, 20)","(50, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(28, 14)","(30, 40)","(43, 47)","(69, 43)","(65, 17)","(51, 10)",,,,,,,
"(30, 20)","(49, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(28, 14)","(28, 39)","(43, 47)","(69, 43)","(67, 19)","(50, 10)",,,,,,,
"(30, 20)","(49, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(29, 13)","(28, 39)","(43, 47)","(69, 43)","(65, 17)","(50, 10)",,,,,,,
"(30, 20)","(50, 13)","(65, 22)","(66, 38)","(42, 43)","(30, 35)",,,,,,,
"(29, 13)","(28, 39)","(43, 47)","(70, 41)","(66, 18)","(50, 10)",,,,,,,
"(30, 19)","(48, 13)","(62, 19)","(66, 38)","(50, 44)","(29, 34)",,,,,,,
