"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(83, 34)","(86, 57)","(99, 64)","(124, 60)","(122, 35)","(107, 27)",2025:01:23_21:16,2025:01:23_21:21,261s,1.0,0.0,0.0,0.0
"(83, 34)","(85, 57)","(99, 64)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(103, 65)","(125, 60)","(122, 35)","(106, 27)",,,,,,,
"(87, 36)","(102, 31)","(122, 41)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
"(84, 32)","(86, 57)","(99, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(101, 31)","(122, 41)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(102, 31)","(122, 41)","(121, 56)","(106, 61)","(85, 51)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(107, 31)","(121, 39)","(122, 55)","(106, 61)","(85, 51)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(82, 53)","(107, 64)","(125, 58)","(122, 35)","(107, 27)",,,,,,,
"(86, 36)","(102, 31)","(117, 36)","(122, 55)","(106, 61)","(86, 52)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(123, 61)","(121, 34)","(107, 28)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(87, 36)","(101, 31)","(117, 36)","(122, 56)","(101, 61)","(89, 55)",,,,,,,
"(84, 32)","(85, 57)","(99, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(84, 33)","(85, 57)","(103, 65)","(123, 62)","(123, 36)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(124, 60)","(122, 35)","(104, 27)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(126, 58)","(124, 36)","(106, 27)",,,,,,,
"(83, 34)","(82, 53)","(100, 65)","(125, 59)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(82, 54)","(100, 65)","(125, 59)","(122, 35)","(107, 27)",,,,,,,
"(83, 34)","(86, 57)","(100, 65)","(125, 59)","(122, 35)","(107, 27)",,,,,,,
"(86, 37)","(107, 31)","(121, 39)","(122, 55)","(100, 61)","(87, 53)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(101, 65)","(126, 58)","(122, 35)","(104, 27)",,,,,,,
"(83, 34)","(85, 57)","(101, 65)","(126, 58)","(122, 35)","(104, 27)",,,,,,,
"(86, 37)","(101, 31)","(118, 36)","(122, 55)","(100, 61)","(85, 50)",,,,,,,
"(84, 32)","(85, 57)","(101, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(101, 31)","(118, 36)","(122, 55)","(98, 60)","(85, 50)",,,,,,,
"(83, 34)","(85, 57)","(101, 65)","(126, 58)","(125, 39)","(103, 27)",,,,,,,
"(86, 37)","(107, 31)","(122, 41)","(122, 55)","(100, 61)","(86, 52)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(107, 31)","(121, 39)","(122, 55)","(100, 61)","(86, 52)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(104, 27)",,,,,,,
"(86, 37)","(107, 31)","(121, 39)","(122, 55)","(100, 61)","(85, 51)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(124, 60)","(121, 34)","(106, 27)",,,,,,,
"(86, 37)","(102, 31)","(118, 36)","(122, 55)","(98, 60)","(85, 51)",,,,,,,
"(84, 32)","(85, 57)","(100, 65)","(124, 60)","(121, 34)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(107, 27)",,,,,,,
"(83, 34)","(85, 57)","(101, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(84, 56)","(103, 65)","(123, 62)","(122, 35)","(106, 27)",,,,,,,
"(87, 35)","(106, 30)","(122, 41)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
"(83, 34)","(86, 57)","(101, 65)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(87, 35)","(107, 31)","(122, 41)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
"(83, 34)","(86, 57)","(99, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(84, 56)","(103, 65)","(123, 62)","(123, 36)","(106, 27)",,,,,,,
"(83, 34)","(82, 54)","(103, 65)","(124, 60)","(121, 34)","(106, 27)",,,,,,,
"(83, 34)","(86, 57)","(103, 65)","(124, 60)","(121, 34)","(106, 27)",,,,,,,
"(83, 34)","(82, 54)","(107, 64)","(126, 57)","(125, 39)","(104, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(125, 59)","(125, 39)","(104, 27)",,,,,,,
"(84, 33)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(82, 53)","(103, 65)","(126, 57)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(103, 65)","(125, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(125, 58)","(125, 39)","(104, 27)",,,,,,,
"(83, 34)","(85, 57)","(98, 64)","(125, 58)","(125, 39)","(104, 27)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(84, 32)","(85, 57)","(103, 65)","(126, 58)","(122, 35)","(106, 27)",,,,,,,
"(87, 37)","(102, 31)","(122, 41)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
"(106, 27)","(83, 34)","(84, 56)","(99, 64)","(126, 58)","(124, 37)",,,,,,,
"(84, 32)","(85, 57)","(99, 64)","(123, 61)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(84, 33)","(85, 57)","(103, 65)","(124, 60)","(122, 35)","(105, 27)",,,,,,,
"(84, 33)","(84, 56)","(103, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(84, 33)","(84, 56)","(103, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(101, 31)","(118, 36)","(122, 55)","(100, 61)","(86, 52)",,,,,,,
"(84, 33)","(86, 57)","(100, 65)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(84, 33)","(82, 54)","(103, 65)","(125, 58)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(106, 31)","(121, 39)","(122, 55)","(100, 61)","(86, 52)",,,,,,,
"(83, 35)","(85, 57)","(98, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(100, 65)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(86, 37)","(102, 31)","(118, 36)","(121, 56)","(98, 60)","(86, 52)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(124, 59)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(99, 64)","(124, 59)","(122, 35)","(106, 27)",,,,,,,
"(84, 32)","(85, 57)","(100, 65)","(126, 57)","(122, 35)","(106, 27)",,,,,,,
"(84, 32)","(85, 57)","(98, 64)","(124, 60)","(122, 35)","(106, 27)",,,,,,,
"(83, 34)","(85, 57)","(103, 65)","(124, 60)","(122, 35)","(103, 27)",,,,,,,
"(86, 37)","(101, 31)","(117, 36)","(121, 57)","(101, 61)","(89, 55)",,,,,,,
