"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(58, 15)","(60, 37)","(74, 44)","(99, 40)","(96, 14)","(79, 7)",2025:01:23_17:42,2025:01:23_17:42,8s,30.0,0.0,0.0,0.0
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
"(58, 15)","(60, 37)","(74, 44)","(100, 38)","(96, 14)","(79, 7)",,,,,,,
