"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",2025:01:23_21:36,2025:01:23_21:36,10s,1.0,0.0,0.0,0.0
"(123, 41)","(108, 51)","(105, 70)","(129, 80)","(147, 70)","(142, 48)",,,,,,,
"(125, 34)","(153, 49)","(152, 74)","(127, 88)","(98, 76)","(103, 47)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(275, 145)","(258, 137)",,,,,,,
"(125, 44)","(141, 51)","(146, 65)","(129, 77)","(108, 68)","(111, 55)",,,,,,,
"(124, 41)","(109, 51)","(105, 70)","(129, 81)","(147, 65)","(145, 51)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",,,,,,,
"(257, 91)","(269, 113)","(260, 126)","(240, 128)","(227, 114)","(237, 96)",,,,,,,
"(258, 89)","(238, 92)","(224, 111)","(240, 131)","(261, 126)","(272, 104)",,,,,,,
"(125, 40)","(108, 52)","(105, 71)","(129, 81)","(147, 64)","(145, 51)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",,,,,,,
"(259, 93)","(269, 113)","(258, 124)","(238, 127)","(227, 114)","(235, 99)",,,,,,,
"(258, 89)","(238, 92)","(224, 111)","(240, 131)","(261, 126)","(272, 107)",,,,,,,
"(125, 34)","(153, 49)","(152, 74)","(128, 88)","(98, 76)","(100, 50)",,,,,,,
"(125, 31)","(98, 48)","(95, 78)","(130, 90)","(156, 80)","(155, 46)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",,,,,,,
"(259, 93)","(270, 113)","(259, 124)","(240, 128)","(227, 113)","(239, 95)",,,,,,,
"(258, 89)","(238, 92)","(225, 116)","(240, 131)","(265, 125)","(272, 103)",,,,,,,
"(238, 146)","(253, 140)","(274, 149)","(273, 169)","(254, 171)","(240, 164)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",,,,,,,
"(259, 93)","(269, 113)","(262, 122)","(240, 128)","(227, 113)","(239, 95)",,,,,,,
"(126, 43)","(144, 53)","(147, 65)","(128, 77)","(108, 68)","(111, 52)",,,,,,,
"(125, 40)","(108, 53)","(104, 73)","(129, 81)","(148, 69)","(145, 51)",,,,,,,
"(236, 142)","(238, 166)","(251, 173)","(277, 167)","(273, 144)","(258, 137)",,,,,,,
"(125, 41)","(108, 52)","(104, 70)","(130, 81)","(145, 72)","(146, 52)",,,,,,,
