"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(230, 154)","(245, 149)","(259, 154)","(264, 175)","(244, 179)","(232, 173)",2025:01:23_21:44,2025:01:23_21:45,37s,1.0,0.0,0.0,0.0
"(227, 151)","(227, 175)","(243, 183)","(269, 175)","(261, 151)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(259, 154)","(265, 173)","(249, 179)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 177)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(259, 154)","(265, 173)","(249, 179)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(259, 154)","(265, 173)","(249, 179)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 177)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(260, 154)","(265, 173)","(239, 177)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(246, 183)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(250, 149)","(263, 157)","(265, 173)","(239, 177)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(246, 183)","(269, 176)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(265, 159)","(265, 173)","(239, 177)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(241, 182)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(265, 159)","(265, 173)","(239, 177)","(228, 168)",,,,,,,
"(227, 151)","(228, 175)","(241, 182)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(260, 154)","(265, 173)","(241, 178)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(260, 154)","(265, 173)","(249, 179)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 178)","(265, 153)","(249, 145)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 177)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(260, 154)","(265, 173)","(241, 178)","(228, 169)",,,,,,,
"(227, 151)","(228, 175)","(243, 183)","(267, 177)","(265, 153)","(249, 145)",,,,,,,
"(230, 154)","(245, 149)","(260, 154)","(265, 173)","(249, 179)","(228, 169)",,,,,,,
