"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",2025:01:23_22:05,2025:01:23_22:06,46s,1.0,0.0,0.0,0.0
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(224, 143)","(208, 135)",,,,,,,
"(209, 91)","(220, 104)","(212, 121)","(191, 127)","(179, 112)","(190, 95)",,,,,,,
"(76, 39)","(59, 53)","(55, 70)","(80, 80)","(97, 70)","(97, 50)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(208, 135)",,,,,,,
"(209, 91)","(220, 104)","(212, 121)","(191, 127)","(179, 112)","(190, 95)",,,,,,,
"(212, 89)","(187, 92)","(176, 109)","(189, 129)","(215, 123)","(223, 101)",,,,,,,
"(76, 39)","(61, 50)","(55, 70)","(80, 80)","(97, 70)","(97, 50)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 74)","(54, 47)",,,,,,,
"(189, 145)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(219, 110)","(209, 123)","(191, 127)","(179, 114)","(190, 94)",,,,,,,
"(210, 88)","(187, 92)","(173, 112)","(191, 130)","(216, 124)","(223, 101)",,,,,,,
"(76, 43)","(94, 54)","(94, 68)","(79, 76)","(60, 66)","(64, 52)",,,,,,,
"(75, 33)","(104, 48)","(103, 73)","(78, 87)","(49, 74)","(51, 51)",,,,,,,
"(189, 145)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(226, 144)","(210, 136)",,,,,,,
"(210, 92)","(219, 102)","(215, 118)","(191, 127)","(179, 114)","(190, 94)",,,,,,,
"(212, 89)","(184, 95)","(173, 112)","(184, 126)","(216, 124)","(223, 101)",,,,,,,
"(77, 43)","(93, 52)","(95, 65)","(79, 76)","(59, 66)","(63, 53)",,,,,,,
"(76, 33)","(104, 48)","(104, 71)","(78, 87)","(49, 74)","(51, 51)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(76, 43)","(94, 52)","(94, 67)","(80, 76)","(60, 67)","(63, 54)",,,,,,,
"(77, 39)","(60, 51)","(55, 70)","(80, 80)","(98, 68)","(98, 57)",,,,,,,
"(77, 33)","(103, 47)","(104, 71)","(75, 87)","(49, 73)","(52, 49)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(77, 39)","(60, 51)","(55, 70)","(81, 80)","(98, 68)","(95, 48)",,,,,,,
"(76, 33)","(104, 49)","(103, 73)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(212, 121)","(192, 127)","(179, 112)","(189, 95)",,,,,,,
"(210, 88)","(187, 92)","(166, 112)","(191, 130)","(215, 125)","(223, 101)",,,,,,,
"(77, 44)","(94, 55)","(93, 69)","(80, 76)","(60, 68)","(63, 52)",,,,,,,
"(77, 39)","(59, 51)","(56, 69)","(81, 80)","(97, 70)","(93, 47)",,,,,,,
"(75, 33)","(104, 49)","(103, 72)","(78, 87)","(48, 74)","(51, 50)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(219, 102)","(212, 121)","(191, 127)","(179, 114)","(189, 95)",,,,,,,
"(212, 89)","(185, 93)","(176, 115)","(189, 129)","(216, 124)","(223, 101)",,,,,,,
"(77, 39)","(59, 51)","(56, 70)","(81, 80)","(97, 70)","(94, 48)",,,,,,,
"(75, 33)","(104, 49)","(103, 73)","(79, 87)","(49, 75)","(53, 48)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(212, 121)","(192, 127)","(179, 114)","(189, 95)",,,,,,,
"(209, 88)","(185, 93)","(176, 111)","(191, 130)","(216, 124)","(223, 101)",,,,,,,
"(77, 43)","(94, 55)","(93, 69)","(80, 76)","(60, 68)","(64, 52)",,,,,,,
"(77, 39)","(59, 51)","(56, 71)","(82, 79)","(98, 69)","(94, 48)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 74)","(53, 48)",,,,,,,
"(188, 146)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 143)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(219, 102)","(216, 116)","(190, 126)","(179, 114)","(190, 94)",,,,,,,
"(76, 43)","(94, 55)","(94, 67)","(80, 76)","(59, 67)","(63, 54)",,,,,,,
"(76, 39)","(58, 54)","(55, 69)","(81, 80)","(97, 70)","(97, 51)",,,,,,,
"(76, 33)","(101, 45)","(104, 71)","(78, 87)","(50, 75)","(52, 50)",,,,,,,
"(188, 146)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 143)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(219, 102)","(216, 116)","(190, 126)","(179, 114)","(190, 94)",,,,,,,
"(76, 39)","(60, 51)","(55, 71)","(81, 80)","(98, 68)","(97, 51)",,,,,,,
"(76, 33)","(101, 45)","(103, 73)","(78, 87)","(49, 75)","(53, 48)",,,,,,,
"(188, 146)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(220, 104)","(217, 114)","(192, 127)","(179, 114)","(191, 94)",,,,,,,
"(77, 43)","(94, 54)","(94, 68)","(79, 76)","(60, 67)","(63, 54)",,,,,,,
"(77, 39)","(58, 54)","(55, 71)","(80, 80)","(98, 63)","(96, 50)",,,,,,,
"(76, 33)","(104, 49)","(104, 72)","(78, 87)","(49, 75)","(52, 50)",,,,,,,
"(188, 146)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(207, 91)","(220, 104)","(217, 114)","(192, 127)","(179, 113)","(188, 96)",,,,,,,
"(137, 57)","(122, 65)","(119, 77)","(139, 90)","(153, 74)","(150, 64)",,,,,,,
"(78, 43)","(93, 52)","(94, 67)","(76, 76)","(63, 71)","(60, 61)",,,,,,,
"(77, 39)","(59, 53)","(56, 72)","(80, 80)","(98, 63)","(96, 50)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 75)","(52, 50)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(189, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 112)","(188, 96)",,,,,,,
"(210, 88)","(187, 92)","(176, 109)","(190, 130)","(214, 124)","(223, 101)",,,,,,,
"(78, 43)","(94, 54)","(93, 68)","(80, 76)","(59, 66)","(62, 55)",,,,,,,
"(77, 39)","(59, 52)","(56, 69)","(82, 79)","(97, 69)","(98, 56)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 75)","(52, 50)",,,,,,,
"(76, 30)","(48, 47)","(46, 77)","(79, 90)","(106, 76)","(107, 46)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(189, 165)","(201, 172)","(227, 168)","(226, 144)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 114)","(188, 96)",,,,,,,
"(78, 43)","(94, 54)","(92, 69)","(80, 76)","(59, 66)","(63, 53)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 75)","(52, 50)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(189, 161)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(209, 135)",,,,,,,
"(208, 91)","(220, 103)","(217, 114)","(192, 127)","(179, 114)","(191, 94)",,,,,,,
"(75, 43)","(94, 56)","(93, 69)","(80, 76)","(60, 67)","(61, 57)",,,,,,,
"(76, 39)","(60, 51)","(56, 69)","(81, 79)","(97, 70)","(94, 48)",,,,,,,
"(74, 34)","(104, 49)","(104, 71)","(80, 86)","(49, 75)","(51, 50)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(189, 161)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(220, 103)","(209, 123)","(192, 127)","(179, 114)","(188, 96)",,,,,,,
"(76, 39)","(58, 54)","(56, 71)","(80, 80)","(97, 70)","(98, 57)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 75)","(51, 50)",,,,,,,
"(189, 145)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(189, 161)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(224, 143)","(210, 136)",,,,,,,
"(74, 40)","(57, 54)","(55, 70)","(81, 79)","(97, 70)","(97, 54)",,,,,,,
"(76, 33)","(104, 49)","(103, 73)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(223, 142)","(210, 136)",,,,,,,
"(74, 40)","(58, 53)","(56, 71)","(81, 79)","(98, 68)","(97, 54)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(209, 135)","(186, 143)","(186, 163)","(202, 172)","(228, 166)","(228, 147)",,,,,,,
"(77, 43)","(94, 54)","(95, 66)","(80, 76)","(60, 67)","(66, 50)",,,,,,,
"(77, 39)","(61, 50)","(55, 69)","(80, 80)","(98, 62)","(96, 49)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(209, 135)","(186, 143)","(186, 163)","(202, 172)","(228, 166)","(228, 147)",,,,,,,
"(77, 43)","(93, 52)","(95, 66)","(80, 76)","(60, 67)","(65, 51)",,,,,,,
"(188, 146)","(210, 139)","(224, 147)","(225, 163)","(203, 169)","(189, 161)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(226, 144)","(210, 136)",,,,,,,
"(209, 91)","(219, 102)","(217, 115)","(191, 127)","(179, 114)","(190, 95)",,,,,,,
"(213, 90)","(188, 91)","(176, 115)","(190, 130)","(216, 123)","(223, 101)",,,,,,,
"(78, 43)","(93, 53)","(95, 66)","(80, 76)","(60, 67)","(64, 53)",,,,,,,
"(77, 39)","(60, 51)","(56, 68)","(79, 80)","(97, 70)","(96, 50)",,,,,,,
"(76, 33)","(100, 45)","(103, 73)","(79, 87)","(49, 75)","(53, 48)",,,,,,,
"(188, 146)","(210, 139)","(224, 147)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(209, 91)","(219, 102)","(217, 115)","(191, 127)","(179, 114)","(188, 96)",,,,,,,
"(77, 39)","(59, 53)","(56, 69)","(79, 80)","(97, 70)","(96, 50)",,,,,,,
"(76, 33)","(104, 49)","(103, 73)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(210, 92)","(220, 104)","(217, 115)","(191, 127)","(179, 114)","(189, 95)",,,,,,,
"(77, 43)","(94, 53)","(93, 68)","(80, 76)","(60, 68)","(65, 51)",,,,,,,
"(74, 40)","(59, 50)","(55, 69)","(80, 80)","(98, 68)","(94, 48)",,,,,,,
"(76, 33)","(103, 48)","(104, 71)","(78, 87)","(49, 74)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(210, 92)","(219, 102)","(217, 115)","(191, 127)","(179, 114)","(189, 95)",,,,,,,
"(76, 43)","(91, 50)","(94, 67)","(80, 76)","(60, 68)","(64, 52)",,,,,,,
"(75, 40)","(59, 50)","(55, 69)","(82, 79)","(98, 69)","(96, 50)",,,,,,,
"(76, 33)","(102, 46)","(104, 71)","(78, 87)","(49, 74)","(52, 49)",,,,,,,
"(49, 46)","(48, 79)","(77, 90)","(102, 85)","(107, 45)","(76, 30)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(210, 92)","(219, 102)","(217, 115)","(191, 127)","(179, 114)","(192, 94)",,,,,,,
"(76, 43)","(90, 49)","(94, 67)","(80, 76)","(60, 68)","(63, 54)",,,,,,,
"(76, 39)","(59, 53)","(55, 69)","(80, 80)","(98, 64)","(96, 50)",,,,,,,
"(76, 33)","(100, 45)","(104, 71)","(78, 87)","(49, 74)","(53, 48)",,,,,,,
"(189, 145)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(224, 143)","(209, 135)",,,,,,,
"(208, 91)","(219, 102)","(212, 121)","(192, 127)","(179, 114)","(188, 96)",,,,,,,
"(189, 145)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(209, 135)","(186, 143)","(185, 161)","(202, 172)","(228, 166)","(228, 147)",,,,,,,
"(208, 91)","(220, 104)","(212, 121)","(192, 127)","(179, 114)","(188, 96)",,,,,,,
"(77, 39)","(60, 50)","(55, 69)","(80, 80)","(98, 66)","(96, 50)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 114)","(188, 96)",,,,,,,
"(76, 43)","(90, 49)","(94, 67)","(79, 76)","(59, 67)","(64, 52)",,,,,,,
"(75, 34)","(104, 48)","(103, 72)","(78, 87)","(49, 75)","(53, 49)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 112)","(188, 96)",,,,,,,
"(76, 43)","(90, 49)","(94, 67)","(79, 76)","(59, 67)","(63, 53)",,,,,,,
"(76, 33)","(104, 48)","(103, 72)","(78, 87)","(49, 75)","(53, 48)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 113)","(189, 95)",,,,,,,
"(76, 43)","(94, 56)","(94, 67)","(80, 76)","(60, 67)","(63, 54)",,,,,,,
"(76, 39)","(58, 53)","(56, 71)","(80, 80)","(98, 68)","(97, 51)",,,,,,,
"(74, 33)","(104, 49)","(104, 71)","(79, 87)","(49, 76)","(51, 51)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(217, 115)","(192, 127)","(179, 113)","(190, 95)",,,,,,,
"(76, 43)","(94, 53)","(94, 67)","(79, 76)","(59, 66)","(64, 52)",,,,,,,
"(76, 39)","(57, 54)","(55, 71)","(80, 80)","(98, 62)","(96, 50)",,,,,,,
"(76, 33)","(104, 49)","(104, 71)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(189, 145)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(208, 135)",,,,,,,
"(210, 92)","(219, 102)","(216, 116)","(191, 127)","(179, 114)","(186, 98)",,,,,,,
"(76, 43)","(94, 56)","(94, 67)","(80, 76)","(60, 68)","(66, 49)",,,,,,,
"(76, 33)","(101, 45)","(104, 71)","(79, 87)","(49, 74)","(52, 50)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(213, 90)","(186, 92)","(173, 111)","(184, 126)","(216, 124)","(223, 102)",,,,,,,
"(78, 43)","(94, 53)","(94, 67)","(80, 76)","(60, 68)","(65, 51)",,,,,,,
"(78, 39)","(59, 52)","(55, 70)","(80, 80)","(98, 62)","(97, 50)",,,,,,,
"(76, 33)","(104, 48)","(104, 71)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(212, 140)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(213, 90)","(188, 91)","(166, 112)","(190, 130)","(216, 124)","(223, 102)",,,,,,,
"(78, 43)","(94, 53)","(94, 67)","(80, 76)","(59, 66)","(67, 49)",,,,,,,
"(75, 39)","(60, 51)","(55, 70)","(80, 80)","(98, 68)","(97, 51)",,,,,,,
"(76, 33)","(104, 48)","(104, 71)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(208, 135)",,,,,,,
"(210, 92)","(219, 110)","(212, 121)","(191, 127)","(179, 114)","(191, 94)",,,,,,,
"(209, 88)","(184, 94)","(174, 112)","(191, 130)","(213, 125)","(223, 101)",,,,,,,
"(81, 43)","(93, 51)","(94, 67)","(76, 76)","(59, 66)","(65, 50)",,,,,,,
"(76, 39)","(59, 51)","(55, 70)","(78, 80)","(97, 69)","(97, 51)",,,,,,,
"(75, 33)","(104, 48)","(103, 72)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(225, 149)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(186, 142)","(188, 165)","(201, 172)","(227, 168)","(225, 143)","(209, 135)",,,,,,,
"(210, 92)","(219, 110)","(212, 121)","(191, 127)","(179, 114)","(191, 94)",,,,,,,
"(209, 88)","(184, 94)","(174, 112)","(191, 130)","(213, 125)","(223, 101)",,,,,,,
"(81, 43)","(93, 51)","(94, 68)","(76, 76)","(59, 66)","(62, 54)",,,,,,,
"(76, 39)","(60, 51)","(56, 71)","(82, 79)","(97, 69)","(97, 51)",,,,,,,
"(76, 33)","(104, 48)","(104, 71)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(77, 39)","(60, 51)","(56, 71)","(81, 80)","(97, 70)","(93, 47)",,,,,,,
"(76, 33)","(104, 49)","(103, 73)","(79, 87)","(49, 75)","(52, 48)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(189, 165)","(202, 172)","(227, 168)","(225, 143)","(210, 136)",,,,,,,
"(77, 39)","(60, 51)","(55, 70)","(82, 80)","(97, 70)","(98, 57)",,,,,,,
"(76, 33)","(104, 49)","(103, 73)","(78, 87)","(49, 75)","(52, 49)",,,,,,,
"(189, 145)","(212, 140)","(223, 147)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(224, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(212, 121)","(192, 127)","(179, 112)","(189, 95)",,,,,,,
"(78, 42)","(93, 52)","(94, 67)","(75, 76)","(59, 65)","(64, 52)",,,,,,,
"(76, 39)","(59, 52)","(55, 71)","(81, 79)","(98, 69)","(95, 49)",,,,,,,
"(189, 145)","(212, 140)","(223, 147)","(225, 163)","(203, 169)","(188, 159)",,,,,,,
"(187, 141)","(188, 165)","(202, 172)","(227, 168)","(224, 143)","(210, 136)",,,,,,,
"(208, 91)","(219, 102)","(212, 121)","(192, 127)","(179, 112)","(188, 96)",,,,,,,
"(76, 43)","(90, 49)","(94, 67)","(80, 76)","(59, 67)","(64, 52)",,,,,,,
"(74, 40)","(59, 52)","(56, 71)","(81, 79)","(98, 69)","(97, 55)",,,,,,,
"(188, 146)","(210, 139)","(224, 148)","(225, 163)","(203, 169)","(189, 161)",,,,,,,
"(186, 142)","(189, 165)","(201, 172)","(227, 168)","(224, 143)","(210, 136)",,,,,,,
"(209, 88)","(187, 92)","(173, 110)","(191, 130)","(213, 125)","(223, 102)",,,,,,,
"(76, 39)","(58, 54)","(55, 69)","(81, 79)","(98, 69)","(97, 53)",,,,,,,
"(76, 33)","(104, 49)","(103, 72)","(78, 87)","(49, 75)","(54, 47)",,,,,,,
"(50, 45)","(48, 81)","(73, 94)","(116, 83)","(104, 43)","(75, 31)",,,,,,,
