"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(202, 121)","(186, 113)",,,,,,,
"(189, 67)","(164, 69)","(152, 88)","(166, 107)","(192, 101)","(200, 79)",,,,,,,
"(54, 17)","(36, 29)","(33, 49)","(57, 58)","(74, 48)","(73, 28)",,,,,,,
"(51, 12)","(80, 24)","(81, 49)","(55, 65)","(26, 51)","(29, 27)",,,,,,,
"(165, 124)","(187, 117)","(202, 127)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(205, 144)","(202, 121)","(187, 114)",,,,,,,
"(187, 66)","(162, 70)","(150, 89)","(168, 108)","(190, 103)","(200, 79)",,,,,,,
"(52, 21)","(71, 32)","(71, 45)","(56, 54)","(36, 45)","(41, 30)",,,,,,,
"(52, 18)","(37, 29)","(32, 48)","(59, 57)","(74, 47)","(71, 26)",,,,,,,
"(53, 11)","(78, 23)","(80, 50)","(55, 65)","(26, 53)","(31, 25)",,,,,,,
"(165, 124)","(187, 117)","(202, 127)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(205, 144)","(202, 121)","(187, 114)",,,,,,,
"(52, 21)","(71, 32)","(71, 45)","(56, 54)","(37, 46)","(39, 33)",,,,,,,
"(52, 18)","(37, 29)","(32, 48)","(59, 57)","(75, 46)","(70, 25)",,,,,,,
"(53, 11)","(81, 26)","(80, 50)","(55, 65)","(26, 53)","(29, 28)",,,,,,,
"(165, 124)","(187, 117)","(201, 126)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(164, 119)","(166, 143)","(179, 150)","(204, 146)","(202, 121)","(185, 113)",,,,,,,
"(186, 66)","(165, 69)","(153, 89)","(167, 108)","(190, 103)","(200, 79)",,,,,,,
"(52, 21)","(71, 33)","(70, 46)","(57, 54)","(36, 45)","(40, 32)",,,,,,,
"(52, 11)","(81, 27)","(80, 50)","(55, 65)","(26, 52)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 126)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(164, 119)","(166, 143)","(179, 150)","(204, 146)","(202, 121)","(185, 113)",,,,,,,
"(186, 66)","(165, 69)","(153, 89)","(167, 108)","(190, 103)","(200, 79)",,,,,,,
"(54, 20)","(71, 32)","(70, 46)","(56, 54)","(37, 45)","(40, 31)",,,,,,,
"(53, 17)","(35, 31)","(32, 49)","(58, 58)","(74, 47)","(70, 25)",,,,,,,
"(53, 11)","(81, 27)","(81, 49)","(55, 65)","(26, 52)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 125)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(201, 120)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(186, 101)","(168, 105)","(156, 92)","(165, 74)",,,,,,,
"(185, 65)","(165, 69)","(152, 90)","(168, 108)","(196, 108)","(200, 80)",,,,,,,
"(54, 21)","(71, 31)","(71, 45)","(57, 54)","(37, 46)","(40, 32)",,,,,,,
"(53, 17)","(36, 30)","(32, 48)","(57, 57)","(74, 47)","(74, 29)",,,,,,,
"(52, 11)","(81, 27)","(80, 51)","(55, 65)","(26, 52)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 125)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(201, 120)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(186, 101)","(168, 105)","(156, 92)","(165, 74)",,,,,,,
"(54, 21)","(71, 31)","(71, 45)","(57, 54)","(37, 46)","(40, 32)",,,,,,,
"(53, 17)","(36, 30)","(32, 47)","(57, 57)","(74, 48)","(74, 29)",,,,,,,
"(52, 11)","(81, 27)","(80, 51)","(55, 65)","(26, 53)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 125)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(201, 120)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(192, 95)","(167, 104)","(156, 92)","(169, 72)",,,,,,,
"(52, 21)","(71, 31)","(71, 45)","(57, 54)","(37, 46)","(40, 31)",,,,,,,
"(53, 17)","(36, 30)","(32, 47)","(57, 57)","(74, 48)","(74, 29)",,,,,,,
"(52, 11)","(81, 27)","(79, 52)","(55, 65)","(26, 52)","(29, 28)",,,,,,,
"(165, 124)","(187, 117)","(201, 125)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(201, 120)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(192, 95)","(167, 104)","(156, 92)","(169, 72)",,,,,,,
"(185, 65)","(165, 69)","(151, 89)","(168, 108)","(196, 108)","(200, 80)",,,,,,,
"(54, 21)","(71, 31)","(71, 45)","(57, 54)","(37, 45)","(40, 31)",,,,,,,
"(53, 17)","(37, 28)","(32, 47)","(57, 57)","(75, 41)","(73, 28)",,,,,,,
"(54, 10)","(81, 27)","(79, 52)","(55, 65)","(26, 52)","(29, 27)",,,,,,,
"(165, 124)","(187, 117)","(201, 125)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(178, 150)","(204, 146)","(201, 120)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(186, 101)","(168, 105)","(156, 92)","(165, 74)",,,,,,,
"(185, 65)","(165, 69)","(151, 89)","(168, 108)","(196, 108)","(200, 80)",,,,,,,
"(53, 21)","(71, 31)","(71, 45)","(57, 54)","(37, 45)","(41, 30)",,,,,,,
"(53, 17)","(36, 29)","(32, 47)","(57, 57)","(75, 41)","(73, 28)",,,,,,,
"(52, 11)","(81, 27)","(80, 51)","(55, 65)","(26, 52)","(29, 27)",,,,,,,
"(165, 124)","(187, 117)","(202, 127)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(163, 120)","(166, 143)","(179, 150)","(204, 146)","(202, 121)","(186, 113)",,,,,,,
"(186, 69)","(197, 82)","(186, 101)","(168, 105)","(156, 92)","(165, 74)",,,,,,,
"(52, 21)","(71, 32)","(71, 45)","(57, 54)","(37, 45)","(41, 30)",,,,,,,
"(54, 17)","(36, 30)","(32, 47)","(57, 57)","(73, 49)","(74, 29)",,,,,,,
"(53, 11)","(81, 27)","(81, 49)","(55, 65)","(26, 53)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 126)","(202, 141)","(180, 147)","(166, 139)",,,,,,,
"(164, 119)","(165, 143)","(179, 150)","(204, 146)","(202, 121)","(186, 113)",,,,,,,
"(55, 20)","(71, 30)","(71, 45)","(52, 54)","(36, 45)","(40, 30)",,,,,,,
"(54, 17)","(36, 29)","(33, 48)","(56, 58)","(74, 48)","(70, 25)",,,,,,,
"(51, 11)","(81, 26)","(80, 50)","(55, 65)","(26, 52)","(30, 26)",,,,,,,
"(165, 124)","(187, 117)","(201, 126)","(202, 141)","(180, 147)","(165, 137)",,,,,,,
"(164, 119)","(163, 141)","(179, 150)","(204, 146)","(202, 121)","(186, 113)",,,,,,,
"(53, 21)","(71, 31)","(71, 46)","(57, 54)","(36, 45)","(41, 30)",,,,,,,
"(54, 17)","(36, 29)","(33, 48)","(58, 58)","(74, 48)","(70, 25)",,,,,,,
"(53, 11)","(81, 26)","(81, 49)","(55, 65)","(26, 52)","(30, 26)",,,,,,,
