"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(256, 151)","(274, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",2025:01:23_21:51,2025:01:23_21:51,11s,1.0,0.0,0.0,0.0
"(253, 148)","(254, 170)","(269, 178)","(294, 173)","(293, 150)","(277, 142)",,,,,,,
"(142, 48)","(161, 59)","(161, 75)","(147, 82)","(127, 75)","(130, 57)",,,,,,,
"(143, 45)","(125, 58)","(122, 77)","(149, 85)","(166, 71)","(163, 55)",,,,,,,
"(256, 150)","(275, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 148)","(254, 170)","(269, 178)","(294, 173)","(293, 150)","(277, 142)",,,,,,,
"(255, 152)","(277, 145)","(292, 154)","(292, 170)","(272, 176)","(255, 166)",,,,,,,
"(253, 147)","(254, 170)","(269, 178)","(293, 175)","(293, 150)","(277, 142)",,,,,,,
"(255, 152)","(277, 145)","(292, 154)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 147)","(254, 170)","(269, 178)","(294, 173)","(292, 149)","(277, 142)",,,,,,,
"(142, 49)","(158, 55)","(164, 70)","(146, 82)","(126, 73)","(132, 55)",,,,,,,
"(141, 39)","(171, 53)","(171, 77)","(146, 93)","(116, 81)","(118, 52)",,,,,,,
"(256, 151)","(274, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 148)","(254, 170)","(269, 178)","(294, 173)","(293, 150)","(277, 142)",,,,,,,
"(256, 151)","(274, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 148)","(254, 170)","(269, 178)","(294, 173)","(293, 150)","(277, 142)",,,,,,,
"(141, 39)","(171, 52)","(170, 79)","(145, 93)","(116, 81)","(117, 52)",,,,,,,
"(142, 36)","(113, 53)","(112, 87)","(146, 96)","(174, 86)","(174, 51)",,,,,,,
"(256, 150)","(274, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 148)","(254, 170)","(269, 178)","(293, 175)","(293, 150)","(277, 142)",,,,,,,
"(256, 150)","(277, 145)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 148)","(254, 170)","(269, 178)","(294, 173)","(293, 150)","(277, 142)",,,,,,,
"(143, 45)","(126, 58)","(122, 77)","(149, 87)","(164, 76)","(162, 54)",,,,,,,
"(143, 39)","(171, 52)","(170, 79)","(145, 93)","(118, 83)","(114, 66)",,,,,,,
"(256, 151)","(274, 144)","(289, 151)","(292, 170)","(267, 174)","(255, 166)",,,,,,,
"(253, 147)","(254, 170)","(269, 178)","(295, 172)","(293, 150)","(277, 142)",,,,,,,
