"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(33, 35)","(35, 58)","(51, 66)","(75, 62)","(73, 37)","(57, 28)",2025:01:23_22:48,2025:01:23_22:54,305s,1.0,0.0,0.0,9.0
"(34, 33)","(32, 53)","(43, 63)","(76, 59)","(71, 36)","(56, 28)",,,,,,,
"(36, 38)","(52, 32)","(67, 37)","(72, 58)","(53, 63)","(35, 52)",,,,,,,
"(34, 34)","(35, 58)","(50, 66)","(74, 61)","(72, 36)","(57, 29)",,,,,,,
"(36, 38)","(52, 32)","(68, 38)","(71, 58)","(47, 61)","(35, 52)",,,,,,,
"(33, 34)","(35, 58)","(50, 66)","(73, 63)","(72, 36)","(57, 29)",,,,,,,
"(36, 38)","(52, 32)","(68, 38)","(71, 58)","(47, 61)","(35, 52)",,,,,,,
"(33, 34)","(35, 58)","(50, 66)","(73, 63)","(72, 36)","(57, 29)",,,,,,,
"(33, 34)","(33, 55)","(44, 64)","(76, 59)","(73, 37)","(55, 28)",,,,,,,
"(36, 38)","(57, 32)","(71, 40)","(72, 56)","(47, 61)","(35, 52)",,,,,,,
"(33, 34)","(33, 55)","(44, 64)","(76, 59)","(73, 37)","(57, 28)",,,,,,,
"(36, 38)","(52, 32)","(72, 42)","(71, 58)","(53, 63)","(35, 52)",,,,,,,
"(35, 30)","(35, 58)","(53, 66)","(76, 60)","(72, 36)","(56, 28)",,,,,,,
"(36, 38)","(52, 32)","(68, 38)","(71, 58)","(47, 61)","(35, 52)",,,,,,,
"(33, 35)","(35, 58)","(53, 66)","(73, 63)","(72, 36)","(56, 28)",,,,,,,
"(33, 35)","(35, 58)","(51, 66)","(76, 59)","(75, 40)","(54, 28)",,,,,,,
"(35, 31)","(35, 58)","(53, 66)","(74, 61)","(72, 36)","(54, 28)",,,,,,,
"(35, 31)","(35, 58)","(49, 65)","(76, 59)","(72, 36)","(56, 28)",,,,,,,
"(34, 33)","(36, 59)","(51, 66)","(76, 59)","(73, 37)","(56, 28)",,,,,,,
"(36, 38)","(61, 34)","(72, 43)","(71, 58)","(53, 63)","(35, 51)",,,,,,,
"(33, 34)","(36, 59)","(51, 66)","(73, 63)","(73, 37)","(56, 28)",,,,,,,
"(36, 38)","(51, 32)","(72, 42)","(72, 58)","(47, 61)","(36, 52)",,,,,,,
"(33, 35)","(35, 58)","(53, 66)","(74, 63)","(72, 36)","(55, 28)",,,,,,,
"(36, 38)","(51, 32)","(67, 37)","(72, 58)","(47, 61)","(36, 52)",,,,,,,
"(33, 35)","(35, 58)","(53, 66)","(74, 63)","(72, 36)","(56, 28)",,,,,,,
"(33, 35)","(36, 58)","(53, 66)","(74, 63)","(72, 36)","(56, 28)",,,,,,,
"(34, 33)","(35, 58)","(50, 66)","(75, 64)","(71, 36)","(58, 29)",,,,,,,
"(36, 37)","(61, 34)","(72, 42)","(72, 56)","(53, 63)","(36, 52)",,,,,,,
"(34, 33)","(35, 58)","(50, 66)","(75, 64)","(72, 37)","(54, 28)",,,,,,,
"(36, 37)","(61, 34)","(72, 42)","(72, 56)","(53, 63)","(36, 52)",,,,,,,
"(34, 33)","(35, 58)","(50, 66)","(73, 62)","(73, 37)","(54, 28)",,,,,,,
"(36, 38)","(57, 32)","(70, 39)","(71, 58)","(53, 63)","(35, 51)",,,,,,,
"(33, 35)","(35, 58)","(51, 66)","(75, 61)","(73, 37)","(57, 29)",,,,,,,
"(36, 38)","(52, 32)","(72, 42)","(71, 58)","(46, 60)","(35, 51)",,,,,,,
"(33, 35)","(35, 58)","(51, 66)","(75, 61)","(72, 36)","(57, 29)",,,,,,,
"(36, 38)","(57, 32)","(70, 39)","(71, 58)","(53, 63)","(35, 51)",,,,,,,
"(33, 35)","(35, 58)","(51, 66)","(75, 61)","(72, 36)","(57, 29)",,,,,,,
"(36, 38)","(52, 32)","(72, 42)","(71, 58)","(53, 63)","(35, 51)",,,,,,,
"(33, 35)","(35, 58)","(50, 66)","(75, 61)","(72, 36)","(57, 29)",,,,,,,
"(36, 38)","(55, 31)","(71, 40)","(72, 56)","(48, 61)","(37, 54)",,,,,,,
"(33, 35)","(37, 59)","(49, 65)","(75, 59)","(72, 36)","(56, 28)",,,,,,,
"(36, 38)","(57, 32)","(71, 40)","(72, 56)","(48, 61)","(37, 54)",,,,,,,
"(33, 34)","(32, 54)","(57, 65)","(75, 59)","(72, 36)","(56, 28)",,,,,,,
"(35, 39)","(55, 31)","(72, 42)","(72, 56)","(50, 62)","(36, 53)",,,,,,,
