"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(190, 130)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(208, 126)",2025:01:23_21:56,2025:01:23_21:56,40s,1.0,0.0,0.0,0.0
"(185, 127)","(208, 120)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(189, 147)","(202, 154)","(223, 149)","(219, 131)","(209, 126)",,,,,,,
"(185, 127)","(208, 120)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(188, 145)","(204, 155)","(223, 149)","(219, 131)","(209, 126)",,,,,,,
"(185, 127)","(208, 120)","(224, 128)","(227, 154)","(209, 159)","(183, 147)",,,,,,,
"(189, 131)","(188, 145)","(204, 155)","(223, 149)","(222, 134)","(211, 127)",,,,,,,
"(185, 127)","(209, 121)","(225, 129)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 131)","(188, 145)","(204, 155)","(223, 149)","(221, 133)","(211, 127)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(204, 155)","(223, 149)","(223, 136)","(209, 126)",,,,,,,
"(185, 127)","(208, 120)","(223, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(204, 155)","(223, 149)","(223, 136)","(209, 126)",,,,,,,
"(185, 127)","(209, 121)","(223, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(203, 126)",,,,,,,
"(185, 127)","(208, 120)","(225, 129)","(228, 152)","(209, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(203, 126)",,,,,,,
"(185, 127)","(208, 120)","(228, 133)","(228, 152)","(208, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(203, 126)",,,,,,,
"(185, 127)","(208, 120)","(225, 129)","(228, 152)","(208, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(222, 134)","(211, 127)",,,,,,,
"(185, 127)","(210, 121)","(225, 129)","(227, 154)","(200, 159)","(183, 147)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(222, 134)","(209, 126)",,,,,,,
"(185, 127)","(208, 120)","(225, 129)","(227, 154)","(200, 159)","(183, 147)",,,,,,,
"(184, 128)","(203, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(188, 145)","(209, 154)","(223, 149)","(220, 132)","(208, 126)",,,,,,,
"(184, 128)","(203, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(210, 154)","(223, 149)","(221, 133)","(211, 127)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(191, 148)","(202, 154)","(222, 151)","(223, 135)","(209, 126)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(191, 148)","(202, 154)","(222, 151)","(223, 135)","(209, 126)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(209, 126)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(190, 130)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(209, 126)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(204, 126)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(204, 126)",,,,,,,
"(185, 127)","(209, 121)","(224, 128)","(228, 152)","(208, 159)","(187, 152)",,,,,,,
"(189, 132)","(188, 145)","(209, 154)","(223, 149)","(219, 131)","(204, 126)",,,,,,,
"(184, 128)","(203, 121)","(224, 128)","(228, 152)","(196, 157)","(183, 147)",,,,,,,
"(189, 132)","(188, 145)","(204, 155)","(223, 149)","(222, 134)","(213, 128)",,,,,,,
"(185, 127)","(209, 121)","(225, 129)","(227, 154)","(200, 159)","(187, 152)",,,,,,,
