"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(199, 73)","(211, 85)","(209, 98)","(184, 110)","(171, 95)","(181, 78)",,,,,,,
"(66, 23)","(52, 35)","(47, 52)","(73, 63)","(90, 51)","(84, 29)",,,,,,,
"(67, 16)","(96, 31)","(95, 55)","(70, 70)","(41, 57)","(44, 31)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(199, 73)","(211, 85)","(209, 98)","(184, 110)","(171, 95)","(181, 78)",,,,,,,
"(69, 26)","(86, 37)","(86, 50)","(72, 59)","(51, 49)","(57, 33)",,,,,,,
"(68, 22)","(53, 33)","(47, 52)","(73, 63)","(90, 51)","(85, 30)",,,,,,,
"(67, 16)","(96, 31)","(94, 57)","(70, 70)","(41, 57)","(44, 31)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(199, 73)","(211, 85)","(209, 98)","(184, 110)","(171, 95)","(181, 78)",,,,,,,
"(68, 26)","(86, 36)","(86, 50)","(72, 59)","(51, 49)","(56, 35)",,,,,,,
"(68, 22)","(52, 34)","(47, 52)","(73, 63)","(90, 51)","(84, 29)",,,,,,,
"(67, 16)","(96, 31)","(94, 57)","(70, 70)","(41, 57)","(44, 31)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(217, 126)","(201, 118)",,,,,,,
"(68, 26)","(85, 34)","(87, 46)","(71, 59)","(51, 49)","(54, 38)",,,,,,,
"(67, 22)","(52, 34)","(47, 53)","(72, 63)","(90, 47)","(88, 33)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(217, 126)","(201, 118)",,,,,,,
"(68, 26)","(86, 36)","(86, 50)","(72, 59)","(51, 49)","(54, 38)",,,,,,,
"(67, 22)","(50, 37)","(47, 53)","(72, 63)","(90, 51)","(86, 31)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(215, 125)","(202, 119)",,,,,,,
"(69, 26)","(86, 36)","(86, 50)","(71, 59)","(51, 50)","(55, 37)",,,,,,,
"(69, 22)","(51, 34)","(47, 52)","(72, 63)","(89, 53)","(90, 40)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(215, 125)","(202, 119)",,,,,,,
"(69, 26)","(86, 36)","(86, 50)","(71, 59)","(51, 50)","(56, 35)",,,,,,,
"(68, 22)","(51, 34)","(48, 54)","(72, 63)","(89, 53)","(90, 39)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(201, 118)","(178, 125)","(178, 146)","(194, 155)","(220, 149)","(218, 127)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(182, 77)",,,,,,,
"(68, 26)","(83, 32)","(85, 51)","(72, 59)","(51, 50)","(55, 37)",,,,,,,
"(68, 23)","(51, 35)","(48, 54)","(72, 63)","(90, 51)","(89, 34)",,,,,,,
"(68, 16)","(96, 33)","(95, 56)","(70, 70)","(41, 58)","(43, 34)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(182, 77)",,,,,,,
"(68, 26)","(83, 32)","(87, 49)","(72, 59)","(51, 50)","(56, 36)",,,,,,,
"(69, 22)","(52, 34)","(48, 54)","(73, 62)","(88, 54)","(87, 32)",,,,,,,
"(68, 16)","(96, 33)","(95, 56)","(70, 70)","(40, 57)","(45, 31)",,,,,,,
