"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",2025:01:23_22:07,2025:01:23_22:08,33s,1.0,0.0,0.0,0.0
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(200, 118)",,,,,,,
"(69, 26)","(85, 35)","(88, 47)","(72, 59)","(51, 50)","(56, 32)",,,,,,,
"(70, 22)","(51, 36)","(47, 52)","(72, 63)","(90, 52)","(86, 31)",,,,,,,
"(68, 16)","(96, 31)","(95, 56)","(70, 70)","(41, 57)","(45, 30)",,,,,,,
"(180, 129)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(200, 118)",,,,,,,
"(201, 71)","(179, 74)","(165, 94)","(182, 113)","(206, 107)","(215, 84)",,,,,,,
"(69, 26)","(86, 37)","(86, 50)","(71, 59)","(51, 50)","(55, 35)",,,,,,,
"(68, 16)","(96, 31)","(96, 54)","(70, 70)","(41, 57)","(44, 32)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(201, 118)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(178, 81)",,,,,,,
"(69, 26)","(82, 32)","(86, 50)","(71, 59)","(52, 51)","(54, 37)",,,,,,,
"(69, 22)","(50, 35)","(48, 54)","(71, 63)","(86, 55)","(88, 33)",,,,,,,
"(68, 16)","(92, 28)","(96, 54)","(70, 70)","(41, 57)","(44, 32)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(198, 118)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(178, 81)",,,,,,,
"(67, 26)","(86, 38)","(86, 50)","(71, 59)","(51, 50)","(55, 37)",,,,,,,
"(66, 23)","(51, 35)","(47, 52)","(71, 63)","(88, 54)","(86, 31)",,,,,,,
"(68, 16)","(92, 28)","(96, 54)","(70, 70)","(41, 58)","(44, 31)",,,,,,,
"(181, 128)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(215, 125)","(201, 118)",,,,,,,
"(199, 73)","(211, 85)","(209, 98)","(184, 110)","(171, 97)","(181, 78)",,,,,,,
"(69, 26)","(86, 38)","(86, 50)","(71, 59)","(51, 49)","(56, 35)",,,,,,,
"(71, 22)","(51, 35)","(48, 49)","(66, 62)","(90, 51)","(89, 34)",,,,,,,
"(181, 128)","(202, 122)","(216, 131)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(199, 73)","(211, 85)","(209, 98)","(184, 110)","(171, 97)","(181, 78)",,,,,,,
"(68, 26)","(86, 38)","(86, 50)","(71, 59)","(51, 49)","(54, 37)",,,,,,,
"(68, 22)","(51, 35)","(48, 54)","(75, 62)","(89, 53)","(86, 31)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(200, 118)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(184, 77)",,,,,,,
"(68, 26)","(83, 32)","(86, 50)","(72, 59)","(51, 49)","(56, 35)",,,,,,,
"(68, 22)","(50, 36)","(47, 52)","(73, 63)","(89, 53)","(88, 33)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(199, 118)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(184, 77)",,,,,,,
"(69, 26)","(86, 35)","(85, 51)","(72, 59)","(51, 49)","(56, 35)",,,,,,,
"(68, 22)","(52, 34)","(47, 53)","(73, 63)","(90, 51)","(89, 39)",,,,,,,
"(180, 129)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(199, 73)","(211, 85)","(209, 97)","(183, 110)","(171, 97)","(180, 79)",,,,,,,
"(68, 26)","(86, 36)","(86, 50)","(72, 59)","(52, 51)","(56, 36)",,,,,,,
"(69, 22)","(51, 36)","(48, 54)","(72, 63)","(90, 45)","(88, 33)",,,,,,,
"(180, 129)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(178, 125)","(180, 148)","(193, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(178, 81)",,,,,,,
"(68, 26)","(86, 37)","(86, 50)","(72, 59)","(52, 51)","(56, 36)",,,,,,,
"(69, 22)","(53, 33)","(48, 52)","(73, 63)","(90, 45)","(87, 32)",,,,,,,
"(68, 16)","(96, 32)","(95, 55)","(71, 70)","(41, 59)","(44, 32)",,,,,,,
"(181, 128)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(215, 125)","(198, 118)",,,,,,,
"(202, 75)","(212, 86)","(208, 99)","(183, 110)","(171, 97)","(184, 77)",,,,,,,
"(202, 71)","(179, 75)","(158, 94)","(183, 113)","(208, 107)","(215, 85)",,,,,,,
"(68, 26)","(86, 37)","(86, 51)","(72, 59)","(51, 49)","(55, 37)",,,,,,,
"(69, 22)","(51, 35)","(48, 54)","(74, 62)","(89, 52)","(86, 31)",,,,,,,
"(68, 16)","(96, 31)","(95, 55)","(71, 70)","(41, 57)","(45, 30)",,,,,,,
"(181, 128)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(215, 125)","(202, 119)",,,,,,,
"(199, 73)","(212, 93)","(204, 104)","(184, 110)","(171, 95)","(180, 79)",,,,,,,
"(203, 71)","(179, 75)","(158, 94)","(183, 113)","(205, 108)","(215, 85)",,,,,,,
"(67, 26)","(86, 37)","(87, 49)","(72, 59)","(51, 50)","(55, 36)",,,,,,,
"(71, 22)","(50, 36)","(47, 52)","(65, 62)","(90, 51)","(88, 33)",,,,,,,
"(68, 16)","(96, 31)","(95, 55)","(70, 70)","(41, 57)","(45, 31)",,,,,,,
"(181, 128)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(215, 125)","(198, 118)",,,,,,,
"(70, 25)","(86, 37)","(86, 50)","(72, 59)","(52, 51)","(56, 35)",,,,,,,
"(72, 22)","(51, 34)","(48, 55)","(73, 62)","(89, 52)","(88, 33)",,,,,,,
"(69, 26)","(86, 36)","(86, 50)","(72, 59)","(52, 51)","(54, 37)",,,,,,,
"(69, 22)","(51, 33)","(48, 54)","(73, 63)","(89, 53)","(88, 33)",,,,,,,
"(68, 16)","(96, 31)","(95, 55)","(71, 70)","(40, 57)","(45, 30)",,,,,,,
"(69, 26)","(85, 35)","(87, 49)","(71, 59)","(52, 51)","(54, 37)",,,,,,,
"(67, 23)","(50, 35)","(48, 54)","(73, 63)","(90, 52)","(89, 38)",,,,,,,
"(67, 16)","(96, 31)","(96, 54)","(71, 70)","(41, 58)","(44, 32)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(201, 118)",,,,,,,
"(69, 22)","(52, 34)","(48, 53)","(75, 62)","(90, 52)","(89, 34)",,,,,,,
"(68, 16)","(96, 32)","(95, 56)","(71, 70)","(41, 57)","(45, 31)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(180, 148)","(193, 155)","(219, 151)","(217, 126)","(201, 118)",,,,,,,
"(68, 22)","(50, 37)","(48, 53)","(71, 63)","(89, 53)","(86, 31)",,,,,,,
"(68, 16)","(96, 32)","(96, 54)","(70, 70)","(41, 58)","(44, 32)",,,,,,,
"(181, 128)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(202, 75)","(211, 85)","(208, 99)","(183, 110)","(171, 97)","(181, 78)",,,,,,,
"(69, 25)","(86, 37)","(86, 50)","(72, 59)","(52, 51)","(56, 35)",,,,,,,
"(70, 22)","(51, 36)","(48, 53)","(72, 63)","(90, 51)","(90, 40)",,,,,,,
"(68, 16)","(96, 32)","(95, 56)","(70, 70)","(41, 58)","(43, 34)",,,,,,,
"(181, 128)","(204, 123)","(217, 132)","(217, 146)","(195, 152)","(180, 142)",,,,,,,
"(179, 124)","(181, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
"(68, 26)","(86, 36)","(86, 51)","(71, 59)","(51, 50)","(56, 35)",,,,,,,
"(70, 22)","(51, 36)","(48, 53)","(72, 63)","(89, 53)","(90, 40)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(179, 124)","(179, 147)","(194, 155)","(220, 149)","(217, 126)","(200, 118)",,,,,,,
"(70, 25)","(84, 33)","(86, 50)","(68, 59)","(51, 49)","(55, 36)",,,,,,,
"(68, 22)","(52, 35)","(48, 54)","(73, 62)","(90, 51)","(86, 31)",,,,,,,
"(68, 16)","(96, 32)","(95, 55)","(70, 70)","(41, 58)","(45, 30)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(179, 124)","(179, 147)","(194, 155)","(219, 151)","(217, 126)","(200, 118)",,,,,,,
"(247, 96)","(237, 109)","(238, 120)","(256, 127)","(266, 107)","(259, 98)",,,,,,,
"(200, 74)","(211, 92)","(204, 104)","(184, 110)","(171, 97)","(183, 77)",,,,,,,
"(69, 26)","(84, 33)","(87, 46)","(71, 59)","(51, 50)","(56, 35)",,,,,,,
"(68, 22)","(51, 36)","(48, 54)","(73, 62)","(90, 51)","(85, 30)",,,,,,,
"(180, 129)","(202, 122)","(217, 132)","(217, 146)","(195, 152)","(181, 144)",,,,,,,
"(179, 124)","(180, 148)","(194, 155)","(219, 151)","(217, 126)","(202, 119)",,,,,,,
