"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(188, 153)","(208, 146)","(223, 155)","(224, 170)","(200, 175)","(188, 167)",2025:01:23_21:54,2025:01:23_21:54,9s,1.0,0.0,0.0,0.0
"(186, 148)","(188, 173)","(202, 180)","(226, 175)","(224, 150)","(208, 142)",,,,,,,
"(75, 47)","(58, 59)","(55, 77)","(81, 86)","(95, 78)","(96, 62)",,,,,,,
"(188, 153)","(208, 146)","(223, 155)","(224, 170)","(200, 175)","(188, 167)",,,,,,,
"(186, 148)","(187, 172)","(202, 180)","(226, 175)","(224, 150)","(208, 142)",,,,,,,
"(75, 51)","(93, 61)","(93, 74)","(79, 83)","(59, 75)","(64, 57)",,,,,,,
"(74, 47)","(59, 58)","(55, 77)","(81, 86)","(96, 77)","(96, 61)",,,,,,,
"(188, 153)","(208, 146)","(222, 154)","(224, 170)","(200, 175)","(188, 167)",,,,,,,
"(186, 148)","(188, 173)","(202, 180)","(226, 175)","(224, 150)","(208, 142)",,,,,,,
"(73, 40)","(103, 56)","(103, 78)","(78, 94)","(48, 82)","(52, 55)",,,,,,,
"(188, 153)","(211, 147)","(223, 155)","(224, 170)","(200, 175)","(188, 167)",,,,,,,
"(186, 148)","(188, 173)","(202, 180)","(226, 175)","(224, 150)","(208, 142)",,,,,,,
"(188, 153)","(208, 146)","(223, 155)","(224, 170)","(200, 175)","(188, 167)",,,,,,,
"(186, 148)","(187, 172)","(202, 180)","(226, 175)","(224, 150)","(210, 143)",,,,,,,
"(76, 50)","(93, 60)","(93, 74)","(78, 83)","(59, 75)","(63, 60)",,,,,,,
"(74, 47)","(59, 60)","(55, 77)","(79, 87)","(96, 77)","(93, 55)",,,,,,,
"(75, 40)","(103, 56)","(103, 79)","(78, 94)","(48, 81)","(52, 55)",,,,,,,
"(75, 37)","(47, 54)","(45, 85)","(78, 97)","(106, 84)","(106, 53)",,,,,,,
"(188, 153)","(208, 146)","(223, 155)","(224, 170)","(200, 175)","(188, 167)",,,,,,,
"(208, 142)","(185, 150)","(185, 170)","(202, 180)","(227, 173)","(226, 152)",,,,,,,
"(73, 41)","(103, 56)","(102, 80)","(78, 94)","(48, 82)","(51, 56)",,,,,,,
